Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,"Rate per 100,000 inhabitants",,348.7,2.0,41.0,35.9,269.9,2445.3,518.8,1761.5,165.0
"Santa Barbara-Santa Maria-Goleta, CA M.S.A.",,397342.0,,,,,,,,,
,Includes Santa Barbara County,,,,,,,,,,
,City of Santa Barbara,85142.0,445.0,2.0,44.0,96.0,303.0,2277.0,576.0,1536.0,165.0
,City of Santa Maria,85782.0,604.0,3.0,39.0,139.0,423.0,2616.0,513.0,1622.0,481.0
,City of Goleta,29243.0,53.0,0.0,4.0,13.0,36.0,377.0,89.0,255.0,33.0
,Total area actually reporting,1.0,1644.0,10.0,155.0,311.0,1168.0,8895.0,2013.0,5994.0,888.0
,"Rate per 100,000 inhabitants",,413.7,2.5,39.0,78.3,294.0,2238.6,506.6,1508.5,223.5
"Santa Cruz-Watsonville, CA M.S.A.",,246931.0,,,,,,,,,
,Includes Santa Cruz County,,,,,,,,,,
,City of Santa Cruz,54626.0,481.0,1.0,28.0,117.0,335.0,2432.0,410.0,1847.0,175.0
,City of Watsonville,49031.0,397.0,1.0,17.0,110.0,269.0,2276.0,284.0,1770.0,222.0
,Total area actually reporting,1.0,1239.0,6.0,80.0,275.0,878.0,8866.0,1602.0,6547.0,717.0
,"Rate per 100,000 inhabitants",,501.8,2.4,32.4,111.4,355.6,3590.5,648.8,2651.3,290.4
"Santa Rosa-Petaluma, CA M.S.A.",,464218.0,,,,,,,,,
,Includes Sonoma County,,,,,,,,,,
,City of Santa Rosa,154953.0,771.0,4.0,65.0,136.0,566.0,3732.0,726.0,2634.0,372.0
,City of Petaluma,54624.0,226.0,1.0,14.0,40.0,171.0,1034.0,180.0,765.0,89.0
,Total area actually reporting,1.0,1974.0,8.0,153.0,270.0,1543.0,9394.0,2154.0,6308.0,932.0
,"Rate per 100,000 inhabitants",,425.2,1.7,33.0,58.2,332.4,2023.6,464.0,1358.8,200.8
"Savannah, GA M.S.A.3",,324109.0,,,,,,,,,
,"Includes Bryan, Chatham, and Effingham3 Counties",,,,,,,,,,
,City of Savannah-Chatham Metropolitan,208116.0,1319.0,26.0,78.0,743.0,472.0,9851.0,2315.0,6369.0,1167.0
,Total area actually reporting,0.992,1780.0,28.0,100.0,852.0,800.0,,2868.0,,1400.0
,Estimated total,1.0,1794.0,28.0,101.0,857.0,808.0,,2891.0,,1411.0
,"Rate per 100,000 inhabitants",,553.5,8.6,31.2,264.4,249.3,,892.0,,435.3
"Scranton—Wilkes-Barre, PA M.S.A.",,548161.0,,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",,,,,,,,,,
,City of Scranton,72444.0,227.0,2.0,26.0,99.0,100.0,2263.0,499.0,1592.0,172.0
,City of Wilkes-Barre,41050.0,193.0,3.0,19.0,110.0,61.0,1683.0,373.0,1194.0,116.0
,Total area actually reporting,0.915,1469.0,15.0,110.0,378.0,966.0,11828.0,2301.0,8786.0,741.0
,Estimated total,1.0,1574.0,16.0,116.0,407.0,1035.0,12766.0,2443.0,9527.0,796.0
,"Rate per 100,000 inhabitants",,287.1,2.9,21.2,74.2,188.8,2328.9,445.7,1738.0,145.2
"Seattle-Tacoma-Bellevue, WA M.S.A.2",,3294592.0,,,,,,,,,
,Includes the Metropolitan Divisions of Seattle-Bellevue-Everett and Tacoma,,,,,,,,,,
,City of Seattle,585118.0,3667.0,24.0,90.0,1522.0,2031.0,33960.0,5986.0,22192.0,5782.0
,City of Tacoma2,196909.0,2059.0,14.0,140.0,647.0,1258.0,14957.0,2628.0,8986.0,3343.0
,City of Bellevue,118984.0,138.0,0.0,29.0,61.0,48.0,4181.0,583.0,3152.0,446.0
,City of Everett,98845.0,564.0,7.0,61.0,209.0,287.0,8739.0,1405.0,5456.0,1878.0
,City of Kent,83929.0,525.0,4.0,64.0,174.0,283.0,4873.0,1075.0,2790.0,1008.0
,City of Renton,59656.0,248.0,1.0,26.0,103.0,118.0,4054.0,677.0,2701.0,676.0
,Total area actually reporting,1.0,12686.0,101.0,1198.0,4347.0,7040.0,146174.0,28438.0,91625.0,26111.0
,"Rate per 100,000 inhabitants",,385.1,3.1,36.4,131.9,213.7,4436.8,863.2,2781.1,792.5
"Seattle-Bellevue-Everett, WA M.D.",,2518369.0,,,,,,,,,
,Includes King and Snohomish Counties,,,,,,,,,,
,Total area actually reporting,1.0,8578.0,76.0,866.0,3250.0,4386.0,109992.0,21005.0,69792.0,19195.0
,"Rate per 100,000 inhabitants",,340.6,3.0,34.4,129.1,174.2,4367.6,834.1,2771.3,762.2
"Tacoma, WA M.D.2",,776223.0,,,,,,,,,
,Includes Pierce County2,,,,,,,,,,
,Total area actually reporting,1.0,4108.0,25.0,332.0,1097.0,2654.0,36182.0,7433.0,21833.0,6916.0
,"Rate per 100,000 inhabitants",,529.2,3.2,42.8,141.3,341.9,4661.3,957.6,2812.7,891.0
"Sebastian-Vero Beach, FL M.S.A.",,131526.0,,,,,,,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,20913.0,64.0,0.0,4.0,5.0,55.0,662.0,198.0,443.0,21.0
,City of Vero Beach,16840.0,84.0,0.0,6.0,24.0,54.0,707.0,196.0,482.0,29.0
,Total area actually reporting,1.0,464.0,2.0,36.0,101.0,325.0,4041.0,1046.0,2753.0,242.0
,"Rate per 100,000 inhabitants",,352.8,1.5,27.4,76.8,247.1,3072.4,795.3,2093.1,184.0
"Sheboygan, WI M.S.A.",,115407.0,,,,,,,,,
,Includes Sheboygan County,,,,,,,,,,
,City of Sheboygan,48291.0,91.0,1.0,21.0,29.0,40.0,2471.0,430.0,1979.0,62.0
,Total area actually reporting,1.0,144.0,1.0,28.0,34.0,81.0,3485.0,580.0,2817.0,88.0
,"Rate per 100,000 inhabitants",,124.8,0.9,24.3,29.5,70.2,3019.7,502.6,2440.9,76.3
"Sherman-Denison, TX M.S.A.",,119528.0,,,,,,,,,
,Includes Grayson County,,,,,,,,,,
,City of Sherman,37985.0,146.0,0.0,6.0,19.0,121.0,1529.0,336.0,1141.0,52.0
,City of Denison,24130.0,111.0,2.0,5.0,24.0,80.0,1221.0,290.0,879.0,52.0
,Total area actually reporting,1.0,304.0,4.0,20.0,44.0,236.0,3804.0,975.0,2642.0,187.0
,"Rate per 100,000 inhabitants",,254.3,3.3,16.7,36.8,197.4,3182.5,815.7,2210.4,156.4
"Shreveport-Bossier City, LA M.S.A.",,387314.0,,,,,,,,,
,"Includes Bossier, Caddo, and De Soto Parishes",,,,,,,,,,
,City of Shreveport,199811.0,2198.0,36.0,112.0,544.0,1506.0,12178.0,2861.0,8216.0,1101.0
,City of Bossier City,61993.0,1146.0,2.0,34.0,88.0,1022.0,2692.0,426.0,2068.0,198.0
,Total area actually reporting,0.99,4326.0,44.0,174.0,655.0,3453.0,17532.0,3797.0,12176.0,1559.0
,Estimated total,1.0,4353.0,44.0,176.0,659.0,3474.0,17736.0,3835.0,12330.0,1571.0
,"Rate per 100,000 inhabitants",,1123.9,11.4,45.4,170.1,896.9,4579.2,990.2,3183.5,405.6
"Sioux City, IA-NE-SD M.S.A.",,143514.0,,,,,,,,,
,"Includes Woodbury County, IA; Dakota and Dixon Counties, NE; and Union County, SD",,,,,,,,,,
,"City of Sioux City, IA",82942.0,373.0,2.0,40.0,33.0,298.0,2842.0,578.0,2110.0,154.0
,Total area actually reporting,0.969,429.0,2.0,47.0,36.0,344.0,3348.0,690.0,2483.0,175.0
,Estimated total,1.0,435.0,2.0,48.0,36.0,349.0,3400.0,701.0,2521.0,178.0
,"Rate per 100,000 inhabitants",,303.1,1.4,33.4,25.1,243.2,2369.1,488.5,1756.6,124.0
"Sioux Falls, SD M.S.A.",,219627.0,,,,,,,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,144985.0,381.0,2.0,95.0,44.0,240.0,3780.0,631.0,2881.0,268.0
,Total area actually reporting,0.981,439.0,3.0,103.0,46.0,287.0,4284.0,789.0,3202.0,293.0
,Estimated total,1.0,445.0,3.0,104.0,46.0,292.0,4333.0,799.0,3238.0,296.0
,"Rate per 100,000 inhabitants",,202.6,1.4,47.4,20.9,133.0,1972.9,363.8,1474.3,134.8
"South Bend-Mishawaka, IN-MI M.S.A.",,317804.0,,,,,,,,,
,"Includes St. Joseph County, IN and Cass County, MI",,,,,,,,,,
,"City of South Bend, IN",104437.0,805.0,7.0,67.0,448.0,283.0,6872.0,1945.0,4438.0,489.0
,"City of Mishawaka, IN",49196.0,157.0,1.0,17.0,52.0,87.0,3189.0,342.0,2691.0,156.0
,Total area actually reporting,1.0,1242.0,13.0,129.0,548.0,552.0,13434.0,3108.0,9493.0,833.0
,"Rate per 100,000 inhabitants",,390.8,4.1,40.6,172.4,173.7,4227.1,978.0,2987.1,262.1
"Spartanburg, SC M.S.A.",,276109.0,,,,,,,,,
,Includes Spartanburg County,,,,,,,,,,
,City of Spartanburg,38388.0,829.0,6.0,22.0,219.0,582.0,3610.0,919.0,2422.0,269.0
,Total area actually reporting,1.0,2006.0,25.0,96.0,475.0,1410.0,12684.0,3262.0,8339.0,1083.0
,"Rate per 100,000 inhabitants",,726.5,9.1,34.8,172.0,510.7,4593.8,1181.4,3020.2,392.2
"Spokane, WA M.S.A.",,450805.0,,,,,,,,,
,Includes Spokane County,,,,,,,,,,
,City of Spokane,198272.0,1322.0,12.0,88.0,414.0,808.0,11376.0,2175.0,7188.0,2013.0
,Total area actually reporting,1.0,1981.0,14.0,119.0,496.0,1352.0,17167.0,3343.0,11082.0,2742.0
,"Rate per 100,000 inhabitants",,439.4,3.1,26.4,110.0,299.9,3808.1,741.6,2458.3,608.2
"Springfield, MA M.S.A.",,687220.0,,,,,,,,,
,"Includes Franklin, Hampden, and Hampshire Counties",,,,,,,,,,
,City of Springfield,151074.0,2068.0,20.0,91.0,690.0,1267.0,7942.0,2027.0,4694.0,1221.0
,Total area actually reporting,0.973,3912.0,31.0,266.0,927.0,2688.0,19987.0,5229.0,12541.0,2217.0
,Estimated total,1.0,3966.0,31.0,270.0,938.0,2727.0,20363.0,5323.0,12793.0,2247.0
,"Rate per 100,000 inhabitants",,577.1,4.5,39.3,136.5,396.8,2963.1,774.6,1861.6,327.0
"Springfield, MO M.S.A.",,412378.0,,,,,,,,,
,"Includes Christian, Dallas, Greene, Polk, and Webster Counties",,,,,,,,,,
,City of Springfield,150488.0,1051.0,5.0,72.0,294.0,680.0,14315.0,2140.0,11231.0,944.0
,Total area actually reporting,1.0,1893.0,10.0,100.0,328.0,1455.0,18907.0,3235.0,14442.0,1230.0
,"Rate per 100,000 inhabitants",,459.0,2.4,24.2,79.5,352.8,4584.9,784.5,3502.1,298.3
"Springfield, OH M.S.A.",,141098.0,,,,,,,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,62426.0,461.0,5.0,36.0,241.0,179.0,5407.0,1403.0,3627.0,377.0
,Total area actually reporting,0.998,505.0,5.0,52.0,256.0,192.0,7240.0,1809.0,4943.0,488.0
,Estimated total,1.0,505.0,5.0,52.0,256.0,192.0,7248.0,1811.0,4949.0,488.0
,"Rate per 100,000 inhabitants",,357.9,3.5,36.9,181.4,136.1,5136.9,1283.5,3507.5,345.9
"State College, PA M.S.A.",,141328.0,,,,,,,,,
,Includes Centre County,,,,,,,,,,
,City of State College,52047.0,43.0,0.0,4.0,15.0,24.0,940.0,104.0,824.0,12.0
,Total area actually reporting,0.979,136.0,1.0,20.0,33.0,82.0,2681.0,411.0,2198.0,72.0
,Estimated total,1.0,142.0,1.0,20.0,35.0,86.0,2739.0,420.0,2244.0,75.0
,"Rate per 100,000 inhabitants",,100.5,0.7,14.2,24.8,60.9,1938.0,297.2,1587.8,53.1
"St. Cloud, MN M.S.A.5",,184856.0,,,,,,,,,
,Includes Benton and Stearns Counties5,,,,,,,,,,
,City of St. Cloud5,67290.0,,1.0,,48.0,145.0,2943.0,352.0,2466.0,125.0
,Total area actually reporting,1.0,,1.0,,52.0,213.0,4751.0,620.0,3929.0,202.0
,"Rate per 100,000 inhabitants",,,0.5,,28.1,115.2,2570.1,335.4,2125.4,109.3
"St. George, UT M.S.A.",,134726.0,,,,,,,,,
,Includes Washington County,,,,,,,,,,
,City of St. George,70579.0,155.0,0.0,13.0,15.0,127.0,2338.0,606.0,1583.0,149.0
,Total area actually reporting,1.0,221.0,1.0,28.0,20.0,172.0,3536.0,954.0,2341.0,241.0
,"Rate per 100,000 inhabitants",,164.0,0.7,20.8,14.8,127.7,2624.6,708.1,1737.6,178.9
"St. Joseph, MO-KS M.S.A.",,121979.0,,,,,,,,,
,"Includes Doniphan County, KS and Andrew, Buchanan, and De Kalb Counties, MO",,,,,,,,,,
,"City of St. Joseph, MO",72424.0,216.0,2.0,13.0,66.0,135.0,3857.0,770.0,2814.0,273.0
,Total area actually reporting,0.984,343.0,2.0,22.0,73.0,246.0,4794.0,1039.0,3427.0,328.0
,Estimated total,1.0,350.0,2.0,23.0,74.0,251.0,4853.0,1048.0,3473.0,332.0
,"Rate per 100,000 inhabitants",,286.9,1.6,18.9,60.7,205.8,3978.6,859.2,2847.2,272.2
"St. Louis, MO-IL M.S.A.",,2810914.0,,,,,,,,,
,"Includes Bond, Calhoun, Clinton, Jersey, Macoupin, Madison, Monroe, and St. Clair Counties, IL and Franklin, Jefferson, Lincoln, St. Charles, St. Louis, Warren, and Washington Counties and St. Louis City, MO",,,,,,,,,,
,"City of St. Louis, MO",348197.0,7654.0,138.0,255.0,2761.0,4500.0,33901.0,7289.0,20330.0,6282.0
,"City of St. Charles, MO",63277.0,162.0,1.0,21.0,48.0,92.0,2256.0,309.0,1853.0,94.0
,Total area actually reporting,0.754,12925.0,182.0,581.0,3879.0,8283.0,85779.0,16206.0,59296.0,10277.0
,Estimated total,1.0,15086.0,216.0,582.0,4360.0,9928.0,98410.0,18783.0,68605.0,11022.0
,"Rate per 100,000 inhabitants",,536.7,7.7,20.7,155.1,353.2,3501.0,668.2,2440.7,392.1
"Stockton, CA M.S.A.",,684406.0,,,,,,,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton,297170.0,4216.0,29.0,105.0,1615.0,2467.0,18677.0,4054.0,11783.0,2840.0
,Total area actually reporting,1.0,6054.0,45.0,165.0,2085.0,3759.0,34415.0,7486.0,21744.0,5185.0
,"Rate per 100,000 inhabitants",,884.6,6.6,24.1,304.6,549.2,5028.4,1093.8,3177.1,757.6
"Sumter, SC M.S.A.",,105369.0,,,,,,,,,
,Includes Sumter County,,,,,,,,,,
,City of Sumter,38955.0,531.0,4.0,9.0,101.0,417.0,2568.0,683.0,1743.0,142.0
,Total area actually reporting,1.0,1536.0,9.0,42.0,146.0,1339.0,5195.0,1643.0,3104.0,448.0
,"Rate per 100,000 inhabitants",,1457.7,8.5,39.9,138.6,1270.8,4930.3,1559.3,2945.8,425.2
"Syracuse, NY M.S.A.",,648191.0,,,,,,,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,139880.0,1435.0,19.0,67.0,446.0,903.0,5964.0,1785.0,3618.0,561.0
,Total area actually reporting,1.0,2043.0,26.0,146.0,558.0,1313.0,15297.0,3605.0,10830.0,862.0
,"Rate per 100,000 inhabitants",,315.2,4.0,22.5,86.1,202.6,2360.0,556.2,1670.8,133.0
"Tallahassee, FL M.S.A.",,335945.0,,,,,,,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,159943.0,1813.0,5.0,136.0,568.0,1104.0,8396.0,2588.0,5202.0,606.0
,Total area actually reporting,0.975,2830.0,8.0,203.0,711.0,1908.0,12975.0,4317.0,7723.0,935.0
,Estimated total,1.0,2885.0,8.0,205.0,730.0,1942.0,13350.0,4399.0,7981.0,970.0
,"Rate per 100,000 inhabitants",,858.8,2.4,61.0,217.3,578.1,3973.9,1309.4,2375.7,288.7
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,2720592.0,,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa,337220.0,3575.0,28.0,80.0,1205.0,2262.0,16775.0,4221.0,10390.0,2164.0
,City of St. Petersburg,248069.0,3830.0,26.0,103.0,1017.0,2684.0,15189.0,3717.0,9156.0,2316.0
,City of Clearwater,107501.0,868.0,10.0,34.0,240.0,584.0,4678.0,862.0,3469.0,347.0
,City of Largo,73789.0,564.0,5.0,35.0,128.0,396.0,2875.0,567.0,2105.0,203.0
,Total area actually reporting,1.0,19138.0,143.0,940.0,4977.0,13078.0,109910.0,26706.0,71986.0,11218.0
,"Rate per 100,000 inhabitants",,703.4,5.3,34.6,182.9,480.7,4039.9,981.6,2646.0,412.3
"Texarkana, TX-Texarkana, AR M.S.A.",,135211.0,,,,,,,,,
,"Includes Miller County, AR and Bowie County, TX",,,,,,,,,,
,"City of Texarkana, TX",36237.0,506.0,9.0,27.0,105.0,365.0,2401.0,507.0,1749.0,145.0
,"City of Texarkana, AR",30156.0,447.0,3.0,20.0,64.0,360.0,1548.0,387.0,1043.0,118.0
,Total area actually reporting,1.0,1155.0,15.0,67.0,187.0,886.0,5531.0,1292.0,3824.0,415.0
,"Rate per 100,000 inhabitants",,854.2,11.1,49.6,138.3,655.3,4090.6,955.5,2828.2,306.9
"Toledo, OH M.S.A.",,651165.0,,,,,,,,,
,"Includes Fulton, Lucas, Ottawa, and Wood Counties",,,,,,,,,,
,City of Toledo,296403.0,3639.0,13.0,151.0,1225.0,2250.0,19826.0,5921.0,12029.0,1876.0
,Total area actually reporting,0.947,3868.0,13.0,190.0,1291.0,2374.0,28554.0,7285.0,19037.0,2232.0
,Estimated total,1.0,3930.0,14.0,200.0,1315.0,2401.0,29550.0,7469.0,19793.0,2288.0
,"Rate per 100,000 inhabitants",,603.5,2.1,30.7,201.9,368.7,4538.0,1147.0,3039.6,351.4
"Topeka, KS M.S.A.",,229580.0,,,,,,,,,
,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,121885.0,719.0,12.0,47.0,308.0,352.0,7774.0,1424.0,5646.0,704.0
,Total area actually reporting,0.971,935.0,12.0,70.0,324.0,529.0,10402.0,2024.0,7545.0,833.0
,Estimated total,1.0,957.0,12.0,72.0,327.0,546.0,10599.0,2054.0,7699.0,846.0
,"Rate per 100,000 inhabitants",,416.8,5.2,31.4,142.4,237.8,4616.7,894.7,3353.5,368.5
"Trenton-Ewing, NJ M.S.A.",,365977.0,,,,,,,,,
,Includes Mercer County,,,,,,,,,,
,City of Trenton,83551.0,1165.0,25.0,15.0,595.0,530.0,2645.0,852.0,1408.0,385.0
,City of Ewing Township,36753.0,89.0,1.0,5.0,27.0,56.0,685.0,137.0,492.0,56.0
,Total area actually reporting,1.0,1605.0,26.0,44.0,765.0,770.0,7754.0,1707.0,5324.0,723.0
,"Rate per 100,000 inhabitants",,438.6,7.1,12.0,209.0,210.4,2118.7,466.4,1454.7,197.6
"Tucson, AZ M.S.A.4",,963028.0,,,,,,,,,
,Includes Pima County,,,,,,,,,,
,City of Tucson4,523299.0,4103.0,49.0,277.0,1432.0,2345.0,,4787.0,,6767.0
,Total area actually reporting,1.0,5033.0,74.0,383.0,1717.0,2859.0,,7869.0,,8921.0
,"Rate per 100,000 inhabitants",,522.6,7.7,39.8,178.3,296.9,,817.1,,926.3
"Tulsa, OK M.S.A.",,908036.0,,,,,,,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,381469.0,4552.0,55.0,299.0,1023.0,3175.0,24044.0,6843.0,13522.0,3679.0
,Total area actually reporting,1.0,5890.0,71.0,450.0,1138.0,4231.0,34626.0,9662.0,20274.0,4690.0
,"Rate per 100,000 inhabitants",,648.7,7.8,49.6,125.3,466.0,3813.3,1064.1,2232.7,516.5
"Tuscaloosa, AL M.S.A.",,199823.0,,,,,,,,,
,"Includes Greene, Hale, and Tuscaloosa Counties",,,,,,,,,,
,City of Tuscaloosa,83811.0,557.0,10.0,32.0,264.0,251.0,5047.0,1199.0,3569.0,279.0
,Total area actually reporting,0.997,1125.0,21.0,73.0,412.0,619.0,9824.0,2488.0,6648.0,688.0
,Estimated total,1.0,1127.0,21.0,73.0,413.0,620.0,9849.0,2493.0,6666.0,690.0
,"Rate per 100,000 inhabitants",,564.0,10.5,36.5,206.7,310.3,4928.9,1247.6,3336.0,345.3
"Tyler, TX M.S.A.",,197461.0,,,,,,,,,
,Includes Smith County,,,,,,,,,,
,City of Tyler,95596.0,665.0,2.0,59.0,125.0,479.0,4430.0,806.0,3473.0,151.0
,Total area actually reporting,0.99,1029.0,8.0,106.0,158.0,757.0,7037.0,1578.0,5088.0,371.0
,Estimated total,1.0,1036.0,8.0,107.0,160.0,761.0,7110.0,1593.0,5141.0,376.0
,"Rate per 100,000 inhabitants",,524.7,4.1,54.2,81.0,385.4,3600.7,806.7,2603.6,190.4
"Utica-Rome, NY M.S.A.",,296125.0,,,,,,,,,
,Includes Herkimer and Oneida Counties,,,,,,,,,,
,City of Utica,58888.0,431.0,5.0,21.0,142.0,263.0,2880.0,752.0,1966.0,162.0
,City of Rome,34123.0,40.0,1.0,7.0,8.0,24.0,531.0,119.0,383.0,29.0
,Total area actually reporting,0.993,876.0,11.0,47.0,180.0,638.0,7230.0,1740.0,5205.0,285.0
,Estimated total,1.0,879.0,11.0,47.0,181.0,640.0,7268.0,1746.0,5235.0,287.0
,"Rate per 100,000 inhabitants",,296.8,3.7,15.9,61.1,216.1,2454.4,589.6,1767.8,96.9
"Valdosta, GA M.S.A.",,126232.0,,,,,,,,,
,"Includes Brooks, Echols, Lanier, and Lowndes Counties",,,,,,,,,,
,City of Valdosta,45712.0,276.0,1.0,33.0,111.0,131.0,2841.0,657.0,2013.0,171.0
,Total area actually reporting,0.933,535.0,2.0,50.0,138.0,345.0,4684.0,1141.0,3269.0,274.0
,Estimated total,1.0,582.0,2.0,52.0,155.0,373.0,5085.0,1217.0,3557.0,311.0
,"Rate per 100,000 inhabitants",,461.1,1.6,41.2,122.8,295.5,4028.3,964.1,2817.8,246.4
"Vallejo-Fairfield, CA M.S.A.",,410623.0,,,,,,,,,
,Includes Solano County,,,,,,,,,,
,City of Vallejo,116763.0,1089.0,15.0,26.0,361.0,687.0,6063.0,1455.0,3154.0,1454.0
,City of Fairfield,106098.0,632.0,7.0,36.0,221.0,368.0,4352.0,696.0,2988.0,668.0
,Total area actually reporting,1.0,2482.0,31.0,121.0,777.0,1553.0,15268.0,3190.0,9307.0,2771.0
,"Rate per 100,000 inhabitants",,604.4,7.5,29.5,189.2,378.2,3718.3,776.9,2266.6,674.8
"Victoria, TX M.S.A.",,114391.0,,,,,,,,,
,"Includes Calhoun, Goliad, and Victoria Counties",,,,,,,,,,
,City of Victoria,62404.0,346.0,1.0,37.0,72.0,236.0,3030.0,670.0,2236.0,124.0
,Total area actually reporting,0.994,446.0,4.0,45.0,81.0,316.0,4148.0,985.0,2965.0,198.0
,Estimated total,1.0,448.0,4.0,45.0,82.0,317.0,4174.0,990.0,2984.0,200.0
,"Rate per 100,000 inhabitants",,391.6,3.5,39.3,71.7,277.1,3648.9,865.5,2608.6,174.8
"Vineland-Millville-Bridgeton, NJ M.S.A.",,154137.0,,,,,,,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland,58013.0,334.0,5.0,13.0,147.0,169.0,2576.0,589.0,1896.0,91.0
,City of Millville,28069.0,255.0,4.0,15.0,102.0,134.0,1448.0,343.0,1057.0,48.0
,City of Bridgeton,24281.0,379.0,1.0,7.0,171.0,200.0,1243.0,376.0,795.0,72.0
,Total area actually reporting,1.0,1062.0,11.0,36.0,434.0,581.0,6136.0,1566.0,4272.0,298.0
,"Rate per 100,000 inhabitants",,689.0,7.1,23.4,281.6,376.9,3980.9,1016.0,2771.6,193.3
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",,1656896.0,,,,,,,,,
,"Includes Currituck County, NC and Gloucester, Isle of Wight, James City, Mathews, Surry, and York Counties and Chesapeake, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA",,,,,,,,,,
,"City of Virginia Beach, VA",435943.0,1089.0,16.0,88.0,555.0,430.0,13030.0,2159.0,10285.0,586.0
,"City of Norfolk, VA",227903.0,1924.0,48.0,97.0,910.0,869.0,11518.0,1694.0,8797.0,1027.0
,"City of Newport News, VA",177550.0,1229.0,28.0,91.0,513.0,597.0,7386.0,1584.0,5132.0,670.0
,"City of Hampton, VA",144490.0,522.0,6.0,52.0,251.0,213.0,4923.0,764.0,3658.0,501.0
,"City of Portsmouth, VA",101284.0,804.0,17.0,36.0,326.0,425.0,5049.0,1101.0,3646.0,302.0
,Total area actually reporting,1.0,7289.0,135.0,513.0,3061.0,3580.0,57145.0,9925.0,43232.0,3988.0
,"Rate per 100,000 inhabitants",,439.9,8.1,31.0,184.7,216.1,3448.9,599.0,2609.2,240.7
"Visalia-Porterville, CA M.S.A.",,424464.0,,,,,,,,,
,Includes Tulare County,,,,,,,,,,
,City of Visalia,116766.0,667.0,12.0,38.0,155.0,462.0,5204.0,1109.0,3338.0,757.0
,City of Porterville,46621.0,289.0,7.0,14.0,72.0,196.0,2349.0,538.0,1491.0,320.0
,Total area actually reporting,1.0,2196.0,38.0,128.0,465.0,1565.0,16107.0,3612.0,9808.0,2687.0
,"Rate per 100,000 inhabitants",,517.4,9.0,30.2,109.5,368.7,3794.7,851.0,2310.7,633.0
"Waco, TX M.S.A.",,227882.0,,,,,,,,,
,Includes McLennan County,,,,,,,,,,
,City of Waco,122514.0,1139.0,6.0,95.0,275.0,763.0,8029.0,1987.0,5611.0,431.0
,Total area actually reporting,1.0,1545.0,9.0,163.0,317.0,1056.0,11584.0,2769.0,8204.0,611.0
,"Rate per 100,000 inhabitants",,678.0,3.9,71.5,139.1,463.4,5083.3,1215.1,3600.1,268.1
"Warner Robins, GA M.S.A.",,130014.0,,,,,,,,,
,Includes Houston County,,,,,,,,,,
,City of Warner Robins,59780.0,324.0,3.0,16.0,118.0,187.0,3289.0,922.0,2222.0,145.0
,Total area actually reporting,1.0,513.0,3.0,28.0,139.0,343.0,4880.0,1255.0,3348.0,277.0
,"Rate per 100,000 inhabitants",,394.6,2.3,21.5,106.9,263.8,3753.4,965.3,2575.1,213.1
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",,5348654.0,,,,,,,,,
,"Includes the Metropolitan Divisions of Bethesda-Frederick-Gaithersburg, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, DC",588292.0,7924.0,181.0,192.0,3985.0,3566.0,27719.0,3920.0,16476.0,7323.0
,"City of Alexandria, VA",137812.0,370.0,7.0,18.0,162.0,183.0,3280.0,364.0,2557.0,359.0
,"City of Frederick, MD",59731.0,418.0,5.0,20.0,104.0,289.0,1806.0,275.0,1417.0,114.0
,Total area actually reporting,1.0,23746.0,412.0,1024.0,11010.0,11300.0,153737.0,21277.0,106084.0,26376.0
,"Rate per 100,000 inhabitants",,444.0,7.7,19.1,205.8,211.3,2874.3,397.8,1983.4,493.1
"Bethesda-Frederick-Gaithersburg, MD M.D.",,1158220.0,,,,,,,,,
,Includes Frederick and Montgomery Counties,,,,,,,,,,
,Total area actually reporting,1.0,3014.0,27.0,168.0,1323.0,1496.0,28371.0,4345.0,21145.0,2881.0
,"Rate per 100,000 inhabitants",,260.2,2.3,14.5,114.2,129.2,2449.5,375.1,1825.6,248.7
