Table 10,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by Metropolitan and Nonmetropolitan Counties, 2017",,,,,,,,,,,
[The data shown in this table do not reflect county totals but are the number of offenses reported by the sheriff's office or county police department.],,,,,,,,,,,
State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Deschutes,71.0,0.0,20.0,4.0,47.0,721.0,160.0,505.0,56.0,7.0
,Jackson,176.0,1.0,27.0,10.0,138.0,1587.0,464.0,960.0,163.0,14.0
,Josephine6,28.0,2.0,2.0,3.0,21.0,390.0,106.0,139.0,145.0,4.0
,Lane,331.0,3.0,30.0,22.0,276.0,1378.0,431.0,767.0,180.0,21.0
,Linn6,72.0,1.0,20.0,3.0,48.0,926.0,266.0,545.0,115.0,17.0
,Marion7,,7.0,,38.0,37.0,2459.0,376.0,1636.0,447.0,
,Multnomah,124.0,1.0,22.0,15.0,86.0,1527.0,155.0,1034.0,338.0,3.0
,Polk,71.0,0.0,5.0,3.0,63.0,270.0,84.0,161.0,25.0,1.0
,Washington,338.0,3.0,116.0,32.0,187.0,2210.0,414.0,1567.0,229.0,33.0
,Yamhill,53.0,0.0,17.0,2.0,34.0,477.0,129.0,306.0,42.0,3.0
OREGON - Nonmetropolitan Counties,Baker,6.0,0.0,3.0,0.0,3.0,67.0,24.0,39.0,4.0,0.0
,Crook,43.0,1.0,9.0,1.0,32.0,189.0,59.0,118.0,12.0,2.0
,Douglas,164.0,3.0,21.0,9.0,131.0,994.0,283.0,490.0,221.0,14.0
,Harney6,6.0,1.0,0.0,1.0,4.0,20.0,8.0,11.0,1.0,0.0
,Hood River,10.0,0.0,2.0,1.0,7.0,116.0,22.0,83.0,11.0,0.0
,Jefferson,13.0,0.0,5.0,0.0,8.0,175.0,46.0,85.0,44.0,6.0
,Lincoln,79.0,0.0,14.0,3.0,62.0,362.0,129.0,211.0,22.0,3.0
,Morrow,28.0,0.0,3.0,2.0,23.0,159.0,42.0,96.0,21.0,1.0
,Tillamook,16.0,0.0,5.0,0.0,11.0,204.0,63.0,114.0,27.0,1.0
,Umatilla,61.0,0.0,9.0,2.0,50.0,401.0,120.0,224.0,57.0,8.0
,Union,6.0,0.0,3.0,1.0,2.0,211.0,36.0,162.0,13.0,2.0
,Wasco,25.0,0.0,1.0,0.0,24.0,90.0,22.0,60.0,8.0,3.0
PENNSYLVANIA - Metropolitan Counties,Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Allegheny,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
,Allegheny County Police Department,176.0,3.0,33.0,13.0,127.0,180.0,24.0,143.0,13.0,10.0
,Beaver,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
,Berks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Blair,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
,Bucks,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Butler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Cumberland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Erie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Lancaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Lycoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Mercer,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Northampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Pike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Washington,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0
,Westmoreland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,York,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
PENNSYLVANIA - Nonmetropolitan Counties,Bedford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bradford,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Clarion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Elk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Greene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Indiana,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
,Jefferson,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Lawrence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Northumberland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Schuylkill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Snyder,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
,Tioga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Wayne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH CAROLINA - Metropolitan Counties,Anderson,738.0,8.0,53.0,100.0,577.0,5257.0,1055.0,3564.0,638.0,27.0
,Beaufort3,538.0,6.0,81.0,45.0,406.0,,,,166.0,10.0
,Berkeley3,433.0,8.0,57.0,68.0,300.0,,,,326.0,11.0
,Calhoun,35.0,0.0,2.0,6.0,27.0,257.0,70.0,145.0,42.0,2.0
,Chester,112.0,2.0,11.0,5.0,94.0,523.0,93.0,395.0,35.0,2.0
,Darlington,425.0,28.0,17.0,46.0,334.0,1937.0,690.0,1100.0,147.0,18.0
,Fairfield,180.0,4.0,5.0,11.0,160.0,471.0,106.0,321.0,44.0,11.0
,Florence,470.0,12.0,50.0,60.0,348.0,2423.0,615.0,1606.0,202.0,7.0
,Greenville,1679.0,26.0,212.0,264.0,1177.0,8604.0,1907.0,5827.0,870.0,48.0
,Horry,2.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0
,Horry County Police Department,916.0,20.0,212.0,115.0,569.0,7332.0,1470.0,5146.0,716.0,45.0
,Kershaw,104.0,5.0,15.0,12.0,72.0,792.0,163.0,571.0,58.0,3.0
,Lancaster,219.0,3.0,15.0,28.0,173.0,1709.0,451.0,1181.0,77.0,12.0
,Laurens,301.0,3.0,23.0,12.0,263.0,1176.0,375.0,645.0,156.0,5.0
,Lexington3,525.0,15.0,79.0,56.0,375.0,,789.0,,650.0,8.0
,Pickens,297.0,2.0,53.0,13.0,229.0,1721.0,506.0,1005.0,210.0,10.0
,Richland,1977.0,23.0,122.0,319.0,1513.0,10546.0,1995.0,7238.0,1313.0,48.0
,Saluda,38.0,0.0,3.0,1.0,34.0,185.0,56.0,105.0,24.0,2.0
,Spartanburg,1031.0,10.0,79.0,125.0,817.0,5756.0,1465.0,3618.0,673.0,25.0
,Sumter,403.0,3.0,23.0,36.0,341.0,1973.0,636.0,1164.0,173.0,16.0
,Union,71.0,0.0,6.0,6.0,59.0,615.0,205.0,388.0,22.0,2.0
,York,356.0,2.0,33.0,50.0,271.0,2322.0,532.0,1605.0,185.0,5.0
SOUTH CAROLINA - Nonmetropolitan Counties,Abbeville,25.0,1.0,1.0,2.0,21.0,221.0,73.0,132.0,16.0,0.0
,Bamberg,10.0,0.0,1.0,0.0,9.0,155.0,49.0,82.0,24.0,1.0
,Barnwell,87.0,1.0,6.0,7.0,73.0,291.0,78.0,165.0,48.0,3.0
,Cherokee,101.0,1.0,11.0,15.0,74.0,1243.0,365.0,749.0,129.0,6.0
,Chesterfield,146.0,7.0,19.0,11.0,109.0,858.0,347.0,472.0,39.0,3.0
,Clarendon,105.0,0.0,8.0,13.0,84.0,744.0,234.0,467.0,43.0,3.0
,Dillon,175.0,4.0,7.0,21.0,143.0,675.0,264.0,373.0,38.0,12.0
,Georgetown,178.0,5.0,24.0,17.0,132.0,1216.0,414.0,703.0,99.0,9.0
,Greenwood,211.0,1.0,32.0,17.0,161.0,1166.0,216.0,862.0,88.0,4.0
,Hampton,47.0,0.0,5.0,3.0,39.0,265.0,102.0,152.0,11.0,4.0
,Lee,60.0,1.0,4.0,6.0,49.0,299.0,102.0,178.0,19.0,2.0
,Marion,91.0,4.0,9.0,12.0,66.0,608.0,242.0,323.0,43.0,1.0
,Marlboro,92.0,3.0,7.0,8.0,74.0,437.0,161.0,249.0,27.0,4.0
,McCormick,23.0,3.0,5.0,0.0,15.0,105.0,32.0,60.0,13.0,1.0
,Newberry,47.0,0.0,6.0,4.0,37.0,224.0,39.0,163.0,22.0,0.0
,Oconee,153.0,3.0,31.0,15.0,104.0,1670.0,378.0,1153.0,139.0,9.0
,Orangeburg,335.0,8.0,19.0,41.0,267.0,2535.0,711.0,1567.0,257.0,15.0
,Williamsburg,126.0,1.0,10.0,17.0,98.0,618.0,206.0,334.0,78.0,11.0
SOUTH DAKOTA - Metropolitan Counties,Custer,14.0,0.0,3.0,0.0,11.0,61.0,13.0,44.0,4.0,1.0
,Lincoln,24.0,2.0,5.0,1.0,16.0,256.0,61.0,187.0,8.0,0.0
,McCook,3.0,0.0,1.0,0.0,2.0,34.0,10.0,21.0,3.0,0.0
,Meade,41.0,1.0,5.0,0.0,35.0,102.0,29.0,61.0,12.0,0.0
,Minnehaha,60.0,0.0,13.0,0.0,47.0,292.0,62.0,208.0,22.0,3.0
,Pennington,119.0,0.0,53.0,1.0,65.0,389.0,96.0,263.0,30.0,1.0
,Turner,10.0,0.0,3.0,1.0,6.0,47.0,16.0,27.0,4.0,0.0
,Union,4.0,0.0,2.0,0.0,2.0,56.0,9.0,42.0,5.0,0.0
SOUTH DAKOTA - Nonmetropolitan Counties,Bennett,4.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0
,Bon Homme,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
,Brookings,12.0,0.0,4.0,0.0,8.0,47.0,16.0,31.0,0.0,0.0
,Brown,4.0,0.0,1.0,0.0,3.0,29.0,10.0,17.0,2.0,0.0
,Butte,7.0,0.0,1.0,0.0,6.0,60.0,10.0,50.0,0.0,0.0
,Charles Mix,8.0,0.0,0.0,0.0,8.0,63.0,26.0,29.0,8.0,1.0
,Clay,3.0,0.0,0.0,0.0,3.0,51.0,11.0,27.0,13.0,0.0
,Codington,6.0,0.0,1.0,0.0,5.0,29.0,3.0,23.0,3.0,0.0
,Corson,2.0,0.0,0.0,0.0,2.0,9.0,4.0,5.0,0.0,1.0
,Davison,3.0,0.0,0.0,0.0,3.0,25.0,8.0,14.0,3.0,1.0
,Deuel,5.0,0.0,2.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0
,Edmunds,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Hamlin,6.0,0.0,0.0,0.0,6.0,11.0,2.0,9.0,0.0,0.0
,Hughes,1.0,0.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0
,Lake,12.0,0.0,5.0,0.0,7.0,37.0,10.0,27.0,0.0,1.0
,Lawrence,3.0,0.0,0.0,1.0,2.0,124.0,10.0,113.0,1.0,0.0
,Marshall,9.0,0.0,3.0,0.0,6.0,29.0,7.0,19.0,3.0,1.0
,McPherson,1.0,0.0,1.0,0.0,0.0,31.0,25.0,5.0,1.0,0.0
,Moody,2.0,0.0,1.0,0.0,1.0,9.0,2.0,4.0,3.0,0.0
,Perkins,5.0,0.0,4.0,0.0,1.0,16.0,4.0,12.0,0.0,0.0
,Roberts,3.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,2.0,0.0
,Sanborn,1.0,0.0,1.0,0.0,0.0,12.0,7.0,5.0,0.0,1.0
,Spink,5.0,0.0,0.0,0.0,5.0,47.0,15.0,30.0,2.0,0.0
,Tripp,1.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
,Walworth,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
,Yankton,11.0,0.0,6.0,0.0,5.0,41.0,12.0,19.0,10.0,0.0
TENNESSEE - Metropolitan Counties,Anderson,109.0,1.0,6.0,5.0,97.0,607.0,223.0,320.0,64.0,3.0
,Blount,402.0,2.0,32.0,16.0,352.0,1167.0,312.0,740.0,115.0,5.0
,Bradley,217.0,1.0,14.0,5.0,197.0,954.0,247.0,552.0,155.0,1.0
,Campbell,61.0,1.0,15.0,5.0,40.0,584.0,203.0,312.0,69.0,0.0
,Cannon,29.0,2.0,0.0,2.0,25.0,77.0,36.0,24.0,17.0,2.0
,Carter,73.0,1.0,4.0,2.0,66.0,612.0,140.0,420.0,52.0,1.0
,Cheatham,110.0,2.0,5.0,7.0,96.0,556.0,147.0,339.0,70.0,7.0
,Chester,23.0,0.0,1.0,1.0,21.0,56.0,21.0,30.0,5.0,1.0
,Crockett,36.0,0.0,0.0,2.0,34.0,100.0,30.0,61.0,9.0,1.0
,Dickson,111.0,1.0,19.0,4.0,87.0,455.0,144.0,255.0,56.0,1.0
,Grainger,42.0,1.0,7.0,1.0,33.0,209.0,53.0,130.0,26.0,0.0
,Hamblen,111.0,1.0,9.0,6.0,95.0,485.0,143.0,282.0,60.0,14.0
,Hamilton,282.0,0.0,31.0,13.0,238.0,1606.0,379.0,1033.0,194.0,4.0
,Hartsville/Trousdale,50.0,0.0,2.0,2.0,46.0,169.0,26.0,133.0,10.0,0.0
,Hawkins,74.0,1.0,11.0,7.0,55.0,594.0,187.0,341.0,66.0,7.0
,Hickman,112.0,1.0,8.0,2.0,101.0,416.0,112.0,235.0,69.0,3.0
,Jefferson,100.0,0.0,9.0,7.0,84.0,602.0,179.0,358.0,65.0,3.0
,Knox,722.0,6.0,49.0,63.0,604.0,4010.0,828.0,2680.0,502.0,16.0
,Loudon,76.0,3.0,0.0,3.0,70.0,396.0,101.0,258.0,37.0,2.0
,Macon,51.0,2.0,1.0,0.0,48.0,162.0,57.0,86.0,19.0,1.0
,Madison,125.0,0.0,8.0,8.0,109.0,426.0,142.0,244.0,40.0,0.0
,Marion,66.0,0.0,3.0,2.0,61.0,256.0,85.0,131.0,40.0,1.0
,Maury,171.0,1.0,16.0,4.0,150.0,458.0,83.0,310.0,65.0,0.0
,Montgomery,81.0,0.0,8.0,4.0,69.0,801.0,216.0,515.0,70.0,1.0
,Morgan,54.0,0.0,1.0,1.0,52.0,307.0,99.0,155.0,53.0,0.0
,Polk,32.0,2.0,0.0,4.0,26.0,373.0,80.0,213.0,80.0,2.0
,Roane,78.0,1.0,6.0,0.0,71.0,372.0,124.0,202.0,46.0,0.0
,Robertson,55.0,2.0,6.0,1.0,46.0,271.0,100.0,150.0,21.0,0.0
,Rutherford,263.0,2.0,18.0,15.0,228.0,771.0,193.0,495.0,83.0,6.0
,Sequatchie,24.0,1.0,3.0,0.0,20.0,126.0,32.0,64.0,30.0,2.0
,Shelby,579.0,4.0,36.0,75.0,464.0,2675.0,590.0,1855.0,230.0,20.0
,Smith,26.0,0.0,3.0,3.0,20.0,196.0,79.0,100.0,17.0,0.0
,Sullivan,315.0,3.0,42.0,6.0,264.0,1185.0,266.0,764.0,155.0,15.0
,Sumner,127.0,1.0,20.0,8.0,98.0,470.0,123.0,300.0,47.0,4.0
,Tipton,140.0,2.0,22.0,4.0,112.0,580.0,154.0,357.0,69.0,4.0
,Unicoi,50.0,3.0,2.0,2.0,43.0,218.0,47.0,155.0,16.0,1.0
,Union,46.0,3.0,2.0,2.0,39.0,236.0,74.0,137.0,25.0,1.0
,Washington,184.0,2.0,14.0,9.0,159.0,907.0,204.0,631.0,72.0,8.0
,Williamson,75.0,1.0,5.0,3.0,66.0,367.0,98.0,242.0,27.0,3.0
,Wilson,94.0,1.0,0.0,5.0,88.0,791.0,236.0,457.0,98.0,4.0
TENNESSEE - Nonmetropolitan Counties,Bedford,81.0,0.0,14.0,1.0,66.0,230.0,57.0,148.0,25.0,3.0
,Benton,24.0,1.0,2.0,1.0,20.0,162.0,55.0,84.0,23.0,1.0
,Bledsoe,1.0,0.0,0.0,0.0,1.0,50.0,11.0,24.0,15.0,0.0
,Carroll,47.0,0.0,2.0,1.0,44.0,161.0,87.0,58.0,16.0,0.0
,Claiborne,71.0,2.0,2.0,5.0,62.0,391.0,161.0,183.0,47.0,5.0
,Clay,19.0,0.0,2.0,0.0,17.0,50.0,4.0,37.0,9.0,0.0
,Cocke,146.0,0.0,6.0,8.0,132.0,565.0,219.0,268.0,78.0,8.0
,Coffee,77.0,0.0,6.0,2.0,69.0,371.0,131.0,210.0,30.0,1.0
,Cumberland,26.0,0.0,1.0,0.0,25.0,719.0,213.0,413.0,93.0,2.0
,Decatur,15.0,0.0,4.0,0.0,11.0,120.0,48.0,58.0,14.0,1.0
,Dyer,41.0,0.0,5.0,4.0,32.0,290.0,59.0,209.0,22.0,0.0
,Fentress,24.0,1.0,9.0,0.0,14.0,164.0,37.0,112.0,15.0,2.0
,Franklin,97.0,0.0,6.0,1.0,90.0,245.0,40.0,173.0,32.0,2.0
,Gibson,75.0,0.0,10.0,11.0,54.0,224.0,60.0,136.0,28.0,1.0
,Giles,54.0,1.0,6.0,2.0,45.0,241.0,71.0,149.0,21.0,0.0
,Greene,174.0,1.0,13.0,12.0,148.0,980.0,321.0,511.0,148.0,7.0
,Grundy,95.0,2.0,5.0,2.0,86.0,176.0,57.0,82.0,37.0,3.0
,Hancock,5.0,0.0,0.0,0.0,5.0,61.0,3.0,51.0,7.0,0.0
,Hardeman,72.0,0.0,3.0,1.0,68.0,177.0,71.0,81.0,25.0,5.0
,Hardin,57.0,0.0,7.0,6.0,44.0,369.0,138.0,178.0,53.0,6.0
,Haywood,24.0,2.0,3.0,2.0,17.0,125.0,38.0,66.0,21.0,1.0
,Henderson,76.0,2.0,7.0,2.0,65.0,297.0,98.0,164.0,35.0,3.0
,Henry,53.0,0.0,2.0,1.0,50.0,405.0,160.0,201.0,44.0,0.0
,Houston,12.0,0.0,0.0,0.0,12.0,42.0,12.0,26.0,4.0,1.0
,Humphreys,35.0,0.0,4.0,2.0,29.0,205.0,91.0,98.0,16.0,1.0
,Jackson,23.0,0.0,5.0,0.0,18.0,98.0,28.0,63.0,7.0,0.0
,Johnson,40.0,0.0,0.0,1.0,39.0,210.0,64.0,126.0,20.0,2.0
,Lake,4.0,0.0,1.0,1.0,2.0,23.0,1.0,20.0,2.0,0.0
,Lauderdale,61.0,1.0,4.0,3.0,53.0,264.0,107.0,131.0,26.0,5.0
,Lewis,30.0,1.0,1.0,1.0,27.0,151.0,32.0,90.0,29.0,2.0
,Lincoln,139.0,0.0,2.0,7.0,130.0,348.0,103.0,201.0,44.0,6.0
,Marshall,26.0,0.0,0.0,0.0,26.0,99.0,24.0,59.0,16.0,0.0
,McMinn,95.0,0.0,1.0,3.0,91.0,650.0,182.0,342.0,126.0,0.0
,McNairy,100.0,1.0,10.0,3.0,86.0,338.0,99.0,186.0,53.0,4.0
,Meigs,49.0,0.0,6.0,0.0,43.0,295.0,97.0,160.0,38.0,2.0
,Monroe,174.0,1.0,10.0,7.0,156.0,986.0,282.0,559.0,145.0,1.0
,Moore,13.0,0.0,0.0,0.0,13.0,80.0,8.0,58.0,14.0,0.0
,Obion,19.0,0.0,0.0,0.0,19.0,149.0,43.0,96.0,10.0,1.0
,Overton,8.0,0.0,0.0,0.0,8.0,155.0,28.0,113.0,14.0,0.0
,Perry,10.0,0.0,1.0,0.0,9.0,74.0,15.0,53.0,6.0,1.0
,Pickett,9.0,1.0,0.0,0.0,8.0,64.0,17.0,38.0,9.0,0.0
,Putnam,98.0,1.0,15.0,4.0,78.0,664.0,143.0,420.0,101.0,3.0
,Rhea,63.0,1.0,11.0,5.0,46.0,306.0,88.0,178.0,40.0,0.0
,Scott,32.0,0.0,0.0,0.0,32.0,151.0,67.0,63.0,21.0,0.0
,Sevier,194.0,0.0,14.0,8.0,172.0,1017.0,278.0,570.0,169.0,2.0
,Stewart,28.0,0.0,3.0,0.0,25.0,120.0,47.0,57.0,16.0,1.0
,Van Buren,7.0,0.0,1.0,0.0,6.0,69.0,7.0,56.0,6.0,1.0
,Warren,65.0,1.0,8.0,3.0,53.0,327.0,96.0,181.0,50.0,3.0
,Wayne,22.0,0.0,0.0,1.0,21.0,92.0,27.0,52.0,13.0,4.0
,Weakley,30.0,0.0,1.0,0.0,29.0,146.0,64.0,69.0,13.0,0.0
,White,60.0,0.0,3.0,1.0,56.0,312.0,32.0,245.0,35.0,0.0
TEXAS - Metropolitan Counties,Aransas,68.0,1.0,13.0,2.0,52.0,306.0,105.0,189.0,12.0,0.0
,Armstrong,5.0,0.0,0.0,1.0,4.0,24.0,9.0,10.0,5.0,0.0
,Atascosa,77.0,0.0,1.0,6.0,70.0,441.0,150.0,235.0,56.0,0.0
,Austin,13.0,0.0,3.0,1.0,9.0,138.0,45.0,64.0,29.0,1.0
,Bandera,31.0,0.0,16.0,1.0,14.0,279.0,117.0,136.0,26.0,0.0
,Bastrop,178.0,2.0,33.0,22.0,121.0,726.0,235.0,421.0,70.0,8.0
,Bell,70.0,0.0,35.0,2.0,33.0,777.0,243.0,472.0,62.0,28.0
,Bexar,620.0,11.0,153.0,121.0,335.0,5985.0,1254.0,4211.0,520.0,48.0
,Bowie,121.0,2.0,31.0,7.0,81.0,438.0,142.0,246.0,50.0,12.0
,Brazoria,167.0,4.0,15.0,27.0,121.0,1096.0,303.0,684.0,109.0,5.0
,Brazos,38.0,1.0,9.0,1.0,27.0,308.0,73.0,220.0,15.0,0.0
,Burleson,22.0,0.0,1.0,5.0,16.0,141.0,44.0,88.0,9.0,0.0
,Caldwell,26.0,0.0,0.0,4.0,22.0,183.0,55.0,108.0,20.0,2.0
,Callahan,9.0,0.0,0.0,1.0,8.0,42.0,12.0,23.0,7.0,0.0
,Cameron,181.0,3.0,53.0,12.0,113.0,946.0,307.0,589.0,50.0,7.0
,Carson,9.0,0.0,1.0,0.0,8.0,25.0,8.0,16.0,1.0,0.0
,Chambers,93.0,0.0,19.0,16.0,58.0,567.0,130.0,437.0,0.0,5.0
,Clay,16.0,0.0,5.0,2.0,9.0,137.0,43.0,75.0,19.0,8.0
,Collin,89.0,1.0,24.0,2.0,62.0,375.0,109.0,242.0,24.0,1.0
,Comal,178.0,4.0,47.0,7.0,120.0,668.0,199.0,420.0,49.0,0.0
,Coryell,21.0,1.0,1.0,0.0,19.0,104.0,22.0,81.0,1.0,0.0
,Crosby,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Dallas,43.0,1.0,15.0,1.0,26.0,288.0,61.0,188.0,39.0,0.0
,Denton,72.0,0.0,26.0,3.0,43.0,551.0,142.0,351.0,58.0,2.0
,Ector,91.0,5.0,8.0,22.0,56.0,1505.0,289.0,1022.0,194.0,2.0
,Ellis,182.0,4.0,23.0,5.0,150.0,485.0,155.0,293.0,37.0,0.0
,El Paso,281.0,2.0,46.0,17.0,216.0,723.0,192.0,477.0,54.0,8.0
,Fort Bend,819.0,9.0,105.0,146.0,559.0,4018.0,723.0,3049.0,246.0,32.0
,Galveston,133.0,2.0,19.0,16.0,96.0,901.0,281.0,536.0,84.0,18.0
,Goliad,16.0,1.0,2.0,0.0,13.0,92.0,28.0,60.0,4.0,0.0
,Grayson,76.0,0.0,25.0,2.0,49.0,504.0,177.0,248.0,79.0,3.0
,Gregg,88.0,0.0,13.0,9.0,66.0,470.0,135.0,266.0,69.0,1.0
,Guadalupe,67.0,4.0,34.0,3.0,26.0,502.0,133.0,320.0,49.0,13.0
,Hardin,52.0,0.0,2.0,3.0,47.0,305.0,105.0,156.0,44.0,4.0
,Harris,8994.0,92.0,533.0,2906.0,5463.0,42894.0,8057.0,29396.0,5441.0,272.0
,Hays,145.0,2.0,37.0,13.0,93.0,770.0,192.0,503.0,75.0,0.0
,Hidalgo,616.0,22.0,139.0,103.0,352.0,3820.0,1173.0,2423.0,224.0,27.0
,Hood6,104.0,0.0,19.0,2.0,83.0,393.0,117.0,238.0,38.0,2.0
,Hudspeth,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
,Hunt,148.0,3.0,19.0,7.0,119.0,592.0,226.0,279.0,87.0,0.0
,Irion,1.0,0.0,0.0,0.0,1.0,24.0,11.0,9.0,4.0,0.0
,Jefferson,39.0,0.0,2.0,6.0,31.0,419.0,125.0,248.0,46.0,4.0
,Johnson,189.0,2.0,22.0,5.0,160.0,771.0,248.0,424.0,99.0,8.0
,Jones,5.0,1.0,3.0,1.0,0.0,68.0,17.0,43.0,8.0,0.0
,Kaufman,116.0,2.0,28.0,7.0,79.0,668.0,203.0,372.0,93.0,1.0
,Kendall5,18.0,0.0,6.0,1.0,11.0,,,91.0,26.0,0.0
,Lampasas,13.0,0.0,0.0,0.0,13.0,94.0,51.0,40.0,3.0,0.0
,Lubbock,32.0,1.0,7.0,0.0,24.0,522.0,148.0,328.0,46.0,1.0
,Medina,52.0,2.0,18.0,1.0,31.0,364.0,121.0,206.0,37.0,2.0
,Midland,54.0,0.0,0.0,5.0,49.0,552.0,96.0,365.0,91.0,2.0
,Montgomery3,534.0,17.0,72.0,88.0,357.0,,,3014.0,,29.0
,Newton,10.0,0.0,0.0,0.0,10.0,79.0,34.0,35.0,10.0,0.0
,Nueces,49.0,1.0,11.0,6.0,31.0,168.0,55.0,110.0,3.0,0.0
,Oldham,2.0,0.0,0.0,0.0,2.0,23.0,7.0,14.0,2.0,0.0
,Orange,90.0,0.0,7.0,9.0,74.0,460.0,149.0,232.0,79.0,0.0
,Potter,39.0,0.0,4.0,1.0,34.0,196.0,49.0,125.0,22.0,0.0
,Randall,71.0,1.0,27.0,4.0,39.0,277.0,67.0,158.0,52.0,2.0
,Robertson6,13.0,0.0,1.0,0.0,12.0,85.0,31.0,48.0,6.0,1.0
,Rockwall,22.0,0.0,8.0,1.0,13.0,83.0,21.0,50.0,12.0,1.0
,Rusk,98.0,1.0,11.0,2.0,84.0,476.0,197.0,237.0,42.0,0.0
,San Patricio,45.0,0.0,0.0,4.0,41.0,305.0,100.0,173.0,32.0,0.0
,Smith,252.0,3.0,29.0,23.0,197.0,1829.0,609.0,996.0,224.0,3.0
,Somervell,7.0,0.0,0.0,0.0,7.0,74.0,23.0,50.0,1.0,1.0
,Tarrant,98.0,4.0,30.0,13.0,51.0,897.0,300.0,531.0,66.0,6.0
,Taylor,34.0,1.0,4.0,1.0,28.0,138.0,75.0,55.0,8.0,0.0
,Tom Green,19.0,1.0,17.0,1.0,0.0,354.0,162.0,166.0,26.0,3.0
,Travis,692.0,12.0,115.0,61.0,504.0,3316.0,792.0,2294.0,230.0,27.0
,Upshur,101.0,3.0,3.0,3.0,92.0,320.0,167.0,124.0,29.0,0.0
,Victoria,106.0,1.0,35.0,8.0,62.0,598.0,267.0,286.0,45.0,0.0
,Waller,33.0,1.0,17.0,4.0,11.0,295.0,93.0,174.0,28.0,1.0
