street,city_state_zip,full_address,mapquest_locations,longitude,latitude,Column
10675 Hwy 5, Brent AL 35034,"10675 Hwy 5,  Brent AL 35034",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=10675+Hwy+5%2C++Brent+AL+35034,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=10675+Hwy+5%2C++Brent+AL+35034,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=10675+Hwy+5%2C++Brent+AL+35034,
2041 Douglas Avenue, Brewton AL 36426,"2041 Douglas Avenue,  Brewton AL 36426",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2041+Douglas+Avenue%2C++Brewton+AL+36426,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2041+Douglas+Avenue%2C++Brewton+AL+36426,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2041+Douglas+Avenue%2C++Brewton+AL+36426,
5100 Hwy 31, Calera AL 35040,"5100 Hwy 31,  Calera AL 35040",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5100+Hwy+31%2C++Calera+AL+35040,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5100+Hwy+31%2C++Calera+AL+35040,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5100+Hwy+31%2C++Calera+AL+35040,
1916 Center Point Rd, Center Point AL 35215,"1916 Center Point Rd,  Center Point AL 35215",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1916+Center+Point+Rd%2C++Center+Point+AL+35215,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1916+Center+Point+Rd%2C++Center+Point+AL+35215,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1916+Center+Point+Rd%2C++Center+Point+AL+35215,
1950 W Main St, Centre AL 35960,"1950 W Main St,  Centre AL 35960",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1950+W+Main+St%2C++Centre+AL+35960,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1950+W+Main+St%2C++Centre+AL+35960,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1950+W+Main+St%2C++Centre+AL+35960,
16077 Highway 280, Chelsea AL 35043,"16077 Highway 280,  Chelsea AL 35043",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=16077+Highway+280%2C++Chelsea+AL+35043,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=16077+Highway+280%2C++Chelsea+AL+35043,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=16077+Highway+280%2C++Chelsea+AL+35043,
1415 7Th Street South, Clanton AL 35045,"1415 7Th Street South,  Clanton AL 35045",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1415+7Th+Street+South%2C++Clanton+AL+35045,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1415+7Th+Street+South%2C++Clanton+AL+35045,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1415+7Th+Street+South%2C++Clanton+AL+35045,
626 Olive Street Sw, Cullman AL 35055,"626 Olive Street Sw,  Cullman AL 35055",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=626+Olive+Street+Sw%2C++Cullman+AL+35055,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=626+Olive+Street+Sw%2C++Cullman+AL+35055,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=626+Olive+Street+Sw%2C++Cullman+AL+35055,
27520 Hwy 98, Daphne AL 36526,"27520 Hwy 98,  Daphne AL 36526",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=27520+Hwy+98%2C++Daphne+AL+36526,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=27520+Hwy+98%2C++Daphne+AL+36526,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=27520+Hwy+98%2C++Daphne+AL+36526,
2800 Spring Avn SW, Decatur AL 35603,"2800 Spring Avn SW,  Decatur AL 35603",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2800+Spring+Avn+SW%2C++Decatur+AL+35603,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2800+Spring+Avn+SW%2C++Decatur+AL+35603,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2800+Spring+Avn+SW%2C++Decatur+AL+35603,
969 Us Hwy 80 West, Demopolis AL 36732,"969 Us Hwy 80 West,  Demopolis AL 36732",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=969+Us+Hwy+80+West%2C++Demopolis+AL+36732,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=969+Us+Hwy+80+West%2C++Demopolis+AL+36732,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=969+Us+Hwy+80+West%2C++Demopolis+AL+36732,
3300 South Oates Street, Dothan AL 36301,"3300 South Oates Street,  Dothan AL 36301",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3300+South+Oates+Street%2C++Dothan+AL+36301,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3300+South+Oates+Street%2C++Dothan+AL+36301,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3300+South+Oates+Street%2C++Dothan+AL+36301,
4310 Montgomery Hwy, Dothan AL 36303,"4310 Montgomery Hwy,  Dothan AL 36303",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4310+Montgomery+Hwy%2C++Dothan+AL+36303,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4310+Montgomery+Hwy%2C++Dothan+AL+36303,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4310+Montgomery+Hwy%2C++Dothan+AL+36303,
600 Boll Weevil Circle, Enterprise AL 36330,"600 Boll Weevil Circle,  Enterprise AL 36330",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=600+Boll+Weevil+Circle%2C++Enterprise+AL+36330,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=600+Boll+Weevil+Circle%2C++Enterprise+AL+36330,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=600+Boll+Weevil+Circle%2C++Enterprise+AL+36330,
3176 South Eufaula Avenue, Eufaula AL 36027,"3176 South Eufaula Avenue,  Eufaula AL 36027",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3176+South+Eufaula+Avenue%2C++Eufaula+AL+36027,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3176+South+Eufaula+Avenue%2C++Eufaula+AL+36027,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3176+South+Eufaula+Avenue%2C++Eufaula+AL+36027,
7100 Aaron Aronov Drive, Fairfield AL 35064,"7100 Aaron Aronov Drive,  Fairfield AL 35064",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=7100+Aaron+Aronov+Drive%2C++Fairfield+AL+35064,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=7100+Aaron+Aronov+Drive%2C++Fairfield+AL+35064,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=7100+Aaron+Aronov+Drive%2C++Fairfield+AL+35064,
10040 County Road 48, Fairhope AL 36533,"10040 County Road 48,  Fairhope AL 36533",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=10040+County+Road+48%2C++Fairhope+AL+36533,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=10040+County+Road+48%2C++Fairhope+AL+36533,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=10040+County+Road+48%2C++Fairhope+AL+36533,
3186 Hwy 171 North, Fayette AL 35555,"3186 Hwy 171 North,  Fayette AL 35555",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3186+Hwy+171+North%2C++Fayette+AL+35555,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3186+Hwy+171+North%2C++Fayette+AL+35555,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3186+Hwy+171+North%2C++Fayette+AL+35555,
3100 Hough Rd, Florence AL 35630,"3100 Hough Rd,  Florence AL 35630",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3100+Hough+Rd%2C++Florence+AL+35630,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3100+Hough+Rd%2C++Florence+AL+35630,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3100+Hough+Rd%2C++Florence+AL+35630,
2200 South Mckenzie St, Foley AL 36535,"2200 South Mckenzie St,  Foley AL 36535",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2200+South+Mckenzie+St%2C++Foley+AL+36535,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2200+South+Mckenzie+St%2C++Foley+AL+36535,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2200+South+Mckenzie+St%2C++Foley+AL+36535,
2001 Glenn Bldv Sw, Fort Payne AL 35968,"2001 Glenn Bldv Sw,  Fort Payne AL 35968",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2001+Glenn+Bldv+Sw%2C++Fort+Payne+AL+35968,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2001+Glenn+Bldv+Sw%2C++Fort+Payne+AL+35968,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2001+Glenn+Bldv+Sw%2C++Fort+Payne+AL+35968,
340 East Meighan Blvd, Gadsden AL 35903,"340 East Meighan Blvd,  Gadsden AL 35903",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=340+East+Meighan+Blvd%2C++Gadsden+AL+35903,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=340+East+Meighan+Blvd%2C++Gadsden+AL+35903,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=340+East+Meighan+Blvd%2C++Gadsden+AL+35903,
890 Odum Road, Gardendale AL 35071,"890 Odum Road,  Gardendale AL 35071",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=890+Odum+Road%2C++Gardendale+AL+35071,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=890+Odum+Road%2C++Gardendale+AL+35071,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=890+Odum+Road%2C++Gardendale+AL+35071,
1608 W Magnolia Ave, Geneva AL 36340,"1608 W Magnolia Ave,  Geneva AL 36340",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1608+W+Magnolia+Ave%2C++Geneva+AL+36340,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1608+W+Magnolia+Ave%2C++Geneva+AL+36340,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1608+W+Magnolia+Ave%2C++Geneva+AL+36340,
501 Willow Lane, Greenville AL 36037,"501 Willow Lane,  Greenville AL 36037",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=501+Willow+Lane%2C++Greenville+AL+36037,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=501+Willow+Lane%2C++Greenville+AL+36037,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=501+Willow+Lane%2C++Greenville+AL+36037,
170 Fort Morgan Road, Gulf Shores AL 36542,"170 Fort Morgan Road,  Gulf Shores AL 36542",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=170+Fort+Morgan+Road%2C++Gulf+Shores+AL+36542,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=170+Fort+Morgan+Road%2C++Gulf+Shores+AL+36542,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=170+Fort+Morgan+Road%2C++Gulf+Shores+AL+36542,
11697 US Hwy 431, Guntersville AL 35976,"11697 US Hwy 431,  Guntersville AL 35976",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=11697+US+Hwy+431%2C++Guntersville+AL+35976,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=11697+US+Hwy+431%2C++Guntersville+AL+35976,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=11697+US+Hwy+431%2C++Guntersville+AL+35976,
