Latitude(deg),Longitude(deg),Depth(m),Pore,Pressure(MPa),Uncertainty(+/-,MPa),,,,
54.22,-115.74,2540,34.45,8.14,,,,,,
54.22,-115.72,2562,35.06,8.14,,,,,,
54.22,-115.70,2553,34.76,8.14,,,,,,
54.22,-115.68,2518,33.73,8.14,,,,,,
54.22,-115.66,2485,32.77,8.14,,,,,,
54.22,-115.64,2466,32.21,8.14,,,,,,
54.22,-115.62,2444,31.57,8.14,,,,,,
54.22,-115.60,2430,31.17,8.14,,,,,,
54.22,-115.58,2409,30.55,8.14,,,,,,
54.22,-115.56,2375,29.57,8.14,,,,,,
54.22,-115.54,2362,29.19,8.14,,,,,,
54.22,-115.52,2342,28.61,8.14,,,,,,
54.22,-115.50,2332,28.31,8.14,,,,,,
54.24,-118.50,4621,94.91,8.14,,,,,,
54.24,-118.48,4638,95.41,8.14,,,,,,
54.24,-118.46,4687,96.85,8.14,,,,,,
54.24,-118.44,4721,97.83,8.14,,,,,,
54.24,-118.42,4805,100.27,8.14,,,,,,
54.24,-118.40,4858,101.81,8.14,,,,,,
54.24,-118.38,4872,102.24,8.14,,,,,,
54.24,-118.36,4781,99.59,8.14,,,,,,
54.24,-118.34,4731,98.12,8.14,,,,,,
54.24,-118.32,4624,95.01,8.14,,,,,,
54.24,-118.30,4575,93.55,8.14,,,,,,
54.24,-118.28,4644,95.36,8.14,,,,,,
54.24,-118.26,4677,96.13,8.14,,,,,,
54.24,-118.24,4712,96.99,8.13,,,,,,
54.24,-118.22,4694,96.30,8.13,,,,,,
54.24,-118.20,4671,95.49,8.12,,,,,,
54.24,-118.18,4644,94.52,8.11,,,,,,
54.24,-118.16,4613,93.41,8.10,,,,,,
54.24,-118.14,4574,92.07,8.08,,,,,,
54.24,-118.12,4518,90.20,8.05,,,,,,
54.24,-118.10,4516,89.88,8.03,,,,,,
54.24,-118.08,4528,89.99,7.99,,,,,,
54.24,-118.06,4509,89.25,7.96,,,,,,
54.24,-118.04,4480,88.18,7.91,,,,,,
54.24,-118.02,4444,86.98,7.87,,,,,,
54.24,-118.00,4413,85.90,7.81,,,,,,
54.24,-117.98,4354,84.06,7.75,,,,,,
54.24,-117.96,4292,82.16,7.69,,,,,,
54.24,-117.94,4256,80.99,7.62,,,,,,
54.24,-117.92,4278,81.46,7.54,,,,,,
54.24,-117.90,4285,81.51,7.45,,,,,,
54.24,-117.88,4313,82.16,7.36,,,,,,
54.24,-117.86,4282,81.19,7.25,,,,,,
54.24,-117.84,4265,80.58,7.14,,,,,,
54.24,-117.82,4249,80.00,7.02,,,,,,
54.24,-117.80,4204,78.64,6.89,,,,,,
54.24,-117.78,4175,77.68,6.76,,,,,,
54.24,-117.76,4177,77.52,6.61,,,,,,
54.24,-117.74,4154,76.64,6.46,,,,,,
54.24,-117.72,4147,76.17,6.30,,,,,,
54.24,-117.70,4114,74.98,6.14,,,,,,
54.24,-117.68,4094,74.14,5.98,,,,,,
54.24,-117.66,4063,73.02,5.83,,,,,,
54.24,-117.64,4043,72.26,5.69,,,,,,
54.24,-117.62,4012,71.39,5.57,,,,,,
54.24,-117.60,3982,70.70,5.48,,,,,,
54.24,-117.58,3966,70.50,5.42,,,,,,
54.24,-117.56,3945,70.35,5.40,,,,,,
54.24,-117.54,3927,70.39,5.40,,,,,,
54.24,-117.52,3906,70.44,5.42,,,,,,
54.24,-117.50,3884,70.52,5.46,,,,,,
54.24,-117.48,3863,70.58,5.50,,,,,,
54.24,-117.46,3833,70.10,5.53,,,,,,
54.24,-117.44,3812,69.80,5.56,,,,,,
54.24,-117.42,3788,69.36,5.57,,,,,,
54.24,-117.40,3769,69.02,5.58,,,,,,
54.24,-117.38,3749,68.68,5.58,,,,,,
54.24,-117.36,3726,68.18,5.56,,,,,,
54.24,-117.34,3705,67.73,5.54,,,,,,
54.24,-117.32,3681,67.33,5.50,,,,,,
54.24,-117.30,3660,67.10,5.44,,,,,,
54.24,-117.28,3629,66.46,5.37,,,,,,
54.24,-117.26,3598,65.70,5.28,,,,,,
54.24,-117.24,3572,65.00,5.18,,,,,,
54.24,-117.22,3548,64.37,5.06,,,,,,
54.24,-117.20,3534,63.97,4.94,,,,,,
54.24,-117.18,3510,63.27,4.82,,,,,,
54.24,-117.16,3483,62.45,4.70,,,,,,
54.24,-117.14,3469,62.08,4.59,,,,,,
54.24,-117.12,3454,61.69,4.48,,,,,,
54.24,-117.10,3431,61.07,4.36,,,,,,
54.24,-117.08,3420,60.82,4.23,,,,,,
54.24,-117.06,3396,60.25,4.07,,,,,,
54.24,-117.04,3382,59.99,3.88,,,,,,
54.24,-117.02,3374,59.90,3.63,,,,,,
54.24,-117.00,3351,59.42,3.31,,,,,,
54.24,-116.98,3316,58.58,2.88,,,,,,
54.24,-116.96,3297,58.10,2.21,,,,,,
54.24,-116.94,3269,57.06,0.84,,,,,,
54.24,-116.92,3249,56.34,1.87,,,,,,
54.24,-116.90,3270,56.41,2.03,,,,,,
54.24,-116.88,3295,56.24,1.32,,,,,,
54.24,-116.86,3311,55.75,1.64,,,,,,
54.24,-116.84,3289,54.02,1.68,,,,,,
54.24,-116.82,3278,52.97,1.59,,,,,,
54.24,-116.80,3232,51.59,2.52,,,,,,
54.24,-116.78,3224,51.37,3.10,,,,,,
54.24,-116.76,3198,50.58,3.47,,,,,,
54.24,-116.74,3157,49.36,3.68,,,,,,
54.24,-116.72,3128,48.47,3.77,,,,,,
54.24,-116.70,3092,47.38,3.76,,,,,,
54.24,-116.68,3077,46.96,3.66,,,,,,
54.24,-116.66,3074,46.87,3.47,,,,,,
54.24,-116.64,3077,46.81,3.21,,,,,,
54.24,-116.62,3048,45.40,2.90,,,,,,
54.24,-116.60,3021,43.04,2.67,,,,,,
54.24,-116.58,3021,40.32,2.60,,,,,,
54.24,-116.56,3028,38.37,2.70,,,,,,
54.24,-116.54,3036,38.06,3.00,,,,,,
54.24,-116.52,3025,38.08,3.37,,,,,,
54.24,-116.50,2974,37.11,3.72,,,,,,
54.24,-116.48,2919,35.99,4.05,,,,,,
54.24,-116.46,2869,34.96,4.36,,,,,,
54.24,-116.44,2864,35.16,4.66,,,,,,
54.24,-116.42,2835,34.62,4.93,,,,,,
54.24,-116.40,2812,34.26,5.18,,,,,,
54.24,-116.38,2839,35.29,5.42,,,,,,
54.24,-116.36,2809,34.69,5.64,,,,,,
54.24,-116.34,2799,34.70,5.84,,,,,,
54.24,-116.32,2788,34.68,6.03,,,,,,
54.24,-116.30,2776,34.65,6.20,,,,,,
54.24,-116.28,2766,34.70,6.37,,,,,,
54.24,-116.26,2720,33.72,6.53,,,,,,
54.24,-116.24,2739,34.66,6.68,,,,,,
54.24,-116.22,2737,35.01,6.82,,,,,,
54.24,-116.20,2724,35.04,6.95,,,,,,
54.24,-116.18,2725,35.58,7.07,,,,,,
54.24,-116.16,2714,35.76,7.19,,,,,,
54.24,-116.14,2710,36.13,7.30,,,,,,
54.24,-116.12,2679,35.69,7.40,,,,,,
54.24,-116.10,2676,36.05,7.50,,,,,,
54.24,-116.08,2677,36.50,7.58,,,,,,
54.24,-116.06,2685,37.06,7.66,,,,,,
54.24,-116.04,2663,36.71,7.73,,,,,,
54.24,-116.02,2649,36.54,7.79,,,,,,
54.24,-116.00,2645,36.66,7.85,,,,,,
54.24,-115.98,2662,37.45,7.90,,,,,,
54.24,-115.96,2666,37.84,7.94,,,,,,
54.24,-115.94,2660,37.94,7.98,,,,,,
54.24,-115.92,2647,37.82,8.01,,,,,,
54.24,-115.90,2633,37.63,8.04,,,,,,
54.24,-115.88,2633,37.80,8.07,,,,,,
54.24,-115.86,2616,37.41,8.08,,,,,,
54.24,-115.84,2555,35.69,8.10,,,,,,
54.24,-115.82,2517,34.41,8.11,,,,,,
54.24,-115.80,2528,34.48,8.12,,,,,,
54.24,-115.78,2527,34.28,8.13,,,,,,
54.24,-115.76,2511,33.73,8.13,,,,,,
54.24,-115.74,2572,35.42,8.14,,,,,,
54.24,-115.72,2588,35.84,8.14,,,,,,
54.24,-115.70,2548,34.64,8.14,,,,,,
54.24,-115.68,2511,33.52,8.14,,,,,,
54.24,-115.66,2491,32.94,8.14,,,,,,
54.24,-115.64,2468,32.28,8.14,,,,,,
54.24,-115.62,2457,31.93,8.14,,,,,,
54.24,-115.60,2426,31.04,8.14,,,,,,
54.24,-115.58,2391,30.04,8.14,,,,,,
54.24,-115.56,2402,30.35,8.14,,,,,,
54.24,-115.54,2387,29.90,8.14,,,,,,
54.24,-115.52,2357,29.04,8.14,,,,,,
54.24,-115.50,2335,28.39,8.14,,,,,,
54.26,-118.50,4504,91.51,8.14,,,,,,
54.26,-118.48,4632,95.24,8.14,,,,,,
54.26,-118.46,4682,96.68,8.14,,,,,,
54.26,-118.44,4730,98.09,8.14,,,,,,
54.26,-118.42,4914,103.45,8.14,,,,,,
54.26,-118.40,4896,102.91,8.14,,,,,,
54.26,-118.38,4826,100.88,8.14,,,,,,
54.26,-118.36,4754,98.80,8.14,,,,,,
54.26,-118.34,4694,97.06,8.14,,,,,,
54.26,-118.32,4659,96.04,8.14,,,,,,
54.26,-118.30,4576,93.55,8.14,,,,,,
54.26,-118.28,4546,92.51,8.13,,,,,,
54.26,-118.26,4584,93.47,8.13,,,,,,
54.26,-118.24,4572,92.98,8.13,,,,,,
54.26,-118.22,4595,93.50,8.12,,,,,,
54.26,-118.20,4578,92.89,8.11,,,,,,
54.26,-118.18,4594,93.16,8.09,,,,,,
54.26,-118.16,4576,92.45,8.08,,,,,,
54.26,-118.14,4549,91.47,8.05,,,,,,
54.26,-118.12,4507,90.02,8.03,,,,,,
54.26,-118.10,4456,88.31,7.99,,,,,,
54.26,-118.08,4473,88.58,7.96,,,,,,
54.26,-118.06,4451,87.76,7.91,,,,,,
54.26,-118.04,4441,87.28,7.87,,,,,,
54.26,-118.02,4427,86.69,7.81,,,,,,
54.26,-118.00,4412,86.11,7.75,,,,,,
54.26,-117.98,4387,85.24,7.69,,,,,,
54.26,-117.96,4327,83.40,7.62,,,,,,
54.26,-117.94,4283,82.04,7.54,,,,,,
54.26,-117.92,4190,79.33,7.45,,,,,,
54.26,-117.90,4194,79.35,7.36,,,,,,
54.26,-117.88,4268,81.28,7.25,,,,,,
54.26,-117.86,4240,80.38,7.14,,,,,,
54.26,-117.84,4215,79.60,7.01,,,,,,
54.26,-117.82,4211,79.37,6.87,,,,,,
54.26,-117.80,4177,78.28,6.73,,,,,,
54.26,-117.78,4159,77.60,6.57,,,,,,
54.26,-117.76,4092,75.60,6.40,,,,,,
54.26,-117.74,4109,75.75,6.22,,,,,,
54.26,-117.72,4090,74.91,6.02,,,,,,
54.26,-117.70,4064,73.88,5.82,,,,,,
54.26,-117.68,4042,72.91,5.61,,,,,,
54.26,-117.66,4026,72.06,5.40,,,,,,
54.26,-117.64,4000,71.07,5.20,,,,,,
54.26,-117.62,3975,70.27,5.03,,,,,,
54.26,-117.60,3950,69.63,4.89,,,,,,
54.26,-117.58,3942,69.66,4.81,,,,,,
54.26,-117.56,3912,69.43,4.80,,,,,,
54.26,-117.54,3888,69.52,4.83,,,,,,
54.26,-117.52,3877,69.99,4.89,,,,,,
54.26,-117.50,3861,70.38,4.96,,,,,,
54.26,-117.48,3843,70.49,5.04,,,,,,
54.26,-117.46,3824,70.41,5.09,,,,,,
54.26,-117.44,3798,70.04,5.14,,,,,,
54.26,-117.42,3773,69.67,5.17,,,,,,
54.26,-117.40,3752,69.37,5.18,,,,,,
54.26,-117.38,3734,69.10,5.19,,,,,,
54.26,-117.36,3715,68.72,5.19,,,,,,
54.26,-117.34,3695,68.26,5.17,,,,,,
54.26,-117.32,3677,67.94,5.14,,,,,,
54.26,-117.30,3655,67.55,5.09,,,,,,
54.26,-117.28,3637,67.19,5.02,,,,,,
54.26,-117.26,3617,66.65,4.93,,,,,,
54.26,-117.24,3589,65.82,4.81,,,,,,
54.26,-117.22,3572,65.25,4.67,,,,,,
54.26,-117.20,3553,64.63,4.52,,,,,,
54.26,-117.18,3525,63.71,4.38,,,,,,
54.26,-117.16,3501,62.94,4.27,,,,,,
54.26,-117.14,3483,62.39,4.19,,,,,,
54.26,-117.12,3472,62.06,4.15,,,,,,
54.26,-117.10,3450,61.44,4.12,,,,,,
54.26,-117.08,3429,60.90,4.08,,,,,,
54.26,-117.06,3422,60.79,4.02,,,,,,
54.26,-117.04,3405,60.40,3.91,,,,,,
54.26,-117.02,3390,60.08,3.75,,,,,,
54.26,-117.00,3353,59.12,3.53,,,,,,
54.26,-116.98,3295,57.48,3.25,,,,,,
54.26,-116.96,3263,56.50,2.95,,,,,,
54.26,-116.94,3257,56.19,2.73,,,,,,
54.26,-116.92,3242,55.50,2.72,,,,,,
54.26,-116.90,3257,55.53,2.74,,,,,,
54.26,-116.88,3281,55.69,2.71,,,,,,
54.26,-116.86,3257,54.34,2.73,,,,,,
54.26,-116.84,3229,52.88,2.79,,,,,,
54.26,-116.82,3198,51.52,2.91,,,,,,
54.26,-116.80,3172,50.50,3.14,,,,,,
54.26,-116.78,3158,49.98,3.41,,,,,,
54.26,-116.76,3164,50.11,3.61,,,,,,
54.26,-116.74,3133,49.12,3.74,,,,,,
54.26,-116.72,3107,48.23,3.79,,,,,,
54.26,-116.70,3094,47.73,3.77,,,,,,
54.26,-116.68,3101,47.76,3.70,,,,,,
54.26,-116.66,3112,47.82,3.59,,,,,,
54.26,-116.64,3091,46.75,3.47,,,,,,
54.26,-116.62,3054,44.92,3.38,,,,,,
54.26,-116.60,3020,42.86,3.33,,,,,,
54.26,-116.58,2978,40.36,3.35,,,,,,
54.26,-116.56,2986,39.49,3.45,,,,,,
54.26,-116.54,3028,40.10,3.61,,,,,,
54.26,-116.52,3004,39.25,3.82,,,,,,
54.26,-116.50,2905,36.54,4.06,,,,,,
54.26,-116.48,2901,36.70,4.29,,,,,,
54.26,-116.46,2919,37.56,4.52,,,,,,
54.26,-116.44,2915,37.75,4.75,,,,,,
54.26,-116.42,2922,38.27,4.97,,,,,,
54.26,-116.40,2916,38.37,5.18,,,,,,
54.26,-116.38,2874,37.43,5.38,,,,,,
54.26,-116.36,2850,36.96,5.57,,,,,,
54.26,-116.34,2840,36.93,5.75,,,,,,
54.26,-116.32,2853,37.58,5.92,,,,,,
54.26,-116.30,2800,36.31,6.09,,,,,,
54.26,-116.28,2784,36.14,6.25,,,,,,
54.26,-116.26,2763,35.85,6.41,,,,,,
54.26,-116.24,2762,36.16,6.55,,,,,,
54.26,-116.22,2757,36.38,6.70,,,,,,
54.26,-116.20,2756,36.77,6.83,,,,,,
54.26,-116.18,2759,37.30,6.96,,,,,,
54.26,-116.16,2733,36.99,7.08,,,,,,
54.26,-116.14,2713,36.80,7.20,,,,,,
54.26,-116.12,2699,36.82,7.31,,,,,,
54.26,-116.10,2704,37.36,7.41,,,,,,
54.26,-116.08,2713,37.99,7.50,,,,,,
54.26,-116.06,2683,37.45,7.59,,,,,,
54.26,-116.04,2668,37.29,7.66,,,,,,
54.26,-116.02,2681,37.91,7.73,,,,,,
54.26,-116.00,2698,38.57,7.80,,,,,,
54.26,-115.98,2706,39.02,7.85,,,,,,
54.26,-115.96,2710,39.36,7.90,,,,,,
54.26,-115.94,2695,39.14,7.94,,,,,,
54.26,-115.92,2669,38.62,7.98,,,,,,
54.26,-115.90,2632,37.76,8.02,,,,,,
54.26,-115.88,2600,37.00,8.04,,,,,,
54.26,-115.86,2571,36.21,8.07,,,,,,
54.26,-115.84,2530,35.05,8.08,,,,,,
54.26,-115.82,2505,34.12,8.10,,,,,,
54.26,-115.80,2527,34.51,8.11,,,,,,
54.26,-115.78,2536,34.64,8.12,,,,,,
54.26,-115.76,2549,34.90,8.13,,,,,,
54.26,-115.74,2522,34.00,8.13,,,,,,
54.26,-115.72,2519,33.88,8.14,,,,,,
54.26,-115.70,2515,33.69,8.14,,,,,,
54.26,-115.68,2545,34.53,8.14,,,,,,
54.26,-115.66,2533,34.16,8.14,,,,,,
54.26,-115.64,2508,33.43,8.14,,,,,,
54.26,-115.62,2492,32.97,8.14,,,,,,
54.26,-115.60,2451,31.76,8.14,,,,,,
54.26,-115.58,2415,30.73,8.14,,,,,,
54.26,-115.56,2383,29.78,8.14,,,,,,
54.26,-115.54,2365,29.27,8.14,,,,,,
54.26,-115.52,2352,28.88,8.14,,,,,,
54.26,-115.50,2333,28.34,8.14,,,,,,
54.28,-118.50,4496,91.29,8.14,,,,,,
54.28,-118.48,4488,91.05,8.14,,,,,,
54.28,-118.46,4623,94.98,8.14,,,,,,
54.28,-118.44,4673,96.44,8.14,,,,,,
54.28,-118.42,4765,99.12,8.14,,,,,,
54.28,-118.40,4791,99.86,8.14,,,,,,
54.28,-118.38,4784,99.68,8.14,,,,,,
54.28,-118.36,4752,98.74,8.14,,,,,,
54.28,-118.34,4692,97.03,8.14,,,,,,
54.28,-118.32,4651,95.83,8.14,,,,,,
54.28,-118.30,4598,94.16,8.13,,,,,,
54.28,-118.28,4496,91.08,8.13,,,,,,
54.28,-118.26,4453,89.71,8.12,,,,,,
54.28,-118.24,4470,90.09,8.12,,,,,,
54.28,-118.22,4502,90.92,8.10,,,,,,
54.28,-118.20,4472,89.92,8.09,,,,,,
54.28,-118.18,4500,90.59,8.07,,,,,,
54.28,-118.16,4521,91.00,8.05,,,,,,
54.28,-118.14,4487,89.82,8.02,,,,,,
54.28,-118.12,4467,89.03,7.99,,,,,,
54.28,-118.10,4437,87.95,7.95,,,,,,
54.28,-118.08,4365,85.71,7.91,,,,,,
54.28,-118.06,4366,85.55,7.86,,,,,,
54.28,-118.04,4388,86.01,7.81,,,,,,
54.28,-118.02,4372,85.41,7.75,,,,,,
54.28,-118.00,4334,84.20,7.69,,,,,,
54.28,-117.98,4301,83.12,7.62,,,,,,
54.28,-117.96,4266,82.05,7.54,,,,,,
54.28,-117.94,4208,80.33,7.45,,,,,,
54.28,-117.92,4167,79.09,7.36,,,,,,
54.28,-117.90,4129,77.98,7.25,,,,,,
54.28,-117.88,4189,79.54,7.14,,,,,,
54.28,-117.86,4204,79.86,7.02,,,,,,
54.28,-117.84,4133,77.85,6.88,,,,,,
54.28,-117.82,4106,77.07,6.73,,,,,,
54.28,-117.80,4079,76.22,6.57,,,,,,
54.28,-117.78,4105,76.69,6.39,,,,,,
54.28,-117.76,4092,76.10,6.20,,,,,,
54.28,-117.74,4030,74.23,5.98,,,,,,
54.28,-117.72,4034,73.98,5.75,,,,,,
54.28,-117.70,4040,73.74,5.50,,,,,,
54.28,-117.68,4008,72.47,5.23,,,,,,
54.28,-117.66,3979,71.21,4.94,,,,,,
54.28,-117.64,3966,70.37,4.65,,,,,,
54.28,-117.62,3947,69.51,4.38,,,,,,
54.28,-117.60,3910,68.48,4.15,,,,,,
54.28,-117.58,3880,68.02,4.03,,,,,,
54.28,-117.56,3877,68.54,4.04,,,,,,
54.28,-117.54,3849,68.76,4.14,,,,,,
54.28,-117.52,3838,69.33,4.29,,,,,,
54.28,-117.50,3830,70.04,4.43,,,,,,
54.28,-117.48,3806,70.08,4.55,,,,,,
54.28,-117.46,3788,70.22,4.63,,,,,,
54.28,-117.44,3776,70.45,4.68,,,,,,
54.28,-117.42,3755,70.27,4.71,,,,,,
54.28,-117.40,3734,70.04,4.72,,,,,,
54.28,-117.38,3720,69.88,4.74,,,,,,
54.28,-117.36,3696,69.30,4.75,,,,,,
54.28,-117.34,3672,68.60,4.75,,,,,,
54.28,-117.32,3636,67.54,4.75,,,,,,
54.28,-117.30,3622,67.24,4.72,,,,,,
54.28,-117.28,3628,67.48,4.66,,,,,,
54.28,-117.26,3587,66.21,4.56,,,,,,
54.28,-117.24,3544,64.80,4.41,,,,,,
54.28,-117.22,3565,65.24,4.22,,,,,,
54.28,-117.20,3557,64.80,4.00,,,,,,
54.28,-117.18,3517,63.42,3.78,,,,,,
54.28,-117.16,3491,62.52,3.63,,,,,,
54.28,-117.14,3480,62.08,3.59,,,,,,
54.28,-117.12,3469,61.70,3.66,,,,,,
54.28,-117.10,3448,61.10,3.76,,,,,,
54.28,-117.08,3418,60.26,3.85,,,,,,
54.28,-117.06,3396,59.71,3.89,,,,,,
54.28,-117.04,3382,59.42,3.88,,,,,,
54.28,-117.02,3370,59.21,3.82,,,,,,
54.28,-117.00,3321,57.89,3.71,,,,,,
54.28,-116.98,3263,56.31,3.58,,,,,,
54.28,-116.96,3232,55.42,3.46,,,,,,
54.28,-116.94,3223,55.06,3.37,,,,,,
54.28,-116.92,3228,55.08,3.34,,,,,,
54.28,-116.90,3230,54.87,3.35,,,,,,
54.28,-116.88,3216,54.12,3.37,,,,,,
54.28,-116.86,3195,53.11,3.41,,,,,,
54.28,-116.84,3187,52.49,3.47,,,,,,
54.28,-116.82,3158,51.31,3.55,,,,,,
54.28,-116.80,3133,50.31,3.64,,,,,,
54.28,-116.78,3141,50.39,3.73,,,,,,
54.28,-116.76,3126,49.77,3.80,,,,,,
54.28,-116.74,3119,49.39,3.81,,,,,,
54.28,-116.72,3099,48.57,3.78,,,,,,
54.28,-116.70,3109,48.60,3.69,,,,,,
54.28,-116.68,3116,48.47,3.58,,,,,,
54.28,-116.66,3108,47.82,3.49,,,,,,
54.28,-116.64,3055,45.77,3.44,,,,,,
54.28,-116.62,3031,44.44,3.45,,,,,,
54.28,-116.60,2991,42.53,3.51,,,,,,
54.28,-116.58,2957,40.82,3.62,,,,,,
54.28,-116.56,2933,39.50,3.74,,,,,,
54.28,-116.54,2902,38.18,3.89,,,,,,
54.28,-116.52,2905,38.12,4.06,,,,,,
54.28,-116.50,2909,38.26,4.23,,,,,,
54.28,-116.48,2939,39.27,4.40,,,,,,
54.28,-116.46,2945,39.68,4.58,,,,,,
54.28,-116.44,2952,40.16,4.76,,,,,,
54.28,-116.42,2967,40.86,4.93,,,,,,
54.28,-116.40,2906,39.36,5.11,,,,,,
54.28,-116.38,2880,38.82,5.28,,,,,,
54.28,-116.36,2863,38.55,5.45,,,,,,
54.28,-116.34,2841,38.09,5.61,,,,,,
54.28,-116.32,2806,37.31,5.78,,,,,,
54.28,-116.30,2807,37.55,5.94,,,,,,
54.28,-116.28,2806,37.79,6.10,,,,,,
54.28,-116.26,2820,38.46,6.25,,,,,,
54.28,-116.24,2828,38.97,6.40,,,,,,
54.28,-116.22,2801,38.52,6.55,,,,,,
54.28,-116.20,2800,38.87,6.69,,,,,,
54.28,-116.18,2770,38.41,6.83,,,,,,
54.28,-116.16,2736,37.78,6.96,,,,,,
54.28,-116.14,2734,38.06,7.08,,,,,,
54.28,-116.12,2733,38.38,7.20,,,,,,
54.28,-116.10,2728,38.55,7.31,,,,,,
54.28,-116.08,2705,38.21,7.41,,,,,,
54.28,-116.06,2709,38.62,7.50,,,,,,
54.28,-116.04,2705,38.79,7.59,,,,,,
54.28,-116.02,2735,39.87,7.66,,,,,,
54.28,-116.00,2751,40.53,7.73,,,,,,
54.28,-115.98,2740,40.32,7.80,,,,,,
54.28,-115.96,2727,40.12,7.85,,,,,,
54.28,-115.94,2693,39.29,7.90,,,,,,
54.28,-115.92,2633,37.75,7.95,,,,,,
54.28,-115.90,2601,37.00,7.99,,,,,,
54.28,-115.88,2583,36.62,8.02,,,,,,
54.28,-115.86,2553,35.81,8.05,,,,,,
54.28,-115.84,2536,35.29,8.07,,,,,,
54.28,-115.82,2535,35.03,8.09,,,,,,
54.28,-115.80,2530,34.67,8.10,,,,,,
54.28,-115.78,2531,34.57,8.11,,,,,,
54.28,-115.76,2527,34.35,8.12,,,,,,
54.28,-115.74,2521,34.05,8.13,,,,,,
54.28,-115.72,2513,33.74,8.13,,,,,,
54.28,-115.70,2507,33.49,8.14,,,,,,
54.28,-115.68,2514,33.66,8.14,,,,,,
54.28,-115.66,2502,33.28,8.14,,,,,,
54.28,-115.64,2500,33.22,8.14,,,,,,
54.28,-115.62,2504,33.32,8.14,,,,,,
54.28,-115.60,2478,32.56,8.14,,,,,,
54.28,-115.58,2432,31.22,8.14,,,,,,
54.28,-115.56,2401,30.33,8.14,,,,,,
54.28,-115.54,2380,29.71,8.14,,,,,,
54.28,-115.52,2357,29.05,8.14,,,,,,
54.28,-115.50,2341,28.56,8.14,,,,,,
54.30,-118.50,4515,91.83,8.14,,,,,,
54.30,-118.48,4463,90.32,8.14,,,,,,
54.30,-118.46,4533,92.37,8.14,,,,,,
54.30,-118.44,4527,92.19,8.14,,,,,,
54.30,-118.42,4543,92.66,8.14,,,,,,
54.30,-118.40,4577,93.66,8.14,,,,,,
54.30,-118.38,4656,95.95,8.14,,,,,,
54.30,-118.36,4727,98.05,8.14,,,,,,
54.30,-118.34,4693,97.06,8.14,,,,,,
54.30,-118.32,4626,95.13,8.13,,,,,,
54.30,-118.30,4566,93.27,8.13,,,,,,
54.30,-118.28,4513,91.63,8.12,,,,,,
54.30,-118.26,4485,90.72,8.11,,,,,,
54.30,-118.24,4473,90.32,8.10,,,,,,
54.30,-118.22,4394,87.92,8.09,,,,,,
54.30,-118.20,4389,87.65,8.07,,,,,,
54.30,-118.18,4370,86.98,8.05,,,,,,
54.30,-118.16,4388,87.32,8.02,,,,,,
54.30,-118.14,4460,89.23,7.99,,,,,,
54.30,-118.12,4440,88.44,7.95,,,,,,
54.30,-118.10,4411,87.43,7.91,,,,,,
54.30,-118.08,4371,86.10,7.86,,,,,,
54.30,-118.06,4325,84.64,7.81,,,,,,
54.30,-118.04,4300,83.78,7.75,,,,,,
54.30,-118.02,4264,82.66,7.68,,,,,,
54.30,-118.00,4258,82.38,7.61,,,,,,
54.30,-117.98,4226,81.38,7.54,,,,,,
54.30,-117.96,4201,80.60,7.45,,,,,,
54.30,-117.94,4178,79.89,7.36,,,,,,
54.30,-117.92,4164,79.46,7.26,,,,,,
54.30,-117.90,4101,77.67,7.15,,,,,,
54.30,-117.88,4057,76.47,7.03,,,,,,
54.30,-117.86,4114,77.98,6.89,,,,,,
54.30,-117.84,4105,77.69,6.75,,,,,,
54.30,-117.82,4082,77.05,6.59,,,,,,
54.30,-117.80,4014,75.17,6.42,,,,,,
54.30,-117.78,3993,74.50,6.23,,,,,,
54.30,-117.76,4011,74.76,6.02,,,,,,
54.30,-117.74,3972,73.55,5.78,,,,,,
54.30,-117.72,3924,72.14,5.52,,,,,,
54.30,-117.70,3932,72.00,5.23,,,,,,
54.30,-117.68,3954,72.06,4.90,,,,,,
54.30,-117.66,3952,71.42,4.53,,,,,,
54.30,-117.64,3918,69.98,4.11,,,,,,
54.30,-117.62,3895,68.75,3.66,,,,,,
54.30,-117.60,3872,67.61,3.21,,,,,,
54.30,-117.58,3862,67.28,2.93,,,,,,
54.30,-117.56,3833,67.22,3.04,,,,,,
54.30,-117.54,3823,68.40,3.36,,,,,,
54.30,-117.52,3790,68.71,3.67,,,,,,
54.30,-117.50,3750,68.64,3.91,,,,,,
54.30,-117.48,3744,69.45,4.07,,,,,,
54.30,-117.46,3721,69.55,4.16,,,,,,
54.30,-117.44,3727,70.45,4.19,,,,,,
54.30,-117.42,3709,70.44,4.18,,,,,,
54.30,-117.40,3666,69.52,4.17,,,,,,
54.30,-117.38,3671,69.92,4.18,,,,,,
54.30,-117.36,3637,68.97,4.22,,,,,,
54.30,-117.34,3611,68.04,4.28,,,,,,
54.30,-117.32,3577,66.81,4.32,,,,,,
54.30,-117.30,3591,67.12,4.34,,,,,,
54.30,-117.28,3566,66.24,4.31,,,,,,
54.30,-117.26,3494,63.91,4.22,,,,,,
54.30,-117.24,3470,62.90,4.05,,,,,,
54.30,-117.22,3463,62.38,3.79,,,,,,
54.30,-117.20,3468,62.18,3.43,,,,,,
54.30,-117.18,3470,61.91,2.98,,,,,,
54.30,-117.16,3442,60.83,2.58,,,,,,
54.30,-117.14,3434,60.38,2.62,,,,,,
54.30,-117.12,3408,59.51,2.98,,,,,,
