config.b190k1680mu0700j02s16t08,
  13   7  15   3,-0.0019477720275506578938
  13   8   0   3,0.0013123105546810048122
  13   8   1   3,0.0017986347390092048693
  13   8   2   3,0.0015403527740928089906
  13   8   3   3,-0.000128768113609416604
  13   8   4   3,-0.0045817561937835475649
  13   8   5   3,-0.013003404519912144244
  13   8   6   3,-0.022719760446367025242
  13   8   7   3,-0.021575844982689072749
  13   8   8   3,-0.0061151565763264094031
  13   8   9   3,0.0059065170710215775252
  13   8  10   3,0.0074846483921577906112
  13   8  11   3,0.0042318141884499357527
  13   8  12   3,0.0011181983168118937114
  13   8  13   3,-0.00033758790644393318328
  13   8  14   3,-0.00036654870697324086915
  13   8  15   3,-3.7109708476719632884e-05
  13   9   0   3,0.0054178373416354569034
  13   9   1   3,0.0071122339799028089918
  13   9   2   3,0.0075035549787290500151
  13   9   3   3,0.0047986309833491815058
  13   9   4   3,-0.0020320412379206242298
  13   9   5   3,-0.011855841654065685936
  13   9   6   3,-0.020109477962456229899
  13   9   7   3,-0.016709929905401783162
  13   9   8   3,-0.00060117707579885985847
  13   9   9   3, 0.010845381925765737799
  13   9  10   3,  0.01114025836512957425
  13   9  11   3,0.0067811125311581909453
  13   9  12   3,0.0030539561308860893249
  13   9  13   3,0.0014806331376142473338
  13   9  14   3,0.0017833708913688973638
  13   9  15   3,0.0027621820217909676468
  13  10   0   3, 0.013634321358922670692
  13  10   1   3, 0.020092357589214241559
  13  10   2   3,  0.02390112151111100508
  13  10   3   3, 0.018374789210722740351
  13  10   4   3,0.0044685181842868846799
  13  10   5   3,-0.0080971037195637553946
  13  10   6   3,-0.010261992511969244071
  13  10   7   3,0.0018205866270730279577
  13  10   8   3, 0.018864999350939257172
  13  10   9   3, 0.024733771777205596637
  13  10  10   3, 0.018979807391424591972
  13  10  11   3, 0.010913753990916952655
  13  10  12   3,0.0052698627835785832527
  13  10  13   3,0.0030904739116492212225
  13  10  14   3,0.0041438565445533499104
  13  10  15   3,0.0071987476201403081608
  13  11   0   3, 0.031654405828552813207
  13  11   1   3, 0.054622649783600873974
  13  11   2   3, 0.075299484074971348435
  13  11   3   3, 0.064407526176403717688
  13  11   4   3, 0.027372180178235686054
  13  11   5   3, 0.004076275455482995802
  13  11   6   3, 0.012108182547462209566
  13  11   7   3, 0.045093329994379253989
  13  11   8   3, 0.068872446174032445065
  13  11   9   3, 0.058740195790290453126
  13  11  10   3, 0.034984074438184131761
  13  11  11   3, 0.017283098952741306198
  13  11  12   3,0.0076351385145281289515
  13  11  13   3,0.0045339792336128986044
  13  11  14   3,0.0073868870960270682086
  13  11  15   3, 0.015129011790625174205
  13  12   0   3, 0.061762810851883669094
  13  12   1   3,  0.12355284206309784245
  13  12   2   3,  0.19514867383342071605
  13  12   3   3,  0.17552639497813524172
  13  12   4   3,  0.07708902345170692838
  13  12   5   3, 0.025724189045954193311
  13  12   6   3, 0.047042972110532897678
  13  12   7   3,  0.11271020084886430868
  13  12   8   3,  0.14632794854144726138
  13  12   9   3,  0.10747514701695172479
  13  12  10   3, 0.054969981397915368415
  13  12  11   3, 0.023793437793435130712
  13  12  12   3,0.0097760126834071266189
  13  12  13   3,0.0062538027115328119823
  13  12  14   3, 0.011833104673453411632
  13  12  15   3,  0.02633528797818826539
  13  13   0   3, 0.082737027820773398346
  13  13   1   3,  0.18054556324556703117
  13  13   2   3,  0.30826629288922913208
  13  13   3   3,  0.27918058934800110693
  13  13   4   3,  0.11295781714616430491
  13  13   5   3, 0.033223250920336046266
  13  13   6   3, 0.054663197182920453265
  13  13   7   3,  0.12173899883725114446
  13  13   8   3,  0.15305354806564730463
  13  13   9   3,  0.11354557666625351986
  13  13  10   3, 0.058251876255225223944
  13  13  11   3, 0.024467859839555912427
  13  13  12   3, 0.010264254967366815557
  13  13  13   3,0.0074025932767895668077
  13  13  14   3, 0.014410138114159816436
  13  13  15   3, 0.032336593425669524215
  13  14   0   3, 0.064301998155362680154
  13  14   1   3,  0.13666464674164569004
  13  14   2   3,  0.22374629368552653719
  13  14   3   3,  0.19525090614257523125
  13  14   4   3, 0.074213566043486195456
  13  14   5   3, 0.018540401725009446332
  13  14   6   3, 0.032804428498097018552
  13  14   7   3, 0.068988828072283292503
  13  14   8   3, 0.086947465549547714447
  13  14   9   3, 0.074044325580476383353
  13  14  10   3, 0.044040314132421501392
  13  14  11   3, 0.019493131925756093659
  13  14  12   3,0.0078460416278619635883
  13  14  13   3,0.0049240703034389050885
  13  14  14   3, 0.010019276433594579215
  13  14  15   3, 0.023475524164456626486
  13  15   0   3, 0.032626991958025819418
  13  15   1   3, 0.061457478016347828753
  13  15   2   3, 0.085640433094224963084
  13  15   3   3, 0.066307570648649366563
  13  15   4   3, 0.020114581325580620924
  13  15   5   3,0.0017136086200394136207
  13  15   6   3, 0.012384983944373092329
  13  15   7   3, 0.028095423199938091702
  13  15   8   3, 0.037698031730619759039
  13  15   9   3, 0.039680343638114762284
  13  15  10   3, 0.028818749975426979915
  13  15  11   3, 0.013132436839759417321
  13  15  12   3,0.0027801272902184372485
  13  15  13   3,-0.0013702785450544047695
  13  15  14   3,0.0015996780731145708154
  13  15  15   3,0.0099469249508134186671
  14   0   0   3, 0.014412587256752370374
  14   0   1   3, 0.024608813722067315877
  14   0   2   3, 0.028881032821898730556
  14   0   3   3, 0.016943487844247720475
  14   0   4   3,-0.00015697095866381086116
  14   0   5   3,-0.001396566939919422802
  14   0   6   3, 0.010053330352147005211
  14   0   7   3, 0.018545626638001959374
  14   0   8   3, 0.029470571264864291183
  14   0   9   3, 0.048803124464934101445
  14   0  10   3,  0.04455024765047797819
  14   0  11   3, 0.018065594245700915266
  14   0  12   3,0.0012836356066351448796
  14   0  13   3,-0.003726439952444509339
  14   0  14   3,-0.0015723440774918031639
  14   0  15   3,0.0030799210177151698301
  14   1   0   3,0.0051411484931744863905
  14   1   1   3,0.0069916272655863613214
  14   1   2   3,0.0052307780780025715794
  14   1   3   3,-0.0020955019518611684923
  14   1   4   3,-0.0097183490062973526546
  14   1   5   3,-0.008629666820637744637
  14   1   6   3,-0.0005136987887555469201
  14   1   7   3,0.0064098720706950709433
  14   1   8   3, 0.013094808727224236874
  14   1   9   3,   0.0208154919506945979
  14   1  10   3, 0.018558761820169002166
  14   1  11   3,0.0070981075657514727806
  14   1  12   3,-0.0015839305268264118089
  14   1  13   3,-0.0038813534727840850319
  14   1  14   3,-0.0017238203843182092409
  14   1  15   3,0.0012895219267743630517
  14   2   0   3, 0.004062706802558924829
  14   2   1   3,0.0023228180992379728054
  14   2   2   3,-0.0010763277453387514078
  14   2   3   3,-0.0064909727019645318755
  14   2   4   3,-0.011017317428553809189
  14   2   5   3,-0.0095766265732167617925
  14   2   6   3,-0.0034927649022274548374
  14   2   7   3,0.0018381329704541572723
  14   2   8   3,0.0054188892425109823001
  14   2   9   3,0.0079019339214761660783
  14   2  10   3,0.0072342277226045102745
  14   2  11   3,0.0036979596332850006232
  14   2  12   3,0.0013472084590110018631
  14   2  13   3, 0.001747548250418080179
  14   2  14   3,0.0032455528253010437235
  14   2  15   3,0.0043052799142834713778
  14   3   0   3,0.0042763915330489661246
  14   3   1   3,0.0013349095687110166565
  14   3   2   3,-0.0024080798998046036921
  14   3   3   3,-0.0063398251801540777411
  14   3   4   3,-0.0085267599693157163088
  14   3   5   3,-0.0067713922569852813549
  14   3   6   3,-0.0027806742609585190229
  14   3   7   3,0.00033107533480938378719
  14   3   8   3,0.0022187054122564820596
  14   3   9   3,0.0037397831546355612964
  14   3  10   3,0.0045628043722556223261
  14   3  11   3,0.0043194682348633170813
  14   3  12   3,0.0044516657107391572473
  14   3  13   3,0.0052883247822296391982
  14   3  14   3,0.0058613273013460535227
  14   3  15   3,0.0057739897375081051384
  14   4   0   3,0.0030204531467775226281
  14   4   1   3,0.00075772038297449925692
  14   4   2   3,-0.0021896603230241620634
  14   4   3   3,-0.0045631440960147290342
  14   4   4   3,-0.0049690377509066440895
  14   4   5   3,-0.0032646161213142582506
  14   4   6   3,-0.0012544816693946102704
  14   4   7   3,-5.2754748453510123297e-05
  14   4   8   3,0.00099908230675466841962
  14   4   9   3,0.0024552963330933793087
  14   4  10   3,0.0036576425683051408053
  14   4  11   3,0.0037667594354437936022
  14   4  12   3,0.0034968646687530270493
  14   4  13   3,0.0036308721484538939751
  14   4  14   3, 0.003900372290686673557
  14   4  15   3,0.0039263784280392146492
  14   5   0   3,0.00067248789126876889859
  14   5   1   3,-0.00031916387542277454767
  14   5   2   3,-0.0020140422610564054015
  14   5   3   3,-0.0032890593437763120978
  14   5   4   3,-0.0032914856393776482923
  14   5   5   3,-0.0027321843776971538494
  14   5   6   3,-0.0027892902195484066234
  14   5   7   3,-0.0026402439570700560363
  14   5   8   3,-0.0010895977758697632763
  14   5   9   3,0.0011069593488636821077
  14   5  10   3,0.0025841660792036732879
  14   5  11   3,0.0025374482113856493097
  14   5  12   3,0.0015169451910333662213
  14   5  13   3,0.00074713090148030071071
  14   5  14   3,0.00064133404096235256502
  14   5  15   3,0.00085877291615458985121
  14   6   0   3,-0.00090619830570662330497
  14   6   1   3,-0.0010526224653653510916
  14   6   2   3,-0.0018395251201178712194
  14   6   3   3,-0.002937837400789733433
  14   6   4   3,-0.0045661157248975646483
  14   6   5   3,-0.0081373461826767731764
  14   6   6   3,-0.013203766145570061674
  14   6   7   3,-0.013660477212493808002
  14   6   8   3,-0.0075146504800578566366
  14   6   9   3,-0.0013470405411172264171
  14   6  10   3,0.0016200498193193902524
  14   6  11   3,0.0018496100100622000009
  14   6  12   3,0.00064259007433495958679
  14   6  13   3,-0.0005816543996768801586
  14   6  14   3,-0.0010724057653220186656
  14   6  15   3,-0.0010053251975890931461
  14   7   0   3,-0.0007178734913752478396
  14   7   1   3,-0.00055538429883390198066
  14   7   2   3,-0.00097629880533063183486
  14   7   3   3,-0.002592297570665841322
  14   7   4   3,-0.0074720895478389073863
  14   7   5   3,-0.019688875658685892067
  14   7   6   3,-0.037769374019884990878
  14   7   7   3,-0.040449918883457183783
  14   7   8   3, -0.02127895814428235402
  14   7   9   3,-0.004939064710065539307
  14   7  10   3,0.0013451675739830420628
  14   7  11   3,0.0021118402318024121454
  14   7  12   3,0.00097827750565481538109
  14   7  13   3,-0.00026023964078902817564
  14   7  14   3,-0.00086044645701809801576
  14   7  15   3,-0.00099200939543354709448
  14   8   0   3,0.0010983518791301992087
  14   8   1   3,0.0014288140747691754819
  14   8   2   3,0.0011123464167300772636
  14   8   3   3,-0.00094804293486276582786
  14   8   4   3,-0.0080012190030938172558
  14   8   5   3, -0.02731545580196578088
  14   8   6   3,-0.059922458442774287346
  14   8   7   3,-0.067032212794229828479
  14   8   8   3,-0.032459291506484411194
  14   8   9   3,-0.0051937447275406996988
  14   8  10   3,0.0034233116594894301421
  14   8  11   3,0.0037058688403689677392
  14   8  12   3,0.0021434227963895258022
  14   8  13   3,0.00091807657060236742223
  14   8  14   3,0.00048939361749292384016
  14   8  15   3,0.00043137447787188593594
  14   9   0   3,0.0050340882655247731065
  14   9   1   3,0.0060718136881344683675
  14   9   2   3,0.0060350955906126975067
  14   9   3   3,0.0036044013599314111973
  14   9   4   3,-0.0027233692851847306551
  14   9   5   3,-0.016460928371936463938
  14   9   6   3,-0.038278578022852664808
  14   9   7   3, -0.04032618926704150536
  14   9   8   3,-0.010460416109472379237
  14   9   9   3,0.0096928056123084995604
  14   9  10   3, 0.011704325558221035167
  14   9  11   3,0.0076329121419485106148
  14   9  12   3,0.0041153508851122892753
  14   9  13   3,0.0025861697272399264066
  14   9  14   3,0.0026809679824354708949
  14   9  15   3,0.0033631147701174610685
  14  10   0   3, 0.014682676565194906909
  14  10   1   3, 0.019559375697978522574
  14  10   2   3, 0.022438464679468257679
  14  10   3   3,  0.01809946028899049944
  14  10   4   3, 0.009384645014565384108
  14  10   5   3,0.0067121417605549311275
  14  10   6   3, 0.018980879957229145755
  14  10   7   3, 0.050189354367099828225
  14  10   8   3, 0.073175859999619174978
  14  10   9   3, 0.060042997218085751576
  14  10  10   3, 0.034031868407959457723
  14  10  11   3, 0.015928105024998997358
  14  10  12   3, 0.007307712448257281182
  14  10  13   3,0.0051460709724535404208
  14  10  14   3,0.0067560220076541841264
  14  10  15   3,0.0097983039051780882606
  14  11   0   3, 0.038503878664238322393
  14  11   1   3, 0.060062757783242687326
  14  11   2   3, 0.081393015289076789398
  14  11   3   3, 0.071586415830464322774
  14  11   4   3, 0.040841040208105548748
  14  11   5   3, 0.043170321501209509008
  14  11   6   3,  0.11546452660355305264
  14  11   7   3,  0.25168632366445026216
  14  11   8   3,  0.30156994918080876067
  14  11   9   3,  0.19320850353129465082
  14  11  10   3, 0.083962294686613439532
  14  11  11   3, 0.030954527346744475924
  14  11  12   3,  0.01211658827897348599
  14  11  13   3,0.0094647814065621851953
  14  11  14   3, 0.014808805474983990913
  14  11  15   3, 0.023496662505663061526
  14  12   0   3, 0.081040262298352233605
  14  12   1   3,  0.14933915156457083784
  14  12   2   3,  0.23605442609266835685
  14  12   3   3,   0.2135693186674990085
  14  12   4   3,  0.10354491916236081839
  14  12   5   3, 0.085820158758987519221
  14  12   6   3,  0.23600025328158796833
  14  12   7   3,  0.54808121823709043952
  14  12   8   3,  0.65716804002138773377
  14  12   9   3,   0.3864449354557792371
  14  12  10   3,  0.14707574253402089237
  14  12  11   3, 0.046457453198035542075
  14  12  12   3, 0.016462613272080449389
  14  12  13   3, 0.014813295103285592513
  14  12  14   3, 0.026130750586351728787
  14  12  15   3,  0.04374627753368280636
  14  13   0   3,  0.11229220242220941395
  14  13   1   3,  0.23241716713486387791
  14  13   2   3,  0.40258953179137135781
  14  13   3   3,  0.36226083864006447532
  14  13   4   3,  0.14751282753786909563
  14  13   5   3, 0.083449056987080438841
  14  13   6   3,   0.2146897847088328759
  14  13   7   3,  0.48396135485014785127
  14  13   8   3,  0.58525458082121850634
  14  13   9   3,   0.3734357090694148118
  14  13  10   3,  0.15216653091873394432
  14  13  11   3, 0.046256201407720819174
  14  13  12   3, 0.015464749685877639263
  14  13  13   3, 0.016218786262934652143
  14  13  14   3, 0.031048304618421267848
  14  13  15   3,  0.05385849478478993424
  14  14   0   3, 0.087941441404873157972
  14  14   1   3,   0.1808371316719482591
  14  14   2   3,  0.30016640931297711159
  14  14   3   3,  0.25953156920058756407
  14  14   4   3, 0.099600539379382888039
  14  14   5   3, 0.045962216186977579435
  14  14   6   3,  0.10270060375238598827
  14  14   7   3,  0.19849105483013218532
  14  14   8   3,  0.24459808854771880604
  14  14   9   3,  0.20491180539784731307
  14  14  10   3,  0.11006583266977304492
  14  14  11   3, 0.036036001820505196569
  14  14  12   3, 0.010517716707267225559
  14  14  13   3,  0.01060795073818888469
  14  14  14   3, 0.021636717511524874297
  14  14  15   3, 0.038758276185610507358
  14  15   0   3, 0.045312777921945220083
  14  15   1   3,  0.08311620000469308045
  14  15   2   3,   0.1171126505217184588
  14  15   3   3, 0.091692475432745335073
  14  15   4   3, 0.033002332069055104191
  14  15   5   3, 0.015955786291830677259
  14  15   6   3,  0.03725790459984543862
