Ref. No.,Supplier Name,Payment Date,Invoice NET £,Directorate,Cost Type
Aug8218,EUROPA PROPERTY SERVICES,16-Aug-10,890.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8219,EUROPA PROPERTY SERVICES,16-Aug-10,890.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8220,EUROPA PROPERTY SERVICES,16-Aug-10,890.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8221,EUROPA PROPERTY SERVICES,16-Aug-10,890.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8222,EUROPA PROPERTY SERVICES,16-Aug-10,890.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8223,EUROPA PROPERTY SERVICES,16-Aug-10,890.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8224,EUROPA PROPERTY SERVICES,16-Aug-10,890.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8229,EUROPA PROPERTY SERVICES,16-Aug-10,895.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8298,METRO CLEANING CO#ME14 2BJ,16-Aug-10,941.67,"Children, Families & Education",Contract Cleaning
Aug8363,KENT TOP TEMPS LTD,16-Aug-10,972.44,"Children, Families & Education",Agency Staff
Aug8364,METRO CLEANING CO#ME14 2BJ,16-Aug-10,972.45,"Children, Families & Education",Contract Cleaning
Aug8384,FOLKESTONE TAXI CO LTD,16-Aug-10,986.00,"Children, Families & Education",Public Transport (Clients)
Aug8387,KENT TOP TEMPS LTD,16-Aug-10,989.84,"Children, Families & Education",Agency Staff
Aug8389,EUROPA PROPERTY SERVICES,16-Aug-10,990.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8390,EUROPA PROPERTY SERVICES,16-Aug-10,990.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8391,EUROPA PROPERTY SERVICES,16-Aug-10,990.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8392,EUROPA PROPERTY SERVICES,16-Aug-10,990.00,"Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug8542,QUANTEC CONSULTANTS LTD,16-Aug-10,"1,066.57","Children, Families & Education",Building Works - Main Contract
Aug8561,E C HARBOUR,16-Aug-10,"1,088.00","Children, Families & Education",Home to School Transport - Hired
Aug8571,FOLKESTONE TAXI CO LTD,16-Aug-10,"1,092.00","Children, Families & Education",Public Transport (Clients)
Aug8616,CANTERBURY CHRIST CHURCH UNIVERSITY COLLEGE,16-Aug-10,"1,125.00","Children, Families & Education",External Training
Aug8645,INTEGRATED SERVICES PROGRAMME,16-Aug-10,"1,150.00","Children, Families & Education",Private Contractors
Aug8792,KINGS HILL TAXIS,16-Aug-10,"1,260.00","Children, Families & Education",Home to School Transport - Hired
Aug8946,E C HARBOUR,16-Aug-10,"1,385.50","Children, Families & Education",Home to School Transport - Hired
Aug8979,SPOT HIRE,16-Aug-10,"1,408.62","Children, Families & Education",Home to School Transport - Hired
Aug9000,FOLKESTONE TAXI CO LTD,16-Aug-10,"1,430.00","Children, Families & Education",Public Transport (Clients)
Aug9013,VALLEY TRAVEL,16-Aug-10,"1,445.00","Children, Families & Education",Public Transport (Clients)
Aug9025,TWO BY TWO TRUST,16-Aug-10,"1,450.30","Children, Families & Education",Specialists Fees
Aug9051,INTEGRATED SERVICES PROGRAMME,16-Aug-10,"1,483.44","Children, Families & Education",Private Contractors
Aug9054,FOLKESTONE TAXI CO LTD,16-Aug-10,"1,486.00","Children, Families & Education",Public Transport (Clients)
Aug9071,ELAINE ROSE CONSULTANCY LTD,16-Aug-10,"1,500.00","Children, Families & Education",Specialists Fees
Aug9083,A-ONE KAB,16-Aug-10,"1,504.00","Children, Families & Education",Home to School Transport - Hired
Aug9104,ALTERNATIVE CHOICE CAR SERV & BOROUGH GREEN TAXIS,16-Aug-10,"1,529.99","Children, Families & Education",Public Transport (Clients)
Aug9123,E C HARBOUR,16-Aug-10,"1,534.40","Children, Families & Education",Home to School Transport - Hired
Aug9124,EAST KENT HOSPITALS UNIVERSITY NHS,16-Aug-10,"1,534.70","Children, Families & Education",Agency Staff
Aug9167,INVICTA TAXIS,16-Aug-10,"1,575.00","Children, Families & Education",Public Transport (Clients)
Aug9174,ROBERTS COACHES,16-Aug-10,"1,586.61","Children, Families & Education",Home to School Transport - Hired
Aug9178,E C HARBOUR,16-Aug-10,"1,592.00","Children, Families & Education",Home to School Transport - Hired
Aug9206,METRO CLEANING CO#ME14 2BJ,16-Aug-10,"1,612.08","Children, Families & Education",Contract Cleaning
Aug9436,GILLIES COACHES LTD,16-Aug-10,"1,955.34","Children, Families & Education",Home to School Transport - Hired
Aug9459,ADLINES#TN24 8DH,16-Aug-10,"2,000.00","Children, Families & Education","External - Rent, Room Hire & Service Charges"
Aug9467,GILLIES COACHES LTD,16-Aug-10,"2,007.87","Children, Families & Education",Home to School Transport - Hired
Aug9468,GILLIES COACHES LTD,16-Aug-10,"2,007.87","Children, Families & Education",Home to School Transport - Hired
Aug9469,KIDDYMANIA#LE10 1UB,16-Aug-10,"2,008.51","Children, Families & Education","Equipment, Furniture and Materials and Livestock"
Aug9474,KENT TOP TEMPS LTD,16-Aug-10,"2,021.32","Children, Families & Education",Agency Staff
Aug9482,KENT TOP TEMPS LTD,16-Aug-10,"2,036.59","Children, Families & Education",Specialists Fees
Aug9495,ASD TRANSPORT,16-Aug-10,"2,040.00","Children, Families & Education",Other Car Allowances
Aug9554,SPRINGFIELD EDUCATION & TRAINING#SET,16-Aug-10,"2,175.00","Children, Families & Education",External Training
Aug9570,THOMSETT COACHES,16-Aug-10,"2,208.64","Children, Families & Education",Home to School Transport - Hired
Aug9571,THOMSETT COACHES,16-Aug-10,"2,208.64","Children, Families & Education",Home to School Transport - Hired
Aug9577,ALLENBY COACH HIRE LIMITED,16-Aug-10,"2,210.00","Children, Families & Education",Home to School Transport - Hired
Aug9592,EC HARRIS LLP,16-Aug-10,"2,256.08","Children, Families & Education",Design Fees - External
Aug9596,A J & P J SEATH,16-Aug-10,"2,260.58","Children, Families & Education",Home to School Transport - Hired
Aug9622,CHALKWELL GARAGE & COACH HIRE LTD,16-Aug-10,"2,346.00","Children, Families & Education",Home to School Transport - Hired
Aug9641,KENT TOP TEMPS LTD,16-Aug-10,"2,390.84","Children, Families & Education",Agency Staff
Aug9650,TONBRIDGE TAXIS,16-Aug-10,"2,400.00","Children, Families & Education",Home to School Transport - Hired
Aug9661,FRANKHAM CONSULTANCY GROUP LIMITED,16-Aug-10,"2,437.50","Children, Families & Education",Design Fees - External
Aug9687,MARY YOUNG#BN18 9DA,16-Aug-10,"2,500.00","Children, Families & Education",Specialists Fees
Aug9693,CHALKWELL GARAGE & COACH HIRE LTD,16-Aug-10,"2,524.50","Children, Families & Education",Home to School Transport - Hired
Aug9711,CANDICE EDUCATION SERVICES LTD#CT12 6PT,16-Aug-10,"2,566.28","Children, Families & Education",Agency and Contracted Services
Aug9712,CANDICE EDUCATION SERVICES LTD#CT12 6PT,16-Aug-10,"2,566.28","Children, Families & Education",Agency and Contracted Services
Aug9739,ROBERTS COACHES,16-Aug-10,"2,706.23","Children, Families & Education",Home to School Transport - Hired
Aug9740,ROBERTS COACHES,16-Aug-10,"2,713.20","Children, Families & Education",Home to School Transport - Hired
Aug9742,ROBERTS COACHES,16-Aug-10,"2,720.00","Children, Families & Education",Home to School Transport - Hired
Aug9745,KENT TOP TEMPS LTD,16-Aug-10,"2,730.75","Children, Families & Education",Agency Staff
Aug9770,ROBERTS COACHES,16-Aug-10,"2,800.92","Children, Families & Education",Home to School Transport - Hired
Aug9781,HAMS TRAVEL,16-Aug-10,"2,822.00","Children, Families & Education",Home to School Transport - Hired
Aug9782,KENT TOP TEMPS LTD,16-Aug-10,"2,833.60","Children, Families & Education",Agency Staff
Aug9810,ROBERTS COACHES,16-Aug-10,"2,922.13","Children, Families & Education",Home to School Transport - Hired
Aug9905,KENT COACH TOURS LTD,16-Aug-10,"3,270.24","Children, Families & Education",Home to School Transport - Hired
Aug9939,RICHARD HAMLYN#ME17 4LS,16-Aug-10,"3,400.00","Children, Families & Education",Specialists Fees
Aug9982,KIRK SAUNDERS ASSOCIATES#BR6 0HH,16-Aug-10,"3,596.00","Children, Families & Education",Design Fees - External
Aug9988,KENT TOP TEMPS LTD,16-Aug-10,"3,642.36","Children, Families & Education",Agency Staff
Aug9990,CLARKES MINI BUSES LTD,16-Aug-10,"3,655.00","Children, Families & Education",Home to School Transport - Hired
Aug9991,KENT TOP TEMPS LTD,16-Aug-10,"3,656.90","Children, Families & Education",Agency Staff
Aug10044,KENT TOP TEMPS LTD,16-Aug-10,"3,892.75","Children, Families & Education",Agency Staff
Aug10046,KENT COACH TOURS LTD,16-Aug-10,"3,910.00","Children, Families & Education",Home to School Transport - Hired
Aug10116,HAMS TRAVEL,16-Aug-10,"4,250.00","Children, Families & Education",Home to School Transport - Hired
Aug10121,ACTION FOR CHILDREN SERVICES LIMITED,16-Aug-10,"4,277.71","Children, Families & Education",Private Contractors
Aug10138,INTEGRATED SERVICES PROGRAMME,16-Aug-10,"4,406.34","Children, Families & Education",Private Contractors
Aug10179,EAST KENT HOSPITALS UNIVERSITY NHS,16-Aug-10,"4,496.24","Children, Families & Education",District Health Authorities
Aug10257,KENT COACH TOURS LTD,16-Aug-10,"4,801.31","Children, Families & Education",Home to School Transport - Hired
Aug10278,JH & D SMITH COACHES,16-Aug-10,"4,966.80","Children, Families & Education",Home to School Transport - Hired
Aug10326,M AND MK CONSULTANTS LTD,16-Aug-10,"5,200.00","Children, Families & Education",Specialists Fees
Aug10366,KENT TOP TEMPS LTD,16-Aug-10,"5,468.00","Children, Families & Education",Agency Staff
Aug10445,EQUALITY WORKS LIMITED,16-Aug-10,"6,050.00","Children, Families & Education","Equipment, Furniture and Materials and Livestock"
Aug10449,SERCO/THE MAIDSTONE LEISURE TRUST,16-Aug-10,"6,072.50","Children, Families & Education",Specialists Fees
Aug10483,HAMS TRAVEL,16-Aug-10,"6,397.50","Children, Families & Education",Home to School Transport - Hired
Aug10521,EUROLINK FOLKESTONE,16-Aug-10,"6,664.68","Children, Families & Education",Home to School Transport - Hired
Aug10682,ASD TRANSPORT,16-Aug-10,"8,517.00","Children, Families & Education",Home to School Transport - Hired
Aug10688,DEVON ROAD LIMITED,16-Aug-10,"8,584.30","Children, Families & Education",Home to School Transport - Hired
Aug10700,ALAN DAWNEY COACH HIRE,16-Aug-10,"8,719.98","Children, Families & Education",Home to School Transport - Hired
Aug10723,VOLUNTARY ACTION WITHIN KENT#DA1 2JT,16-Aug-10,"9,000.00","Children, Families & Education",Specialists Fees
Aug10725,VALLEY LANDSCAPE MANAGEMENT#NEW,16-Aug-10,"9,010.00","Children, Families & Education",Building Works - Main Contract
Aug10813,KEY TRAINING LTD,16-Aug-10,"10,500.00","Children, Families & Education",External Training
Aug10865,VOLUNTARY ACTION WITHIN KENT#DA1 2JT,16-Aug-10,"11,500.00","Children, Families & Education",Specialists Fees
Aug10901,CHALKWELL GARAGE & COACH HIRE LTD,16-Aug-10,"12,160.00","Children, Families & Education",Home to School Transport - Hired
Aug10929,REGENT COACHES,16-Aug-10,"12,790.83","Children, Families & Education",Home to School Transport - Hired
Aug11076,BARNARDO'S,16-Aug-10,"19,361.57","Children, Families & Education",Private Contractors
Aug11092,VALLEY LANDSCAPE MANAGEMENT#NEW,16-Aug-10,"20,625.00","Children, Families & Education",Building Works - Main Contract
Aug11093,EC HARRIS LLP,16-Aug-10,"20,804.38","Children, Families & Education",Design Fees - External
Aug11217,BARNARDO'S,16-Aug-10,"33,561.75","Children, Families & Education",Expenditure from unallocated ISB
Aug11218,BARNARDO'S,16-Aug-10,"33,561.75","Children, Families & Education",Expenditure from unallocated ISB
Aug11241,ST MARY'S SCHOOL # WRESTWOOD,16-Aug-10,"35,902.00","Children, Families & Education",Agency and Contracted Services
Aug11256,ST MARY'S SCHOOL # WRESTWOOD,16-Aug-10,"38,076.00","Children, Families & Education",Agency and Contracted Services
Aug11267,GLEEDS ADVISORY LIMITED,16-Aug-10,"39,639.79","Children, Families & Education",Design Fees - External
Aug11333,MLG MECHANICAL SERVICES LTD#NEW,16-Aug-10,"48,859.83","Children, Families & Education",Building Works - Main Contract
Aug11705,KENT COUNTY COUNCIL,16-Aug-10,"160,390.78","Children, Families & Education",Capital Grants and Advances
Aug11747,KENT COUNTY COUNCIL,16-Aug-10,"324,740.00","Children, Families & Education",Capital Grants and Advances
Aug11779,KENT COUNTY COUNCIL,16-Aug-10,"402,083.50","Children, Families & Education",Capital Grants and Advances
Aug11846,EXAM ON DEMAND LTD#RH10 7SL,16-Aug-10,500.00,Communities,Personal Expenses/Adaptations
Aug11860,ASKEWS LIBRARY SERVICES LTD,16-Aug-10,511.82,Communities,"Books, Publications and Newspapers etc"
Aug11867,SUPPLIES TEAM,16-Aug-10,519.39,Communities,Computer and Other IT Expenditure (Consumables)
Aug11876,ASKEWS LIBRARY SERVICES LTD,16-Aug-10,526.54,Communities,"Books, Publications and Newspapers etc"
Aug11877,ASKEWS LIBRARY SERVICES LTD,16-Aug-10,527.62,Communities,"Books, Publications and Newspapers etc"
Aug11878,ULVERSCROFT LGE PRINT BKS L,16-Aug-10,528.36,Communities,"Books, Publications and Newspapers etc"
Aug11881,ASKEWS LIBRARY SERVICES LTD,16-Aug-10,530.43,Communities,"Books, Publications and Newspapers etc"
Aug11890,BRADLEYS#TN23 6LL,16-Aug-10,541.54,Communities,Catering Provisions and Catering Equipment
Aug11931,ASKEWS LIBRARY SERVICES LTD,16-Aug-10,585.01,Communities,"Books, Publications and Newspapers etc"
Aug11937,RYA,16-Aug-10,592.79,Communities,"Books, Publications and Newspapers etc"
Aug11956,ASKEWS LIBRARY SERVICES LTD,16-Aug-10,607.69,Communities,"Books, Publications and Newspapers etc"
Aug11992,PETERS LTD,16-Aug-10,640.98,Communities,"Books, Publications and Newspapers etc"
Aug11993,SEVENOAKS DISTRICT COUNCIL,16-Aug-10,642.00,Communities,National and Non Domestic Rates and Council Tax
Aug11999,SUPPLIES TEAM,16-Aug-10,651.95,Communities,Computer and Other IT Expenditure (Consumables)
Aug12016,PETERS LTD,16-Aug-10,675.83,Communities,"Books, Publications and Newspapers etc"
Aug12071,UNIVERSITY OF KENT,16-Aug-10,782.00,Communities,"External - Rent, Room Hire & Service Charges"
Aug12080,ASKEWS LIBRARY SERVICES LTD,16-Aug-10,795.72,Communities,"Books, Publications and Newspapers etc"
Aug12165,BETTERIDGE & MILSOM LTD#,16-Aug-10,"1,000.00",Communities,Design Fees - Internal
Aug12179,LIBRARY MAGNA BOOKS LTD,16-Aug-10,"1,024.74",Communities,Stocks in Hand
Aug12213,AUDIOGO LIMITED#BA2 3BH,16-Aug-10,"1,215.16",Communities,"Books, Publications and Newspapers etc"
Aug12277,AUDIOGO LIMITED#BA2 3BH,16-Aug-10,"1,494.28",Communities,"Books, Publications and Newspapers etc"
Aug12327,ASHFORD & DISTRICT VOLUNTEER BUREAU,16-Aug-10,"1,892.00",Communities,Specialists Fees
Aug12419,COBHAM MARQUEES,16-Aug-10,"3,121.70",Communities,Specialists Fees
Aug12429,CBS OUTDOOR LIMITED,16-Aug-10,"3,300.00",Communities,Advertising (Other than for Staff)
Aug12443,FOUR JAYS GROUP,16-Aug-10,"3,760.00",Communities,Specialists Fees
Aug12482,SEVENOAKS DISTRICT COUNCIL,16-Aug-10,"4,430.00",Communities,National and Non Domestic Rates and Council Tax
Aug12557,TONBRIDGE JUDO CLUB#TN11 9JP,16-Aug-10,"10,000.00",Communities,Grants
Aug12588,ALLTEKS LTD,16-Aug-10,"17,243.72",Communities,Furniture and Fittings
Aug12647,GAB ROBINS UK LTD,16-Aug-10,725.00,IF Insurance,Property Claims
Aug12709,KENT POLICE AUTHORITY,16-Aug-10,"39,309.33",Pensions,Transfers In
Aug12719,SCHRODER INVESTMENT MANAGEMENT,16-Aug-10,"270,316.13",Pensions,Fund Manager Fees
Aug386,KENT TOP TEMPS LTD,17-Aug-10,883.00,"Environment, Highways & Waste",Sundry Debtors - General
Aug387,KENT TOP TEMPS LTD,17-Aug-10,810.81,"Environment, Highways & Waste",Sundry Debtors - General
Aug388,KENT TOP TEMPS LTD,17-Aug-10,580.69,"Environment, Highways & Waste",Sundry Debtors - General
Aug389,KENT TOP TEMPS LTD,17-Aug-10,"1,551.53","Environment, Highways & Waste",Agency Staff
Aug390,KENT TOP TEMPS LTD,17-Aug-10,"1,662.67","Environment, Highways & Waste",Sundry Debtors - General
Aug391,KENT TOP TEMPS LTD,17-Aug-10,"4,263.23","Environment, Highways & Waste",Sundry Debtors - General
Aug392,PETHAM PRIMARY SCHOOL#CT4 5RD,17-Aug-10,"5,000.00","Environment, Highways & Waste",Grants
Aug393,CAPITA SYMONDS  LTD,17-Aug-10,"7,736.55","Environment, Highways & Waste",Sundry Debtors - General
Aug394,CROSSKEYS COACHES,17-Aug-10,"12,700.00","Environment, Highways & Waste",Sundry Debtors - General
Aug395,EXPOSURE TELEVISION LTD#SG4 9UN,17-Aug-10,625.50,"Environment, Highways & Waste","Equipment, Furniture and Materials and Livestock"
Aug396,EXTERNITURE LIMITED,17-Aug-10,"4,877.65","Environment, Highways & Waste",Sundry Debtors - General
Aug397,EXTERNITURE LIMITED,17-Aug-10,"1,026.50","Environment, Highways & Waste",Sundry Debtors - General
Aug398,EXTERNITURE LIMITED,17-Aug-10,"2,749.00","Environment, Highways & Waste",Sundry Debtors - General
Aug399,FCS,17-Aug-10,600.52,"Environment, Highways & Waste",Maintenance of Grounds
Aug400,RECLAMET LIMITED,17-Aug-10,792.00,"Environment, Highways & Waste",Private Contractors
Aug401,SITA UK LIMITED,17-Aug-10,"5,674.83","Environment, Highways & Waste",Private Contractors
Aug402,WYE COMMUNITY FARM LTD,17-Aug-10,"1,500.00","Environment, Highways & Waste",Grants
Aug403,BIFFA WASTE SERVICES LTD#NEW,17-Aug-10,704.50,"Environment, Highways & Waste","Repairs, Alterations and Maintenance of Buildings"
Aug404,COPPARD PLANT HIRE LTD#NEW,17-Aug-10,"5,791.37","Environment, Highways & Waste",Private Contractors
Aug405,F M CONWAY LTD#NEW,17-Aug-10,"4,838.07","Environment, Highways & Waste",Sundry Debtors - General
Aug406,F M CONWAY LTD#NEW,17-Aug-10,"2,895.72","Environment, Highways & Waste",Sundry Debtors - General
Aug407,OAKLEAF ELECTRICAL CONTRACTORS LTD#NEW,17-Aug-10,990.00,"Environment, Highways & Waste",Sundry Debtors - General
Aug408,SECURE ENGINEERING LTD#NEW,17-Aug-10,"4,298.00","Environment, Highways & Waste",Sundry Debtors - General
Aug409,STEADLINE LIMITED#NEW,17-Aug-10,"23,457.50","Environment, Highways & Waste",Sundry Debtors - General
Aug410,SHOREHAM VILLAGE HALL COMMITTEE,17-Aug-10,"3,915.00","Environment, Highways & Waste",Grants
Aug411,KCS,17-Aug-10,"2,553.21","Environment, Highways & Waste",Computer and Other IT Expenditure (Hardware)
Aug412,HERNE & BROOMFIELD PARISH COUNCIL,17-Aug-10,500.00,"Environment, Highways & Waste",Grants
Aug413,B PARSONS & SONS#NEW,17-Aug-10,"7,024.16","Environment, Highways & Waste",Private Contractors
Aug414,MANNS TRAVEL LTD,17-Aug-10,"1,650.00","Environment, Highways & Waste",Sundry Debtors - General
Aug415,CANTERBURY CITY COUNCIL,17-Aug-10,"29,816.41","Environment, Highways & Waste",Other Local Authorities
Aug904,MACEMARK ACCESS CONSULTANTS LTD#CT19 4RH,17-Aug-10,500.00,Adult Services,Private Contractors
Aug1136,BOWER CROFT,17-Aug-10,610.71,Adult Services,Private Contractors
Aug1153,NPOWER BUSINESS#SUPPLY ONLY,17-Aug-10,619.26,Adult Services,Electricity
Aug1179,LARKFIELD HALL LIMITED T/A PEPENBURY,17-Aug-10,638.80,Adult Services,Private Contractors
Aug1200,TRAVIS PERKINS (PROPERTIES) LIMITED,17-Aug-10,650.00,Adult Services,"External - Rent, Room Hire & Service Charges"
Aug1275,KENT TOP TEMPS LTD,17-Aug-10,698.12,Adult Services,Agency Staff
Aug1283,KENT COUNTY FACILITIES LTD#NEW,17-Aug-10,701.82,Adult Services,Personal Expenses/Adaptations
Aug1286,BEST WESTERN THE RUSSELL HOTEL & CONFERENCE CENTRE,17-Aug-10,706.38,Adult Services,Refreshments
Aug1321,KENT TOP TEMPS LTD,17-Aug-10,726.09,Adult Services,Agency Staff
Aug1329,NPOWER BUSINESS#SUPPLY ONLY,17-Aug-10,729.97,Adult Services,Electricity
Aug1364,KENT TOP TEMPS LTD,17-Aug-10,748.25,Adult Services,Agency Staff
Aug1455,ALLIED HEALTHCARE GROUP LTD,17-Aug-10,813.63,Adult Services,Private Contractors
Aug1476,HOME SERVICE COMPLETE CARE,17-Aug-10,824.57,Adult Services,Private Contractors
Aug1479,KENT TOP TEMPS LTD,17-Aug-10,830.64,Adult Services,Agency Staff
Aug1495,ALLIED HEALTHCARE GROUP LTD,17-Aug-10,848.52,Adult Services,Private Contractors
Aug1517,NPOWER BUSINESS#SUPPLY ONLY,17-Aug-10,866.21,Adult Services,Electricity
Aug1528,IN TOUCH SUPPORT LTD,17-Aug-10,880.00,Adult Services,Private Contractors
Aug1575,KENT TOP TEMPS LTD,17-Aug-10,915.47,Adult Services,Agency Staff
