Title,URL,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,TOTAL
Copper(II) Catalyzed Aminomethylation of Alkanes with Amine N-Oxides via C-H Bond Activation,http://digitalcommons.uri.edu/srhonorsprog/128,0,0,0,0,0,0,0,0,0,0,0,0,0
Broadband nonlinear inversion for geoacoustic parameters in shallow water,http://digitalcommons.uri.edu/dissertations/AAI9988231,0,0,0,0,0,0,0,0,0,0,0,0,0
"Attribute-level interactivity, satisfaction, and loyalty in the online environment",http://digitalcommons.uri.edu/dissertations/AAI3115643,0,0,0,0,0,0,0,0,0,0,0,0,0
Self-reported medication adherence among patients with diabetes,http://digitalcommons.uri.edu/dissertations/AAI3145414,0,0,0,0,0,0,0,0,0,0,0,0,0
REACTIONS OF CARBON MONOXIDE ON SILICA-SUPPORTED RUTHENIUM: THE EFFECT OF ADDITION OF ALKALI METAL MODIFIERS AND BIMETALLIC CLUSTER FORMATION ON THE CATALYTIC PROPERTIES OF RUTHENIUM,http://digitalcommons.uri.edu/dissertations/AAI8600691,0,0,0,0,0,0,0,0,0,0,0,0,0
Two-stage heat engine for converting waste heat to useful work,http://digitalcommons.uri.edu/dissertations/AAI3186905,0,0,0,0,0,0,0,0,0,0,0,0,0
Sensors: An optical waveguide strain sensor and an electrochemical oxygen sensor,http://digitalcommons.uri.edu/dissertations/AAI9999194,0,0,0,0,0,0,0,0,0,0,0,0,0
From discourse to activism: Trajectories of Percy Bysshe Shelley's nonviolence philosophy in literatures of resistance,http://digitalcommons.uri.edu/dissertations/AAI3135913,0,0,0,0,0,0,0,0,0,0,0,0,0
The influence of cultural values in the judgment of student behavior,http://digitalcommons.uri.edu/dissertations/AAI9999542,0,0,0,0,0,0,0,0,0,0,0,0,0
Staff support of parents in the pediatric intensive care unit: What are we doing and is it what parents want?,http://digitalcommons.uri.edu/dissertations/AAI9989450,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exploring the experiences of gay, lesbian, and bisexual adolescents in school: Lessons for school psychologists",http://digitalcommons.uri.edu/dissertations/AAI3225315,0,0,0,0,0,0,0,0,0,0,0,0,0
Sex Trafficking and Decriminalized Prostitution in Rhode Island,http://digitalcommons.uri.edu/srhonorsprog/135,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategies for the optimization of immunotherapy in kidney transplantation,http://digitalcommons.uri.edu/dissertations/AAI3276998,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical and mechanical properties of model asphalt systems calculated using molecular simulation,http://digitalcommons.uri.edu/dissertations/AAI3301932,0,0,0,0,0,0,0,0,0,0,0,0,0
Formation of advanced glycation end products by glyceraldehyde and glyceraldehyde-3-phosphate with proteins,http://digitalcommons.uri.edu/dissertations/AAI9999532,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch basin ecosystems and effects of the mosquito larvicide methoprene,http://digitalcommons.uri.edu/dissertations/AAI3186895,0,0,0,0,0,0,0,0,0,0,0,0,0
"Models, algorithms, and measurements for underwater acoustic positioning",http://digitalcommons.uri.edu/dissertations/AAI3025546,0,0,0,0,0,0,0,0,0,0,0,0,0
A pilot study of tailored teaching on non-drug enhancements for managing postoperative pain,http://digitalcommons.uri.edu/dissertations/AAI3186893,0,0,0,0,0,0,0,0,0,0,0,0,0
The transtheoretical model applied to safer sex behavior among university students: A cross-sectional investigation,http://digitalcommons.uri.edu/dissertations/AAI9332463,0,0,0,0,0,0,0,0,0,0,0,0,0
Anoxia tolerance and recovery in freshwater and marine turtles,http://digitalcommons.uri.edu/dissertations/AAI3039084,0,0,0,0,0,0,0,0,0,0,0,0,0
The effects of a kit-based science curriculum and teacher characteristics on students' attitude toward science,http://digitalcommons.uri.edu/dissertations/AAI3186909,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraviolet resonance Raman spectroscopic studies of bacteria and bacterial spores,http://digitalcommons.uri.edu/dissertations/AAI9109467,0,0,0,0,0,0,0,0,0,0,0,0,0
Biological vibrational spectroscopy: From a cellular to a sub-cellular level,http://digitalcommons.uri.edu/dissertations/AAI3039079,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPC for quality and risk: Monitoring processes with cross-sectional and serial interdependence, and higher moments",http://digitalcommons.uri.edu/dissertations/AAI3103719,0,0,0,0,0,0,0,0,0,0,0,0,0
A descriptive analysis of dialogue and inner speech in selected works of fiction,http://digitalcommons.uri.edu/dissertations/AAI8901697,0,0,0,0,0,0,0,0,0,0,0,0,0
The genres of tutor training: Searching for reflective practice,http://digitalcommons.uri.edu/dissertations/AAI3248229,0,0,0,0,0,0,0,0,0,0,0,0,0
The experience of mild traumatic brain injury for selected cases,http://digitalcommons.uri.edu/dissertations/AAI3135891,0,0,0,0,0,0,0,0,0,0,0,0,0
Measuring public preferences to improve the design of farmland preservation programs,http://digitalcommons.uri.edu/dissertations/AAI9707389,0,0,0,0,0,0,0,0,0,0,0,0,0
"Influence of turbulent transport and chemistry on the distributions of hydrogen peroxide, methyl peroxide and formaldehyde in the remote marine boundary layer",http://digitalcommons.uri.edu/dissertations/AAI3063765,0,0,0,0,0,0,0,0,0,0,0,0,0
The stability of WISC-III scores: For whom are triennial re-evaluations necessary?,http://digitalcommons.uri.edu/dissertations/AAI9805230,0,0,0,0,0,0,0,0,0,0,0,0,0
Girls' and boys' beliefs about adult work: Evaluating the effectiveness of a school-based program,http://digitalcommons.uri.edu/dissertations/AAI9507066,0,0,0,0,0,0,0,0,0,0,0,0,0
Parenting the child with hypoplastic left heart syndrome,http://digitalcommons.uri.edu/dissertations/AAI3103713,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigations of conductive polymer coatings for corrosion protection of aluminum alloys,http://digitalcommons.uri.edu/dissertations/AAI9805247,0,0,0,0,0,0,0,0,0,0,0,0,0
Invariant hypothesis testing with applications in signal processing,http://digitalcommons.uri.edu/dissertations/AAI3135904,0,0,0,0,0,0,0,0,0,0,0,0,0
Multispecies modeling of the Georges Bank fish community,http://digitalcommons.uri.edu/dissertations/AAI9989455,0,0,0,0,0,0,0,0,0,0,0,0,0
Surface functionalized magnetic nanoclusters for bioseparations,http://digitalcommons.uri.edu/dissertations/AAI9601874,0,0,0,0,0,0,0,0,0,0,0,0,0
Sex change in Crepidula fornicata: Influence of environmental factors on reproductive success and the timing of sex change,http://digitalcommons.uri.edu/dissertations/AAI3188846,0,0,0,0,0,0,0,0,0,0,0,0,0
Female coping with cardiac rehabilitation after a cardiac event: A qualitative study,http://digitalcommons.uri.edu/dissertations/AAI3053117,0,0,0,0,0,0,0,0,0,0,0,0,0
The effect of an integrated curriculum on fourth graders' achievement in and attitude toward music instruction,http://digitalcommons.uri.edu/dissertations/AAI3077998,0,0,0,0,0,0,0,0,0,0,0,0,0
"Channel 6 in Washington with Truman Taylor: Senators George Mitchell and Chafee on Taxes, Budget, Medicare, Hazardous Waste, MX Missile (29:17)",http://digitalcommons.uri.edu/chafee_audio/17,0,0,0,0,0,0,0,0,0,0,0,0,0
The dynamics and optimal harvesting of multispecies fisheries in fluctuating environments,http://digitalcommons.uri.edu/dissertations/AAI9805250,0,0,0,0,0,0,0,0,0,0,0,0,0
New results for Z-cyclic generalized whist tournaments and Z-cyclic generalized whist frames,http://digitalcommons.uri.edu/dissertations/AAI3135919,0,0,0,0,0,0,0,0,0,0,0,0,0
Exploring the decision-making process of prevention providers in adopting or rejecting a community-level approach to substance abuse prevention,http://digitalcommons.uri.edu/dissertations/AAI3346844,0,0,0,0,0,0,0,0,0,0,0,0,0
Microstructure studies in surfactant systems,http://digitalcommons.uri.edu/dissertations/AAI3160026,0,0,0,0,0,0,0,0,0,0,0,0,0
Highly significant findings in psychology: A power and effect size survey,http://digitalcommons.uri.edu/dissertations/AAI3053127,0,0,0,0,0,0,0,0,0,0,0,0,0
The effect of breaking waves on a coupled model of wind and ocean surface waves,http://digitalcommons.uri.edu/dissertations/AAI3248233,0,0,0,0,0,0,0,0,0,0,0,0,0
A study of the relation between reading achievement and less-than-proficient urban adolescent readers' world view of reading,http://digitalcommons.uri.edu/dissertations/AAI3053097,0,0,0,0,0,0,0,0,0,0,0,0,0
An exploration of critical thinking and processing in cardiac nurses' practice,http://digitalcommons.uri.edu/dissertations/AAI3039073,0,0,0,0,0,0,0,0,0,0,0,0,0
"The relationships between metacomprehension strategy awareness, student reading performance and comprehension strategy instruction",http://digitalcommons.uri.edu/dissertations/AAI3159956,0,0,0,0,0,0,0,0,0,0,0,0,0
"A media skills intervention for adolescents on gender attitudes, beliefs, and behaviors",http://digitalcommons.uri.edu/dissertations/AAI9945227,0,0,0,0,0,0,0,0,0,0,0,0,0
Managed profiles: The value of personal information in commercial exchange,http://digitalcommons.uri.edu/dissertations/AAI3115636,0,0,0,0,0,0,0,0,0,0,0,0,0
High-frequency internal waves in the upper eastern equatorial Pacific,http://digitalcommons.uri.edu/dissertations/AAI9831113,0,0,0,0,0,0,0,0,0,0,0,0,0
Failure of marine composite materials due to blast loading,http://digitalcommons.uri.edu/dissertations/AAI3284829,0,0,0,0,0,0,0,0,0,0,0,0,0
The internal process of therapeutic touch as nursing action,http://digitalcommons.uri.edu/dissertations/AAI3053099,0,0,0,0,0,0,0,0,0,0,0,0,0
Preparation and characterization of ceramic sensors for use at elevated temperatures,http://digitalcommons.uri.edu/dissertations/AAI3186928,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stress management during pregnancy: An investigation of the psychosocial, behavioral, and cognitive correlates",http://digitalcommons.uri.edu/dissertations/AAI3103710,0,0,0,0,0,0,0,0,0,0,0,0,0
Statistical power and effect size in the field of health psychology,http://digitalcommons.uri.edu/dissertations/AAI9945214,0,0,0,0,0,0,0,0,0,0,0,0,0
Characterization of blow-up solutions to certain nonlinear Volterra integral equations,http://digitalcommons.uri.edu/dissertations/AAI9723556,0,0,0,0,0,0,0,0,0,0,0,0,0
"Craft criticism, composition theory, and the future(s) of English studies",http://digitalcommons.uri.edu/dissertations/AAI9902571,0,0,0,0,0,0,0,0,0,0,0,0,0
Library Web Site Statistics 2005-2006,http://digitalcommons.uri.edu/ts_rpts/32,0,0,0,0,0,0,0,0,0,0,0,0,0
The potential clinical utility of methods for estimating prior standing in specific cognitive domains: A feasibility and illustration study,http://digitalcommons.uri.edu/dissertations/AAI3025538,0,0,0,0,0,0,0,0,0,0,0,0,0
Spectroscopic analysis and detection of biological systems,http://digitalcommons.uri.edu/dissertations/AAI9831110,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluating the effectiveness of an anger management program in a detention facility,http://digitalcommons.uri.edu/dissertations/AAI3225317,0,0,0,0,0,0,0,0,0,0,0,0,0
"Narratives of toil: A study of labor, ideology, and narrative form in late-Victorian social fiction",http://digitalcommons.uri.edu/dissertations/AAI9805253,0,0,0,0,0,0,0,0,0,0,0,0,0
Fay Weldon: A contemporary critical voice,http://digitalcommons.uri.edu/dissertations/AAI9831108,0,0,0,0,0,0,0,0,0,0,0,0,0
Solid-state plasticizers for melt extrusion,http://digitalcommons.uri.edu/dissertations/AAI3276980,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental regulation of gene expression during senescence in soybean (Glycine max L.),http://digitalcommons.uri.edu/dissertations/AAI9945235,0,0,0,0,0,0,0,0,0,0,0,0,0
Three papers that evaluate stock portfolio rebalancing and delisting influences on empirical asset pricing tests,http://digitalcommons.uri.edu/dissertations/AAI9999531,0,0,0,0,0,0,0,0,0,0,0,0,0
Marijuana abuse in incarcerated adolescents: Reasons for use and implications for treatment,http://digitalcommons.uri.edu/dissertations/AAI3276992,0,0,0,0,0,0,0,0,0,0,0,0,0
Traces of Enlightenment: Eighteenth-century travel writing and the reproduction of knowledge(s),http://digitalcommons.uri.edu/dissertations/AAI3025545,0,0,0,0,0,0,0,0,0,0,0,0,0
Advances in sliding window subspace tracking,http://digitalcommons.uri.edu/dissertations/AAI3206257,0,0,0,0,0,0,0,0,0,0,0,0,0
"The engineering feasibility of a tidal siphon, and alternative to the jetty hardened coastal inlet",http://digitalcommons.uri.edu/dissertations/AAI9988104,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursery grounds and maturation of the sandbar shark in the western North Atlantic,http://digitalcommons.uri.edu/dissertations/AAI9921548,0,0,0,0,0,0,0,0,0,0,0,0,0
Oral contraceptive use: The application of the transtheoretical model,http://digitalcommons.uri.edu/dissertations/AAI9908233,0,0,0,0,0,0,0,0,0,0,0,0,0
Stability and periodicity of some difference equations and applications,http://digitalcommons.uri.edu/dissertations/AAI9902568,0,0,0,0,0,0,0,0,0,0,0,0,0
Some problems in list coloring bipartite graphs,http://digitalcommons.uri.edu/dissertations/AAI9805236,0,0,0,0,0,0,0,0,0,0,0,0,0
"An investigation of dissociation, attentional focus, affective response, and sexual arousal in women",http://digitalcommons.uri.edu/dissertations/AAI9702094,0,0,0,0,0,0,0,0,0,0,0,0,0
Genetic transformation of bentgrasses for fungal disease resistance,http://digitalcommons.uri.edu/dissertations/AAI3078006,0,0,0,0,0,0,0,0,0,0,0,0,0
Information processing in consumer relationships: The effect of emotional commitment,http://digitalcommons.uri.edu/dissertations/AAI3225310,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture of summer flounder Paralichthys dentatus: Environmental and endocrine synchronization of growth and settlement in larvae and identification of stressors in juveniles,http://digitalcommons.uri.edu/dissertations/AAI3145416,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOCOMOTOR ACTIVITY OF ADULT-SIZED AMERICAN EELS (ANGUILLA ROSTRATA LESUEUR): EFFECTS OF SHELTER AVAILABILITY, INDUCED MATURATION AND SENSORY IMPAIRMENT",http://digitalcommons.uri.edu/dissertations/AAI7608950,0,0,0,0,0,0,0,0,0,0,0,0,0
"Requirement of integrin alpha5beta1 and tyrosine phosphorylation of Shc for proHB-EGF release by GPR30, a seven transmembrane receptor for estrogen",http://digitalcommons.uri.edu/dissertations/AAI3225328,0,0,0,0,0,0,0,0,0,0,0,0,0
Perturbation theory in depth and range-dependent environments,http://digitalcommons.uri.edu/dissertations/AAI9202992,0,0,0,0,0,0,0,0,0,0,0,0,0
School psychologists' readiness to implement response to intervention practices,http://digitalcommons.uri.edu/dissertations/AAI3328723,0,0,0,0,0,0,0,0,0,0,0,0,0
Prescribing patterns and clinical outcomes in asthmatic children: A historical cohort study,http://digitalcommons.uri.edu/dissertations/AAI9945233,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feeding ecology of the ctenophore Mnemiopsis leidyi A. Agassiz (Ctenophora, Lobata)",http://digitalcommons.uri.edu/dissertations/AAI3277008,0,0,0,0,0,0,0,0,0,0,0,0,0
Making sense of it: The ICU experience. A participant observation-patient centered study,http://digitalcommons.uri.edu/dissertations/AAI9332454,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOTATION MECHANISMS AND IONIC RELATIONS OF THE NON-MOTILE MARINE DINOFLAGELLATE PYROCYSTIS NOCTILUCA MURRAY (1885),http://digitalcommons.uri.edu/dissertations/AAI7722179,0,0,0,0,0,0,0,0,0,0,0,0,0
A multi-level approach to individual readiness to adopt entreprise resource planning software,http://digitalcommons.uri.edu/dissertations/AAI3135900,0,0,0,0,0,0,0,0,0,0,0,0,0
A multi commodity recyclables collection model using partitioned vehicles,http://digitalcommons.uri.edu/dissertations/AAI3186916,0,0,0,0,0,0,0,0,0,0,0,0,0
Algorithms for missing data replacement in time series analysis,http://digitalcommons.uri.edu/dissertations/AAI9702103,0,0,0,0,0,0,0,0,0,0,0,0,0
The economic consequences of fish habitat conservation and management,http://digitalcommons.uri.edu/dissertations/AAI3135922,0,0,0,0,0,0,0,0,0,0,0,0,0
The influence of teacher response on African American students' codeswitching,http://digitalcommons.uri.edu/dissertations/AAI3025533,0,0,0,0,0,0,0,0,0,0,0,0,0
Stock structure of yellowtail flounder off the northeastern United States,http://digitalcommons.uri.edu/dissertations/AAI3103697,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamic crack propagation and damage evolution in functionally gradient materials,http://digitalcommons.uri.edu/dissertations/AAI9945223,0,0,0,0,0,0,0,0,0,0,0,0,0
Characterization of accelerating pipe flow,http://digitalcommons.uri.edu/dissertations/AAI8811562,0,0,0,0,0,0,0,0,0,0,0,0,0
The Embedded Writing Institute:  A study of professional development,http://digitalcommons.uri.edu/dissertations/AAI3103717,0,0,0,0,0,0,0,0,0,0,0,0,0
An NEH Fellowship examined: Social networks and composition history,http://digitalcommons.uri.edu/dissertations/AAI9513235,0,0,0,0,0,0,0,0,0,0,0,0,0
Speech and power negotiations in industrial novels from 1849 to 1866,http://digitalcommons.uri.edu/dissertations/AAI3277000,0,0,0,0,0,0,0,0,0,0,0,0,0
Two contrasting cases of men's experiences with chronic coronary heart disease post 1985,http://digitalcommons.uri.edu/dissertations/AAI9945237,0,0,0,0,0,0,0,0,0,0,0,0,0
Emergent readers' joint text construction:  A descriptive study of reading in social context,http://digitalcommons.uri.edu/dissertations/AAI9988220,0,0,0,0,0,0,0,0,0,0,0,0,0
"The impact of climate change on benthic-pelagic coupling and the biogeochemical cycling of Narragansett Bay, Rhode Island",http://digitalcommons.uri.edu/dissertations/AAI3276984,0,0,0,0,0,0,0,0,0,0,0,0,0
The use of inverse detected NMR for the analyses of diesel oil extracts,http://digitalcommons.uri.edu/dissertations/AAI9723568,0,0,0,0,0,0,0,0,0,0,0,0,0
