PAYMENT DATE,BUSINESS UNIT,PAYMENT TYPE,PAYEE,PAYMENT AMOUNT
2013-05-21 00:00:00,Crosby Rec Center,CREDIT CARD FEES,BANK OF AMERICA P-CARD,15
2013-05-21 00:00:00,Crosby Rec Center,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,76.38
2013-05-21 00:00:00,Senior Center,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,18.42
2013-05-21 00:00:00,Senior Center,CREDIT CARD FEES,BANK OF AMERICA P-CARD,15
2013-05-21 00:00:00,Senior Center,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,76.38
2013-05-21 00:00:00,Senior Center,R/M SVCS.-OTH. EQUIP.,BANK OF AMERICA P-CARD,80
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,LANDSCAPE MATERIALS,BANK OF AMERICA P-CARD,189.25
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,LANDSCAPE MATERIALS,BANK OF AMERICA P-CARD,263.25
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,HAND TOOLS,BANK OF AMERICA P-CARD,66.46000000000001
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,HAND TOOLS,BANK OF AMERICA P-CARD,74
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,HAND TOOLS,BANK OF AMERICA P-CARD,171.63
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,HAND TOOLS,BANK OF AMERICA P-CARD,201.16
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,HAND TOOLS,BANK OF AMERICA P-CARD,127.6
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,194.64
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,711.36
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,95.3
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,195
2013-05-21 00:00:00,Parks Mntc Contract Svcs L4,VEH MAINT CHRGS - NON TARGET,BANK OF AMERICA P-CARD,1244.24
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,31.65
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,JANITORIAL SUPPLIES,BANK OF AMERICA P-CARD,10.91
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,JANITORIAL SUPPLIES,BANK OF AMERICA P-CARD,239.9
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,HAND TOOLS,BANK OF AMERICA P-CARD,44.93
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,GASOLINE & FUELS ALLOC,BANK OF AMERICA P-CARD,62
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,137.96
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,-30.64
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,220.53
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,97.37
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,401.98
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,-5.29
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,51
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,-1.99
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,759.5
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,26.16
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,41.96
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,22.5
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,RENTALS-MACHINERY & EQUIPMENT,BANK OF AMERICA P-CARD,-52.1
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,RENTALS-MACHINERY & EQUIPMENT,BANK OF AMERICA P-CARD,150
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,"WIRELESS, CELL PHONE",BANK OF AMERICA P-CARD,243.77
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,47.74
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,1200.92
2013-05-21 00:00:00,Parks Mntc Non-Cntrct Svcs L4,R/M SVCS.-STRUCTURES,BANK OF AMERICA P-CARD,996
2013-05-21 00:00:00,Athletics L4,LANDSCAPE MATERIALS,BANK OF AMERICA P-CARD,28.96
2013-05-21 00:00:00,Athletics L4,IRRIGATION SUPPLIES,BANK OF AMERICA P-CARD,26.53
2013-05-21 00:00:00,Athletics L4,BASE MATERIALS,BANK OF AMERICA P-CARD,405.6
2013-05-21 00:00:00,Athletics L4,HAND TOOLS,BANK OF AMERICA P-CARD,32.89
2013-05-21 00:00:00,Athletics L4,HAND TOOLS,BANK OF AMERICA P-CARD,30.75
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,137.5
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,52.84
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,263.7
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,147.5
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,587.1
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,63
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,69
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,29.99
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,6.5
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,237
2013-05-21 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,0.5
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,492.32
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,69.98
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,40
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,39.96
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,189.37
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,201.73
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,130.84
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,99.99
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,45.96
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,-76.15
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,76.15
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,27.18
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,133.99
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,150.42000000000002
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,39.660000000000004
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,9.68
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,90.27
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,7.96
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,23.85
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,64.92
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,5.79
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,112.7
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,13.92
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,14.48
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,21.94
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,15.65
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,15.12
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,8.65
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,69.98
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,82.48
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,25.34
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,2.88
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,3.49
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,27.44
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,804.74
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,124.59
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,1580.19
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,160
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,34.86
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,37.96
2013-05-21 00:00:00,Athletics L4,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,22.6
2013-05-21 00:00:00,Athletics L4,R/M SUP.-OTHER EQUIP.,BANK OF AMERICA P-CARD,106.9
2013-05-21 00:00:00,Athletics L4,R/M SUP.-OTHER EQUIP.,BANK OF AMERICA P-CARD,301.07
2013-05-21 00:00:00,Athletics L4,R/M SUP.-OTHER EQUIP.,BANK OF AMERICA P-CARD,151.9
2013-05-21 00:00:00,Athletics L4,R/M SUP.-OTHER EQUIP.,BANK OF AMERICA P-CARD,1306.93
2013-05-21 00:00:00,Athletics L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,3.8
2013-05-21 00:00:00,Athletics L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,457.61
2013-05-21 00:00:00,Athletics L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,613.1800000000001
2013-05-21 00:00:00,Athletics L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,40
2013-05-21 00:00:00,Athletics L4,RENTALS-MACHINERY & EQUIPMENT,BANK OF AMERICA P-CARD,1410
2013-05-21 00:00:00,Athletics L4,RENTALS-MACHINERY & EQUIPMENT,BANK OF AMERICA P-CARD,775
2013-05-21 00:00:00,Athletics L4,CREDIT CARD FEES,BANK OF AMERICA P-CARD,15
2013-05-21 00:00:00,Athletics L4,CREDIT CARD FEES,BANK OF AMERICA P-CARD,15
2013-05-21 00:00:00,Athletics L4,"WIRELESS, CELL PHONE",BANK OF AMERICA P-CARD,159.96
2013-05-21 00:00:00,Athletics L4,"WIRELESS, CELL PHONE",BANK OF AMERICA P-CARD,103.7
2013-05-21 00:00:00,Athletics L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,1200.92
2013-05-21 00:00:00,Athletics L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,12.52
2013-05-21 00:00:00,Trails 5K Fund L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,62.25
2013-05-21 00:00:00,Trails 5K Fund L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,128
2013-05-21 00:00:00,Trails 5K Fund L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,175.3
2013-05-21 00:00:00,Public Works Admin  L4,POSTAGE & COURIERS,BANK OF AMERICA P-CARD,6.11
2013-05-21 00:00:00,Public Works Admin  L4,POSTAGE & COURIERS,BANK OF AMERICA P-CARD,6.11
2013-05-21 00:00:00,Public Works Admin  L4,POSTAGE & COURIERS,BANK OF AMERICA P-CARD,6.11
2013-05-21 00:00:00,Public Works Admin  L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,75
2013-05-21 00:00:00,Streets  L4,HAND TOOLS,BANK OF AMERICA P-CARD,39.980000000000004
2013-05-21 00:00:00,Streets  L4,HAND TOOLS,BANK OF AMERICA P-CARD,57.85
2013-05-21 00:00:00,Streets  L4,GASOLINE & FUELS ALLOC,BANK OF AMERICA P-CARD,17.82
2013-05-21 00:00:00,Streets  L4,GASOLINE & FUELS ALLOC,BANK OF AMERICA P-CARD,17.82
2013-05-21 00:00:00,Streets  L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,24.88
2013-05-21 00:00:00,Streets  L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,196.45
2013-05-21 00:00:00,Streets  L4,R/M SVCS.-OTH. EQUIP.,BANK OF AMERICA P-CARD,121.9
2013-05-21 00:00:00,Drainage  L4,LANDSCAPE MATERIALS,BANK OF AMERICA P-CARD,-89.5
2013-05-21 00:00:00,Drainage  L4,LANDSCAPE MATERIALS,BANK OF AMERICA P-CARD,89.5
2013-05-21 00:00:00,Drainage  L4,HAND TOOLS,BANK OF AMERICA P-CARD,24.96
2013-05-21 00:00:00,Drainage  L4,SMALL EQUIPMENT,BANK OF AMERICA P-CARD,305.40000000000003
2013-05-21 00:00:00,Drainage  L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,19.5
2013-05-21 00:00:00,Drainage  L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,88.71
2013-05-21 00:00:00,Traffic Operations  L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,248.81
2013-05-21 00:00:00,Traffic Operations  L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,89.9
2013-05-21 00:00:00,Traffic Operations  L4,R/M SUP.-SGNLS. ST.,BANK OF AMERICA P-CARD,168.02
2013-05-21 00:00:00,Traffic Operations  L4,"R/M SUP.-SIGNS, MRK.",BANK OF AMERICA P-CARD,993
2013-05-21 00:00:00,Traffic Operations  L4,"R/M SUP.-SIGNS, MRK.",BANK OF AMERICA P-CARD,26
2013-05-21 00:00:00,Traffic Operations  L4,"R/M SUP.-SIGNS, MRK.",BANK OF AMERICA P-CARD,210
2013-05-21 00:00:00,Traffic Operations  L4,"R/M SUP.-SIGNS, MRK.",BANK OF AMERICA P-CARD,1572.6
2013-05-21 00:00:00,Utility Pumping,HAND TOOLS,BANK OF AMERICA P-CARD,24.97
2013-05-21 00:00:00,Utility Pumping,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,75.74
2013-05-21 00:00:00,Utility Pumping,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,-157.92000000000002
2013-05-21 00:00:00,Utility Pumping,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,43.8
2013-05-21 00:00:00,Utility Pumping,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,95.75
2013-05-21 00:00:00,Utility Pumping,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,259.63
2013-05-21 00:00:00,Utility Pumping,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,24.03
2013-05-21 00:00:00,Utility Pumping,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,21.46
2013-05-21 00:00:00,Utility Pumping,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,9.97
2013-05-21 00:00:00,Utility Pumping,R/M SUP.-STRUCTURES,BANK OF AMERICA P-CARD,63.25
2013-05-21 00:00:00,Utility Pumping,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,29.71
2013-05-21 00:00:00,Utility Pumping,R/M SVCS.-STRUCTURES,BANK OF AMERICA P-CARD,1803.15
2013-05-21 00:00:00,Utility Pumping,CONF. & TRAINING,BANK OF AMERICA P-CARD,639.4
2013-05-21 00:00:00,Utility Pumping,CONF. & TRAINING,BANK OF AMERICA P-CARD,47.45
2013-05-21 00:00:00,Water Distribution,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,171.96
2013-05-21 00:00:00,Water Distribution,LANDSCAPE MATERIALS,BANK OF AMERICA P-CARD,209.5
2013-05-21 00:00:00,Water Distribution,CONCRETE,BANK OF AMERICA P-CARD,-8.91
2013-05-21 00:00:00,Water Distribution,HAND TOOLS,BANK OF AMERICA P-CARD,68.60000000000001
2013-05-21 00:00:00,Water Distribution,SMALL EQUIPMENT,BANK OF AMERICA P-CARD,116.22
2013-05-21 00:00:00,Water Distribution,SMALL EQUIPMENT,BANK OF AMERICA P-CARD,142.8
2013-05-21 00:00:00,Water Distribution,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,287
2013-05-21 00:00:00,Water Distribution,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,5.94
2013-05-21 00:00:00,Water Distribution,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,64.36
2013-05-21 00:00:00,Water Distribution,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,254.8
2013-05-21 00:00:00,Water Distribution,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,37.45
2013-05-21 00:00:00,Water Distribution,RENTALS-MACHINERY & EQUIPMENT,BANK OF AMERICA P-CARD,22.42
2013-05-21 00:00:00,Wastewater,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,171.96
2013-05-21 00:00:00,Wastewater,CONCRETE,BANK OF AMERICA P-CARD,910
2013-05-21 00:00:00,Wastewater,HAND TOOLS,BANK OF AMERICA P-CARD,79.94
2013-05-21 00:00:00,Wastewater,HAND TOOLS,BANK OF AMERICA P-CARD,21.97
2013-05-21 00:00:00,Wastewater,HAND TOOLS,BANK OF AMERICA P-CARD,-86.54
2013-05-21 00:00:00,Wastewater,HAND TOOLS,BANK OF AMERICA P-CARD,86.54
2013-05-21 00:00:00,Wastewater,SMALL EQUIPMENT,BANK OF AMERICA P-CARD,75.78
2013-05-21 00:00:00,Wastewater,SMALL EQUIPMENT,BANK OF AMERICA P-CARD,856.8
2013-05-21 00:00:00,Utility Replacement Program,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,171.96
2013-05-21 00:00:00,Utility Replacement Program,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,102
2013-05-21 00:00:00,Utility Replacement Program,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,466.9
2013-05-21 00:00:00,Planning L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,86.52
2013-05-21 00:00:00,Planning L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,3.49
2013-05-21 00:00:00,Planning L4,POSTAGE & COURIERS,BANK OF AMERICA P-CARD,14.1
2013-05-21 00:00:00,Planning L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,251.78
2013-05-21 00:00:00,Planning L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,78.9
2013-05-21 00:00:00,Planning L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,455
2013-05-21 00:00:00,UD TOD L4,ADVERTISING-GENERAL,BANK OF AMERICA P-CARD,180
2013-05-21 00:00:00,Economic Development L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,880.86
2013-05-21 00:00:00,Economic Development L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,376.8
2013-05-21 00:00:00,Traffic Engineering L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,34.160000000000004
2013-05-21 00:00:00,Civil Engineering L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,409.63
2013-05-21 00:00:00,Civil Engineering L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,25
2013-05-21 00:00:00,Building Inspection L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,8.99
2013-05-21 00:00:00,Building Inspection L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,63.1
2013-05-21 00:00:00,Building Inspection L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,27.46
2013-05-21 00:00:00,Building Inspection L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,195.96
2013-05-21 00:00:00,Building Inspection L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,13.98
2013-05-21 00:00:00,Building Inspection L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,18.96
2013-05-21 00:00:00,Building Inspection L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,554.9300000000001
2013-05-21 00:00:00,Building Inspection L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,135
2013-05-21 00:00:00,Building Inspection L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,111
2013-05-21 00:00:00,Building Inspection L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,55
2013-05-21 00:00:00,Building Inspection L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,180
2013-05-21 00:00:00,Building Inspection L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,360
2013-05-21 00:00:00,Building Inspection L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,151.49
2013-05-21 00:00:00,Building Inspection L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,39.45
2013-05-21 00:00:00,Building Inspection L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,50.3
2013-05-21 00:00:00,Building Inspection L4,"WIRELESS, CELL PHONE",BANK OF AMERICA P-CARD,338.51
2013-05-21 00:00:00,Building Inspection L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,-65
2013-05-21 00:00:00,Building Inspection L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,1980
2013-05-21 00:00:00,Building Inspection L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,25
2013-05-21 00:00:00,Building Inspection L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,199.5
2013-05-21 00:00:00,Golf Operating L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,262.18
2013-05-21 00:00:00,Golf Operating L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,289.63
2013-05-21 00:00:00,Flt Operating L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,22.5
2013-05-21 00:00:00,Flt Operating L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,131.55
2013-05-21 00:00:00,Crt Tech Cap Proj L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,20.17
2013-05-21 00:00:00,Gen Cap IT Proj L3,TELECOMMUNICATIONS,BANK OF AMERICA P-CARD,104.83
2013-05-21 00:00:00,Anim Shltr 09 Cap Proj L4,FURNITURE & FIXTURES,BANK OF AMERICA P-CARD,16.740000000000002
2013-05-21 00:00:00,Anim Shltr 09 Cap Proj L4,FURNITURE & FIXTURES,BANK OF AMERICA P-CARD,557
2013-05-21 00:00:00,Anim Shltr 09 Cap Proj L4,FURNITURE & FIXTURES,BANK OF AMERICA P-CARD,193.95
2013-05-21 00:00:00,Anim Shltr 09 Cap Proj L4,FURNITURE & FIXTURES,BANK OF AMERICA P-CARD,149.97
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,ALAN E. COFFMAN DVM PLLC,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
2013-05-24 00:00:00,General Fund,ANIMAL CONTROL,NOAH'S ARK PET HOSPITAL,50
