IRN,DISTRICT,COUNTY,COUNTY NUMBER,DISTRICT TYPE,CALCULATED OPPORTUNITY GRANT,CAPPED OPPORTUNITY GRANT,CALCULATED TARGETED ASSISTANCE,CAPPED TARGETED ASSISTANCE,CALCULATED K-3 LITERACY FUNDING,CAPPED K-3 LITERACY FUNDING,CALCULATED ECONOMIC DISADVANTAGED FUNDING,CAPPED ECONOMIC DISADVANTAGED FUNDING,CALCULATED LIMITED ENGLISH PROFICIENCY FUNDING,CAPPED LIMITED ENGLISH PROFICIENCY FUNDING,CALCULATED GIFTED EDUCATION FUNDING,CAPPED GIFTED EDUCATION FUNDING,CALCULATED TRANSPORTATION FUNDING,CAPPED TRANSPORTATION FUNDING,CALCULATED SPECIAL EDUCATION ADDITIONAL FUNDING,CAPPED SPECIAL EDUCATION ADDITIONAL FUNDING,CALCULATED CAREER TECH EDUCATION FUNDING,CAPPED CAREER TECH EDUCATION FUNDING,CALCULATED FUNDING BEFORE GUARANTEE,CAPPED FUNDING BEFORE GUARANTEE,TRANSITIONAL GUARANTEE BASE,TRANSITIONAL GUARANTEE,TOTAL CALCULATED STATE FUNDING,PRESCHOOL SPECIAL EDUCATION FUNDING,SPECIAL EDUCATION TRANSPORTATION FUNDING,TOTAL ADDITIONAL AID ITEMS,EDUCATION SERVICE CENTER TRANSFER,OPEN ENROLLMENT ADJUSTMENT,COMMUNITY SCHOOL TRANSFER,STEM SCHOOL TRANSFER,SCHOLARSHIP TRANSFER,OTHER ADJUSTMENTS,TOTAL TRANSFERS & ADJUSTMENTS,NET STATE FOUNDATION FUNDING,STATEWIDE TOTAL ADM,STATEWIDE FORMULA ADM,STATEWIDE ECONOMIC DISADVANTAGED RATIO,STATEWIDE MEDIAN INCOME,STATEWIDE 3 YEAR AVERAGE VALUATION,STATEWIDE 3 YEAR AVERAGE ADJUSTED VALUATION,STATEWIDE 3 YEAR FEDERAL GROSS INCOME,ADJUSTED TOTAL ADM,TOTAL ADM,TUITION KINDERGARTEN ADM,JOINTURE JVS ADM,FORMULA ADM,CATEGORY 1 SPECIAL EDUCATION ADM,CATEGORY 2 SPECIAL EDUCATION ADM,CATEGORY 3 SPECIAL EDUCATION ADM,CATEGORY 4 SPECIAL EDUCATION ADM,CATEGORY 5 SPECIAL EDUCATION ADM,CATEGORY 6 SPECIAL EDUCATION ADM,CATEGORY 1 CAREER TECH FTE,CATEGORY 2 CAREER TECH FTE,CATEGORY 3 CAREER TECH FTE,CATEGORY 4 CAREER TECH FTE,CATEGORY 5 CAREER TECH FTE,CATEGORY 1 LEP ADM,CATEGORY 2 LEP ADM,CATEGORY 3 LEP ADM,K-3 FORMULA ADM,K-3 E-SCHOOL FORMULA ADM,PRESCHOOL AUTISM SCHOLARSHIP ADM,BRICK & MORTAR & STEM SCHOOL ADM,E-SCHOOL FORMULA ADM,NET FORMULA ADM,JON PETERSON SCHOLARSHIP ADM,AUTISM SCHOLARSHIP ADM,EDCHOICE SCHOLARSHIP ADM,ECONOMIC DISADVANTAGED ADM,ECONOMIC DISADVANTAGED RATIO,3 YEAR AVERAGE FEDERAL GROSS INCOME,3 YEAR AVERAGE TOTAL REAL VALUATION,3 YEAR AVERAGE AGRICULTURAL REAL VALUATION,3 YEAR AVERAGE ADJSUTED TOTAL VALUATION,3 YEAR AVERAGE TOTAL VALUATION,EXEMPT PROPERTY VALUATION,POTENTIAL PROPERTY VALUATION,MEDIAN INCOME TY11,STATE SHARE INDEX,ECONIMC DISADVANTAGED INDEX,INCOMING OPEN ENROLLMENT ADM,OUTGOING OPEN ENROLLMENT ADM,RESIDENT COMMUNITY SCHOOL ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 1 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 2 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 3 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 4 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 5 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 6 ADM
46789,Edison Local,Erie,22,3,3681257.34,2741131.44,387156.48,288283.79,62044.89,46199.76,97254.84,72417.73,4508.93,3357.43,74800.9,55698.12,2436360.06,1814158.19,493484.1,493484.1,7014.93,7014.93,7243882.47,5521745.49,5196936.93,0,5521745.49,96985.11,49533.15,146518.26,-711524.06,146504.55,-246414.57,0,-76825,-926.58,-889185.66,4779078.09,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1558.21,1558.21,0,82.53,1492.18,47,89.75,6,2,9.25,20.64,0.6,0,1.2,0,7.79,1,8,0,446.25,2.05,0,9.01,25.91,1459.12,0,0.39,0,580.04,0.372247643,223657002,218502913,28655640,229598613,229598613,18950390,248549003,33051,0.429422633,0.640827687,115.39,85.8,32.56,14,6,0,0,1,0
46797,Kelleys Island Local SD,Erie,22,3,861.75,206.64,0,0,0,0,0,0,0,0,29615,7101.27,0,0,0,0,0,0,30476.75,7307.91,6878.02,0,7307.91,0,0,0,-18.15,-17235,0,0,0,0,-17253.15,-9945.24,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6470925,77985900,729350,78822460,78822460,13320220,92142680,32133,0.05,0,0,3,0,0,0,0,0,0,0
46805,Margaretta Local SD,Erie,22,3,2797718.52,2797718.52,288492.9,288492.9,44918.56,44918.56,53563.5,53563.5,0,0,60015.15,60015.15,420745.06,420745.06,360711.3,360711.3,26763.88,26763.88,4052928.87,4052928.87,4047152.66,0,4052928.87,73094.74,48013.42,121108.16,-511214.94,380049.6,-366103.32,0,-10820,-61650.69,-569739.35,3604297.68,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1177.36,1177.36,0,65.41,1125.03,19.3,75.89,6.93,0,14,9,11.49,0.84,0,0,0.49,0,0,0,324.6,4,0,34.96,20,1077.31,1.5,0,0,395.18,0.335649249,167314799,166359433,21670237,173869160,173869160,9187390,183056550,32236,0.432862418,0.521013185,149.2,80.82,53.41,13,0,0,0,1,1
46813,Perkins Local SD,Erie,22,3,2527383.85,2527383.85,0,0,57678.53,57678.53,47245.09,47245.09,3399.78,3399.78,92342.3,92342.3,616615.09,616615.09,355025.16,355025.16,1418.25,1418.25,3701108.05,3701108.05,3559927.68,0,3701108.05,97557.38,28812.45,126369.83,-22596.89,2372951.71,-360027.36,0,-129548,-7749.27,1853030.19,5680508.07,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1940.49,1940.49,0,60.03,1892.46,47,125.74,18,1,19,19.89,0.5,0.54,0.46,0,0.14,3,9,0,501.91,0.61,0,23.23,25.54,1840.2,8.5,0.79,0,528.99,0.272606404,357202645,433062317,11700940,444558550,444558550,31078270,475636820,33652,0.232463335,0.343676203,524.22,93.15,49.71,2,17,0,0,0,2
46821,Vermilion Local SD,Erie,22,3,3200915.88,3200915.88,0,0,63463.85,63463.85,158072.74,158072.74,1678.83,1678.83,97646.3,97646.3,479761.66,479761.66,525198.99,525198.99,12859.51,12859.51,4539597.76,4539597.76,4394205.95,0,4539597.76,108661.44,60580.56,169242,-19027.74,-193125,-275488.74,0,-253364,-1220.72,-742226.2,3966613.56,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2057.26,2057.76,1,82.5,1991.26,37,179.32,27,2,8,30.05,3.25,0,15.09,0,1.05,4,0,0,530.07,5.47,0,5.74,29.22,1948.73,8,1,0,818.28,0.397655703,342391537,395038060,9211300,437047236,437047236,20251990,457299227,32160,0.279805507,0.73129362,62.5,91.8,34.38,10,9,0,1,2,1
46847,Amanda-Clearcreek Local SD,Fairfield,23,3,6093153.34,6091516.78,1626818.97,1626382.03,77685.05,77664.18,117871.73,117840.07,2520.79,2520.11,78188.9,78167.9,773946.63,773738.75,686309.95,686309.95,110950.78,110950.78,9567446.14,9565090.55,9002438.17,0,9565090.55,41476.16,70804.89,112281.05,-72712.58,412846.95,-296468.74,0,-17500,-11933.43,14232.2,9691603.8,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1623.91,1623.91,0,57.66,1577.78,16,93.42,13,1,17.5,9,28.84,0,0,0,15.14,1,2,0,462.02,5.12,0,3,38.63,1536.9,0,0,0,639.34,0.393704085,164028024,146630313,38977443,151395343,151395343,18424410,169819753,34510,0.67221102,0.716831689,120.51,42.9,43.41,1,7,0,0,0,0
46854,Berne Union Local SD,Fairfield,23,3,2050477.69,2050477.69,371482.44,371482.44,31718.93,31718.93,100615.85,100615.85,0,0,49161.05,49161.05,362664.29,362664.29,236810.23,236810.23,5979.54,5979.54,3208910.02,3208910.02,3447725.6,238815.58,3447725.6,30847.25,35714.95,66562.2,-7891.47,230519,-91862.55,0,-17500,-504.27,112760.71,3627048.51,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,821.49,821.49,0,21.6,804.21,31.3,74.9,5,0,2,5,1.12,0.69,0,0.12,3.12,0,0,0,227.2,3,0,0,17.24,786.97,0,0,0,382.07,0.465093915,98249223,90119733,21066827,116908686,116908686,6706650,123615337,32696,0.44380843,1.000365416,80.2,37.8,15.99,6,1,0,0,0,0
46862,Bloom Carroll Local SD,Fairfield,23,3,3436199.6,2436016.88,183166.43,129851.74,62758.43,44491.19,9932.75,7041.6,1791.56,1270.08,85353.7,60509.6,688093.73,487808.67,365499.29,365499.29,20322.12,20322.12,4853117.61,3552811.17,3343822.28,0,3552811.17,31765.85,38061.37,69827.22,-16391.79,872881,-326002.84,-5764.89,-122500,-15847.1,386374.38,4009012.77,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1788.42,1788.42,0,44.59,1752.74,30.4,104.41,6,5,10,14.16,11.85,0,0,0,0.42,3,0,1,497.12,9.32,0,14.79,37.79,1702.85,0,1,0,298.25,0.166767314,286309612,275147500,24794210,306082920,306082920,18588560,324671480,43482,0.341248579,0.128617251,214,56.6,49.11,2,5,0,0,0,0
46870,Fairfield Union Local SD,Fairfield,23,3,5607261.71,5607261.71,1210370.35,1210370.35,69458.94,69458.94,104931.07,104931.07,0,0,85862.1,85862.1,907665.26,907665.26,620248.09,620248.09,147043.04,147043.04,8752840.56,8752840.56,9007037.71,254197.15,9007037.71,46366.73,56179.65,102546.38,-169035.86,956701.25,-351472.8,0,-70000,-8894.39,357298.2,9466882.29,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1811.22,1811.22,0,38.5,1780.42,21.5,117.23,16.42,1,10.4,13,45.45,0.65,4.4,0,21.61,0,0,0,453.82,4.32,0,1,61.07,1718.6,0,0,0,660.17,0.364489129,207792847,186755707,41234873,212272756,212272756,18723600,230996357,33599,0.548199114,0.61439336,233.85,70,52.56,4,4,0,0,1,0
46888,Liberty Union-Thurston Local,Fairfield,23,3,4094058.15,3918397.9,802146.03,767729.03,59183.91,56644.56,46989.47,44973.33,401.34,384.12,69186.25,66217.74,318793.52,305115.32,574963.24,574963.24,92645.98,92645.98,6058367.89,5827071.22,5484302.32,0,5827071.22,14442.58,32865.25,47307.83,-132289.09,151139.5,-179641.44,0,-85658,-5386.82,-251835.85,5622543.2,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1353.57,1353.57,0,27.9,1331.25,15,136.67,8.2,3,8,11.74,30.09,0,5.68,0,8.97,0,0,1,390.15,3.05,0.46,1,25.03,1303.47,1,1.46,0,414.6,0.306301115,166905099,155973633,28251610,162057583,162057583,12289700,174347283,36713,0.535123856,0.433884873,60,33.5,26.36,1,2,0,0,0,0
46896,Pickerington Local SD,Fairfield,23,3,34427806.13,31580330.53,4492828.55,4121232.99,407344.75,373653.84,169531.27,155509.58,191283.31,175462.53,492252.05,451538.58,2605895.94,2390365.94,5260797.66,5260797.66,103659.94,103659.94,48151399.6,44612551.59,41988283.85,0,44612551.59,403958.86,259090.4,663049.26,-435333.13,-573800.95,-2243807.57,-53669.56,-392113,-82270.54,-3780994.75,41494606.1,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,10245.5,10245.5,0,96.36,10168.41,136.3,881.41,98.52,8.5,55.3,140.97,22.63,6.45,0.43,10.88,10.09,7.4,210.83,101.8,2577.27,25.84,1.94,190.85,128.73,9885.37,8.5,4.61,0,2447.76,0.238910741,1413106918,1103532610,16379993,1119509550,1119509550,122813540,1242323090,46341,0.589228055,0.263966433,0,99.31,318.81,19,41,2,0,2,7
46904,Walnut Township Local SD,Fairfield,23,3,821133.14,821133.14,0,0,18497.14,18497.14,83306.22,83306.22,0,0,40314.9,40314.9,118098.37,118098.37,144597.43,144597.43,898.91,898.91,1226846.11,1226846.11,1337855.23,111009.12,1337855.23,4462.66,13509.04,17971.7,-42524.79,58309.66,-186827.35,0,-8050,-56.23,-179148.71,1176678.22,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,603.38,603.38,0,18,588.98,11,52.51,4,1,6,9.46,0.63,0,0,0,0.4,0,0,0,160,1,0,0,24.74,563.78,0,0.46,0,295.13,0.489127913,89592936,126219570,8824287,138328893,138328893,7719640,146048533,31607,0.242673861,1.106425684,61.84,49.6,27.61,0,1,0,0,0,0
46920,Miami Trace Local SD,Fayette,24,3,5211236.44,5211236.44,538681.67,538681.67,102451.38,102451.38,308897.8,308897.8,12727.1,12727.1,117128.6,117128.6,1628734.6,1628734.6,717981.94,717981.94,8322.39,8322.39,8646161.92,8646161.92,9359086.35,712924.43,9359086.35,135078.91,68821.83,203900.74,-32568.5,341333.8,-440516.7,-3333.26,-17500,-128734.31,-281318.97,9281668.12,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2506.8,2506.8,0,121.35,2409.72,54.21,203.39,21.77,0,16.87,23.42,1.9,0,0,7.35,0.5,13.69,11.8,0,788,18,0,1.55,65.54,2343.01,0,0,0,1176.1,0.469163874,305446475,361282600,142975923,443899181,443899181,23659860,467559041,29671,0.376429944,1.017950081,288.69,222.61,66.86,22,2,0,0,2,2
46946,Canal Winchester Local SD,Franklin,25,3,11703124.8,9549937.08,1902421.55,1552406.42,158329.89,129199.72,158443.04,129292.06,50344.95,41082.29,172292.35,140593.32,1095933.28,894299.09,1470336.4,1470336.4,35213.62,35213.62,16746439.88,13942360,13122221.17,0,13942360,272790.63,152618.8,425409.43,-1156819.36,-23908.05,-1081520.55,0,-124971,-56468.38,-2443687.34,11924082.09,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3666.59,3666.59,0,82.65,3600.47,53.5,198.43,30.8,4.5,30.1,38,1.99,0.39,0.78,0,34.43,8.5,67.8,0,1018.55,8.08,1.73,96.25,62.69,3462.09,1,4.23,0,1203.23,0.328160498,440848176,400556303,12474217,417448143,417448143,48988970,466437113,42490,0.565514808,0.49802364,66.21,70.4,159.52,16,28,2,1,2,2
46953,Hamilton Local SD,Franklin,25,3,14862989.34,10472807.12,4894378.45,3448692.61,181079.4,127592.75,1207026.36,850498.78,18883.22,13305.56,151973.85,107084.3,1388302.24,978229.97,1518776.44,1518776.44,35154.16,35154.16,24258563.46,17552141.69,16519662.76,0,17552141.69,137724.89,53277.92,191002.81,-1263980.59,-166721.68,-1528972.61,0,-87500,-80293.42,-3127468.3,14615676.2,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3284.01,3284.01,0,59.04,3236.77,30,235.34,18.44,0,13,23.5,0.55,0,7.36,0,19.26,3,17,0,982.79,8.78,0,116.11,100.97,3047.71,0,1,0,2210.74,0.67318309,222254713,215314147,4037900,225500606,225500606,78453660,303954267,28408,0.799289841,2.095770632,0.5,28.5,212.54,10,12,1,2,0,0
46961,Gahanna-Jefferson City SD,Franklin,25,1,10718177.2,7332055.76,0,0,233425.32,159680.83,184510.01,126219.01,71508.55,48917.34,346438.9,236990.79,1702146.85,1164399.08,1833842.08,1833842.08,28538.32,28538.32,15118587.23,10930643.21,10287664.2,0,10930643.21,487231.73,253479.18,740710.91,-44753.09,-106463.5,-1399157.47,-74090.21,-325023,-77309.53,-2026796.8,9644557.32,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,7209.22,7320.62,222.8,101.79,7127.78,75.1,736.62,42.9,3.25,46.6,118.08,1.36,0.42,19.63,23.52,17.74,49.9,146.5,44.8,1986.53,20.19,1.62,82.61,116.86,6939.8,7.5,3.28,0,2016.62,0.275471203,1668458281,1388831317,2850123,1416658053,1416658053,99182040,1515840093,45374,0.261684451,0.35093749,0,18.3,194.01,36,61,1,0,1,7
46979,Groveport Madison Local SD,Franklin,25,3,24373085.58,19985192.03,3928636.18,3221362.69,387535.48,317767.36,1874496.86,1537030.66,173508.38,142271.61,284818.05,233542.18,1425341.42,1168736.8,3848583.38,3848583.38,26252.82,26252.82,36322258.15,30480739.53,28687754.84,0,30480739.53,358348.83,308668.61,667017.44,-36281.12,-1282409.42,-10473084.38,-212323.03,-308503,-160371.99,-12472972.94,18674784.03,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,7349.52,7349.52,0,234.88,7161.61,126.02,561.35,83.86,5,66.9,91.4,3.38,1.05,11.8,0.11,0.17,35.5,180.72,51,2475.04,53.53,1,1231.86,376.59,5840.64,4,3.48,14,4417.81,0.601101841,735790630,756458897,8076640,798692086,798692086,90572950,889265037,30053,0.592310151,1.670988535,0,223.52,1531.93,11,44,2,1,2,4
46995,New Albany-Plain Local SD,Franklin,25,3,7748037.92,1424220.26,0,0,159584.25,29334.28,1607.16,295.42,39740.11,7304.9,227258.15,41773.88,1330835.08,244629.97,855751.53,855751.53,0,0,10362814.2,2603310.24,2450174.35,0,2603310.24,135238.66,49045.03,184283.69,-29128.65,-13053,-371951.89,-26793,-167402,-19463.52,-627792.06,2159801.87,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4632.69,4632.69,0,36.32,4603.63,85.5,288.26,25.27,2,25.5,41.6,0,0,0,0,0,22.9,72.9,25.72,1305.46,4,0,30.66,23.23,4548.4,8,1,0,304.04,0.065629256,1482051680,833718967,3638740,855771416,855771416,70194240,925965657,75336,0.292955255,0.019919219,0,2,47.6,10,19,0,0,1,0
47001,Reynoldsburg City SD,Franklin,25,1,21209351.9,19255910.97,2636239.07,2393434.04,287176.32,260726.57,892276.35,810095.19,220568.97,200253.95,293689.8,266640.15,2153504.96,1955161.1,2610911.03,2610911.03,16464.47,16464.47,30320182.87,27769597.47,26136091.73,0,27769597.47,492532.7,116959.04,609491.74,-2030719.18,1903781.14,-3560409.9,-89031.62,-263183,-111721.76,-4151284.32,24227804.89,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,6428.32,6428.32,0,102.95,6345.96,143.9,392.52,51.14,1,21.74,79.34,2.64,0,4.2,4.25,0.28,24.5,253.85,75.98,1836.9,27.19,2.88,334.73,167.79,5924.61,2.5,2.89,0,3130.55,0.486993491,850616307,695284683,266793,712025730,712025730,66056250,778081980,32906,0.58149098,1.096790467,386.32,49.5,495.26,39,34,1,2,4,8
47019,Hilliard City SD,Franklin,25,1,35763253.04,26568080.73,1753760.97,1302847.45,597230.2,443674.97,265312.11,197097.1,475187.45,353010.91,749588.4,556859.99,3990955.96,2964832.09,4084512.36,4084512.36,282819.54,282819.54,47962620.03,36753735.14,34591750.73,0,36753735.14,754445.55,545941.85,1300387.4,-2144458.77,-262225.9,-2128821.36,-151322.35,-1360817,-111243.5,-6158888.88,31895233.66,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,15479.86,15479.86,0,210.22,15311.68,347,956.63,69.4,13.3,61.01,166.98,114.19,0.22,5.59,0,81.74,92.2,743.68,263.5,4383.01,16.87,10,131.25,172.84,15005.09,27,18.31,0,3740.06,0.241608128,2625939411,2308149850,9553513,2366249880,2366249880,162732060,2528981940,47824,0.406294174,0.269960631,0,46.22,287.72,31,84,4,0,6,17
47027,Dublin City SD,Franklin,25,1,17650593.81,9690492.75,0,0,446415.06,245089.88,54498.67,29920.75,271981.27,149322.6,697942.5,383182.96,4374145.57,2401484.41,2374272.41,2374272.41,17167.99,17167.99,25887017.28,15290933.75,14391467.06,0,15290933.75,628053.44,380140.72,1008194.16,-91341.38,-134727.26,-1252367.62,-79483.95,-881008,-12008.47,-2450936.68,13848191.23,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,14233.31,14233.31,0,93.51,14158.5,116.2,740.98,74.17,7.8,84.2,236.68,3.6,0,0.26,0,42.63,143,752.87,257.99,3954.92,8.35,5.13,75.21,106.82,13964.82,20,15.58,0,2087.42,0.146657383,3436964575,2872502280,7430053,2933515003,2933515003,198909810,3132424813,50124,0.216917562,0.099468419,0,22.54,168.78,39,59,4,1,15,14
47043,Archbold-Area Local SD,Fulton,26,3,2800154.72,2072586.6,293591.17,217306.96,50685.87,37516.09,21613.91,15997.94,4020.24,2975.66,65332.7,48357.21,181266.24,134167.58,262069.25,262069.25,28435.75,28435.75,3707169.85,2819413.04,2653565.21,0,2819413.04,120957.43,34011.42,154968.85,-681061.52,-153932.7,-95905.35,0,-35000,-1994.92,-967894.49,2006487.4,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1268.15,1268.15,0,52.01,1226.54,16,59,9,0,11,6,11.21,0,0,0,11.12,0,7,3,377.3,3.6,1,0,16.93,1209.61,0,1,0,306.98,0.242069156,178466705,190973403,29201420,199701410,199701410,42864460,242565870,34663,0.397060187,0.270991873,71.95,95.99,16.03,10,13,0,0,1,1
47050,Evergreen Local SD,Fulton,26,3,2455745.74,2455745.74,178995.95,178995.95,42016.28,42016.28,34541.71,34541.71,1290.86,1290.86,61079,61079,736952.42,736952.42,434619.71,434619.71,34680.36,34680.36,3979922.03,3979922.03,4517068.21,537146.18,4517068.21,103702.08,75074.63,178776.71,-742380.15,209421.5,-86284.2,0,-31500,-12080.6,-662823.45,4033021.47,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1149,1149,0,41.5,1115.8,19,120.9,8,0,14,14,16.05,1,0,0,4.28,0,3,0,316.56,2.56,1.8,1,15.6,1099.45,0,1.8,0,335.07,0.291618799,179123616,171473307,53850813,184199383,184199383,12260660,196460043,36179,0.382478452,0.39328591,77,39,15.01,12,8,1,0,0,1
47068,Fayette Local SD,Fulton,26,3,1583537.46,1576145.12,446869.29,444783.19,18516.26,18429.82,54786.7,54530.94,5576.11,5550.08,34691.75,34529.8,151196.18,150490.36,174430.35,174430.35,33283.7,33283.7,2502887.8,2492173.36,2345574.94,0,2492173.36,29535.63,19762.47,49298.1,-193093.33,-81688,-54032.4,0,-17500,-2283.77,-348597.5,2192873.96,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,444.91,444.91,0,23.2,426.35,11,40,7,1,0,1,8.2,0,0,0,7.5,2,5,0,113,2,0,0,10.6,415.75,0,0,0,208.51,0.468656582,40948909,41552993,17873167,43689046,43689046,4971540,48660587,28682,0.646505227,1.015749917,19,33,8.31,1,3,0,0,1,0
47076,Pettisville Local SD,Fulton,26,3,1141699.92,1141699.92,219149.95,219149.95,14988.48,14988.48,5768.71,5768.71,605.31,605.31,32556.75,32556.75,121185.58,121185.58,113578.7,113578.7,23725.24,23725.24,1673258.64,1673258.64,1844700.46,171441.82,1844700.46,22288.75,4399.91,26688.66,-81154.28,896568,-15303,0,-17500,-1637.96,780972.76,2652361.88,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,379.67,379.67,0,12.9,369.35,7,17.97,1,0,3,3,6.99,0,0,0,6.54,0,1,0,97.8,0,0,0,2,367.35,0,0,0,87.77,0.231174441,46952318,42773337,14154260,45241543,45241543,3671830,48913373,32741,0.538051484,0.247147935,186.38,31.7,2,2,1,0,0,1,0
47084,Pike-Delta-York Local SD,Fulton,26,3,4481266.54,4231727.08,957994.58,904648.63,69124.51,65275.31,149290.64,140977.39,8880.77,8386.25,69652.2,65773.61,320381.3,302540.85,795324.33,795324.33,35832.95,35832.95,6887747.82,6550486.4,6165163.67,0,6550486.4,122731.17,51128.89,173860.06,-642310.45,-338652.7,-166245.37,0,-94058,-1767.48,-1243034,5481312.46,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1382.73,1382.73,0,40.36,1350.44,22,134.02,13,3,11.5,19.94,11.69,0.33,0,0.34,1.24,0,13,1,441.6,4.66,0,2,23.44,1322.56,1,1.94,0,617.24,0.446392282,161204185,146192043,27897287,154193533,154193533,12528040,166721573,32640,0.577610993,0.92153261,79.84,136.5,20.84,11,8,0,0,0,3
47092,Swanton Local SD,Fulton,26,3,3379431.19,2891626.59,312709.86,267571.7,53626.87,45886.09,117126.86,100220.16,960.68,822.01,67120.8,57432.23,343424.66,293852.97,486625.61,486625.61,2852.46,2852.46,4763878.99,4146889.82,3902955.12,0,4146889.82,81556.36,37032.17,118588.53,-949767.13,-106148.9,-188519.19,0,-52500,-145.89,-1297081.11,2968397.24,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1370.02,1370.02,0,102.32,1288.16,32.87,95.66,17.41,0,7,15.41,0.26,1,0,0,0.16,0,1.87,0,376.8,2,0,4,28.13,1255.03,0,2,0,566.56,0.413541408,204965260,184134690,17941160,190025266,190025266,31703000,221728267,34462,0.456650319,0.790888677,59.84,71.14,30.28,6,10,0,1,0,0
47167,Berkshire Local SD,Geauga,28,3,1258849.15,1258849.15,0,0,27788.45,27788.45,12403.99,12403.99,0,0,53582.75,53582.75,356154.93,356154.93,144365.34,144365.34,0,0,1853144.61,1853144.61,2832661.23,979516.62,2832661.23,28754.33,48226.91,76981.24,-326685.17,149310.65,-334821.1,0,-39995,-126607.5,-678798.12,2230844.35,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,963.35,963.35,0,18.5,948.55,15.5,82.67,9,1,2,6.5,0,0,0,0,0,0,0,0,252.2,10.3,0,2,50.05,893.5,3.5,0,0,219.59,0.227944153,206487175,213331520,47584273,219088680,219088680,24689020,243777700,34699,0.231006091,0.240289209,70.6,42.71,49.95,1,4,0,0,0,1
47175,Cardinal Local SD,Geauga,28,3,1575463.12,1575463.12,0,0,40758.5,40758.5,127737.27,127737.27,5476.21,5476.21,62525.35,62525.35,332442.26,332442.26,180655.52,180655.52,875.96,875.96,2325934.19,2325934.19,2253531.18,0,2325934.19,65622,113975.44,179597.44,-192506.94,168715.45,-317959.45,0,-91970,-65885.34,-499606.28,2005925.35,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1205.11,1205.61,1,27.55,1183.07,32.6,113.68,17.27,0,4,2.97,0.59,0,0.45,0,0,12,5,0,363.58,9.08,0,1,51.97,1125.88,3.5,0.97,0,537.39,0.44574116,217406166,279416040,54059590,287122246,287122246,21187880,308310127,29633,0.231796977,0.918846217,103.21,71.7,49.96,2,5,1,1,3,1
47183,Chardon Local SD,Geauga,28,3,3946609.44,3945653.48,0,0,82782.19,82762.14,14689.63,14686.07,6538.3,6536.72,143964.25,143929.38,829899.88,829698.86,433454.2,433454.2,5872.83,5872.83,5463810.72,5462593.68,5141264.64,0,5462593.68,130964.95,181236,312200.95,-316509.39,27001.5,-575480.31,0,-199150,-220874.43,-1285012.63,4489782,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2997.97,3008.47,21,38.9,2966.85,28.5,234.42,24.4,5.5,6.5,22,0,0,4.24,0,12.22,2.8,17.5,5.8,731.2,11,0,3.54,83.93,2867.26,13,0,0,485.4,0.161344471,659368199,628985650,53611280,645676100,645676100,68467370,714143470,40457,0.231546664,0.120388646,46,40.5,84.45,12,10,1,0,3,2
